ImageName, PSNR, SSIM, MSE
L096_frame003,36.2393,0.9117,12.048691
L096_frame004,36.4669,0.9134,12.063328
L096_frame005,36.3056,0.9107,12.478638
L096_frame006,35.8248,0.9013,13.920174
L096_frame007,36.1490,0.9078,12.855820
L096_frame008,36.0345,0.9072,12.767712
L096_frame009,35.8508,0.9049,13.224930
L096_frame010,36.0729,0.9086,12.623215
L096_frame011,36.0548,0.9075,12.806572
L096_frame012,36.0102,0.9106,12.027519
L096_frame013,35.3919,0.9317,8.184834
L096_frame014,34.4644,0.9422,6.445404
L096_frame015,34.0715,0.9387,6.756985
L096_frame016,33.9900,0.9371,6.862598
L096_frame017,33.9695,0.9333,7.317184
L096_frame018,33.8952,0.9281,8.005341
L096_frame019,34.0673,0.9293,8.038811
L096_frame020,34.1873,0.9250,8.584133
L096_frame021,34.3261,0.9191,9.174679
L096_frame022,34.5403,0.9183,9.216118
L096_frame023,34.8002,0.9173,9.447712
L096_frame024,34.9414,0.9123,10.034615
L096_frame025,35.1427,0.9154,9.880455
L096_frame026,35.4353,0.9153,10.309418
L096_frame027,35.3617,0.9140,10.670578
L096_frame028,35.5529,0.9179,10.301979
L096_frame029,35.7264,0.9175,10.381104
L096_frame030,35.6526,0.9141,10.799244
L096_frame031,35.7420,0.9188,10.202408
L096_frame032,35.5786,0.9201,10.207901
L096_frame033,35.3104,0.9171,10.185524
L096_frame034,35.1163,0.9236,9.285892
L096_frame035,34.8307,0.9249,9.144043
L096_frame036,34.5135,0.9229,9.097950
L096_frame037,34.1487,0.9266,8.652218
L096_frame038,33.7593,0.9291,8.209808
L096_frame039,33.5638,0.9260,8.389618
L096_frame040,33.8031,0.9326,7.721210
L096_frame041,33.8918,0.9352,7.391342
L096_frame042,33.9537,0.9327,7.721001
L096_frame043,34.0893,0.9368,7.127644
L096_frame044,34.3711,0.9348,7.575420
L096_frame045,34.6985,0.9263,8.824036
L096_frame046,34.8732,0.9335,7.850876
L096_frame047,35.4371,0.9343,7.780308
L096_frame048,35.6246,0.9293,8.451855
L096_frame049,35.9337,0.9319,8.103439
L096_frame050,35.9755,0.9336,7.972843
L096_frame051,36.0727,0.9281,8.582848
L096_frame052,36.3210,0.9298,8.341709
L096_frame053,36.2683,0.9309,8.097145
L096_frame054,36.1168,0.9268,8.695179
L096_frame055,36.3652,0.9274,8.566830
L096_frame056,36.4401,0.9296,8.312149
L096_frame057,36.2632,0.9272,8.492035
L096_frame058,36.3990,0.9339,7.630157
L096_frame059,36.7283,0.9298,8.278564
L096_frame060,36.6676,0.9239,9.069794
L096_frame061,36.8125,0.9266,8.850353
L096_frame062,36.8775,0.9247,9.125496
L096_frame063,36.7077,0.9152,10.486015
L096_frame064,36.8895,0.9200,9.889473
L096_frame065,36.9363,0.9153,10.745922
L096_frame066,36.7358,0.9092,11.683334
L096_frame067,36.7952,0.9097,11.684544
L096_frame068,36.8277,0.9102,11.665230
L096_frame069,36.5956,0.9056,12.462936
L096_frame070,36.7345,0.9097,11.998241
L096_frame071,36.7695,0.9091,12.111988
L096_frame072,36.6056,0.9043,12.937099
L096_frame073,36.8144,0.9093,12.275143
L096_frame074,36.7215,0.9094,12.130341
L096_frame075,36.5303,0.9054,12.544960
L096_frame076,36.7388,0.9089,12.177715
L096_frame077,36.7619,0.9100,12.049202
L096_frame078,36.5075,0.9046,12.763599
L096_frame079,36.8164,0.9114,11.707428
L096_frame080,36.7452,0.9127,11.365658
L096_frame081,36.4744,0.9069,12.147263
L096_frame082,36.8147,0.9129,11.199966
L096_frame083,36.7420,0.9118,11.304329
L096_frame084,36.5094,0.9040,12.366562
L096_frame085,36.6711,0.9068,12.101524
L096_frame086,36.6613,0.9064,12.063591
L096_frame087,36.5143,0.9020,12.630653
L096_frame088,36.6395,0.9046,12.097099
L096_frame089,36.5891,0.9040,12.206142
L096_frame090,36.3339,0.8972,13.192253
L096_frame091,36.4468,0.8997,12.916462
L096_frame092,36.3557,0.8988,13.121315
L096_frame093,36.1016,0.8938,13.760635
L096_frame094,36.1653,0.8958,13.526165
L096_frame095,36.0639,0.8953,13.680775
L096_frame096,35.9148,0.8922,14.209084
L096_frame097,36.0813,0.8950,13.688908
