Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.55099939	0.15782672	28.727	1.569	0.886	0.023	0.037	0.006
2	0.49820356	0.13953365	30.956	1.556	0.926	0.016	0.029	0.005
3	0.49067837	0.07972582	32.151	1.829	0.965	0.008	0.025	0.006
4	0.48882162	0.11300694	32.003	1.813	0.947	0.010	0.026	0.006
5	0.49051361	0.10973789	32.130	1.897	0.942	0.011	0.025	0.006
6	0.48870527	0.07050550	32.915	2.131	0.974	0.008	0.023	0.006
7	0.48695817	0.07250718	32.965	2.213	0.970	0.008	0.023	0.006
8	0.48647556	0.09126152	33.148	2.252	0.964	0.007	0.023	0.007
9	0.49133531	0.06273102	32.976	2.296	0.971	0.009	0.023	0.007
10	0.48665653	0.07256471	33.198	2.288	0.973	0.008	0.023	0.007
11	0.48460514	0.08740860	32.226	2.219	0.964	0.010	0.025	0.007
12	0.48492792	0.06721815	33.700	2.484	0.979	0.009	0.022	0.007
13	0.48532853	0.05284549	33.985	2.569	0.979	0.007	0.021	0.007
14	0.48487667	0.05606308	33.282	2.412	0.978	0.008	0.023	0.007
15	0.49082909	0.06462597	33.086	2.312	0.974	0.008	0.023	0.007
16	0.48496295	0.08347767	33.001	2.603	0.976	0.008	0.023	0.007
17	0.48488525	0.05959506	33.324	2.622	0.978	0.009	0.023	0.008
18	0.48445858	0.06176060	33.774	2.708	0.979	0.008	0.022	0.008
19	0.48404408	0.06107037	33.180	2.535	0.981	0.009	0.023	0.008
20	0.48520603	0.05818108	33.863	2.541	0.981	0.008	0.021	0.007
21	0.48387790	0.05990737	33.250	2.478	0.979	0.008	0.023	0.007
22	0.48339779	0.05421014	33.404	2.391	0.982	0.009	0.022	0.007
23	0.48393141	0.05615331	33.957	2.607	0.980	0.008	0.021	0.007
24	0.48401743	0.05746265	33.492	2.617	0.979	0.008	0.022	0.007
25	0.48569427	0.05772960	33.430	2.511	0.978	0.009	0.022	0.007
26	0.48328963	0.06790576	33.623	2.534	0.979	0.008	0.022	0.007
27	0.48397202	0.06258278	34.411	2.821	0.983	0.008	0.020	0.008
28	0.48244723	0.06799769	33.706	2.583	0.981	0.008	0.022	0.007
29	0.48415681	0.05911810	34.422	3.005	0.983	0.009	0.020	0.008
30	0.48329331	0.06179765	34.231	2.852	0.981	0.009	0.021	0.008
31	0.48219224	0.07401472	33.586	2.608	0.981	0.009	0.022	0.008
32	0.48330485	0.06319679	32.922	2.353	0.977	0.009	0.024	0.007
33	0.48242392	0.05296054	34.072	2.767	0.984	0.009	0.021	0.008
34	0.48327112	0.05323104	33.642	2.561	0.982	0.009	0.022	0.008
35	0.48242237	0.05012609	34.173	2.972	0.983	0.009	0.021	0.008
36	0.48342481	0.05552800	33.842	2.714	0.983	0.009	0.021	0.008
37	0.48324625	0.05205277	34.096	2.750	0.984	0.009	0.021	0.008
38	0.48267355	0.05815072	33.569	2.615	0.982	0.009	0.022	0.008
39	0.48235142	0.05601515	33.573	2.607	0.982	0.009	0.022	0.008
40	0.48353304	0.05254667	33.819	2.611	0.984	0.009	0.021	0.008
41	0.48258526	0.05911365	33.514	2.525	0.982	0.009	0.022	0.008
42	0.48276178	0.05335360	34.229	3.000	0.983	0.009	0.021	0.008
43	0.48425181	0.08998408	34.372	2.781	0.983	0.009	0.020	0.008
44	0.48319075	0.05889214	33.686	2.638	0.983	0.009	0.022	0.008
45	0.48289881	0.05007245	34.476	2.911	0.985	0.009	0.020	0.008
46	0.48222352	0.05501025	34.158	2.896	0.984	0.009	0.021	0.008
47	0.48328026	0.05490849	34.049	2.739	0.983	0.009	0.021	0.008
48	0.48275736	0.05612051	33.951	2.806	0.983	0.009	0.021	0.008
49	0.48236965	0.05255717	34.080	2.945	0.984	0.009	0.021	0.009
50	0.48259867	0.04953077	33.901	2.881	0.984	0.009	0.021	0.008
51	0.48286630	0.04789767	34.066	2.764	0.984	0.009	0.021	0.008
52	0.48315489	0.05541047	34.396	3.184	0.985	0.009	0.021	0.009
53	0.48194642	0.05104983	34.284	2.832	0.984	0.009	0.020	0.008
54	0.48250176	0.04646192	34.618	3.092	0.985	0.009	0.020	0.008
55	0.48247793	0.05402755	33.625	2.705	0.984	0.009	0.022	0.008
56	0.48199882	0.04914231	34.042	2.773	0.983	0.009	0.021	0.008
57	0.48168942	0.05130755	34.551	3.019	0.985	0.009	0.020	0.008
58	0.48287510	0.04635124	34.969	3.156	0.985	0.009	0.019	0.008
59	0.48185634	0.06233588	33.935	2.783	0.982	0.009	0.021	0.008
60	0.48251992	0.05415892	33.929	2.774	0.984	0.009	0.021	0.008
61	0.48290778	0.05486629	34.582	3.010	0.984	0.009	0.020	0.008
62	0.48243368	0.04984357	33.979	2.757	0.984	0.009	0.021	0.008
63	0.48257323	0.05093962	34.085	2.840	0.983	0.009	0.021	0.008
64	0.48175587	0.04701107	34.469	2.994	0.984	0.009	0.020	0.008
65	0.48300216	0.04737755	34.151	2.815	0.984	0.009	0.021	0.008
66	0.48200153	0.04736651	34.187	2.860	0.984	0.009	0.021	0.008
67	0.48250853	0.07110068	33.620	2.613	0.980	0.009	0.022	0.008
68	0.48315320	0.05085300	34.518	3.005	0.985	0.009	0.020	0.008
69	0.48249136	0.04816432	34.072	2.903	0.984	0.010	0.021	0.009
70	0.48105973	0.04963079	34.339	2.950	0.985	0.009	0.020	0.008
71	0.48213696	0.05434574	33.985	2.791	0.984	0.009	0.021	0.008
72	0.48206521	0.05249577	34.216	2.851	0.985	0.009	0.021	0.008
73	0.48293229	0.05107705	34.160	2.927	0.984	0.009	0.021	0.008
74	0.48184445	0.04659221	34.788	3.176	0.986	0.009	0.020	0.009
75	0.48282264	0.05305748	34.065	2.874	0.983	0.010	0.021	0.008
76	0.48211333	0.05343018	34.219	2.939	0.984	0.009	0.021	0.008
77	0.48171484	0.05015873	34.293	3.035	0.984	0.009	0.021	0.009
78	0.48232052	0.05049682	34.170	2.962	0.984	0.010	0.021	0.009
