Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.72801247	1.03942558	26.224	1.127	0.745	0.025	0.049	0.007
2	0.72581509	1.04931897	26.132	1.117	0.732	0.028	0.050	0.007
3	0.72572338	1.08159471	26.273	1.126	0.739	0.028	0.049	0.006
4	0.72564187	1.03691220	26.231	1.142	0.744	0.026	0.049	0.007
5	0.72550239	1.04604518	26.240	1.123	0.742	0.026	0.049	0.007
6	0.72550957	1.06718162	26.285	1.134	0.748	0.025	0.049	0.007
7	0.72550926	1.07769135	26.184	1.113	0.736	0.027	0.049	0.006
8	0.72545146	1.05809012	26.256	1.128	0.743	0.026	0.049	0.007
9	0.72537611	1.05974463	26.207	1.122	0.738	0.027	0.049	0.007
10	0.72538338	1.06030542	26.112	1.130	0.734	0.027	0.050	0.007
11	0.72525356	1.06511334	26.162	1.124	0.736	0.027	0.050	0.007
12	0.72523773	1.07196972	26.349	1.147	0.750	0.026	0.049	0.007
13	0.72514899	1.06456265	26.376	1.151	0.751	0.026	0.048	0.007
14	0.72513223	1.05007350	26.344	1.147	0.746	0.027	0.049	0.007
15	0.72510313	1.05633432	26.105	1.114	0.732	0.027	0.050	0.007
16	0.72500920	1.06409571	26.348	1.139	0.747	0.026	0.049	0.007
17	0.72496443	1.05752784	26.334	1.123	0.744	0.026	0.049	0.006
18	0.72493254	1.05213138	26.189	1.120	0.738	0.027	0.049	0.007
19	0.72493149	1.06841221	26.382	1.149	0.751	0.026	0.048	0.007
20	0.72491603	1.06392071	26.332	1.141	0.747	0.026	0.049	0.007
21	0.72492789	1.06552199	26.314	1.137	0.746	0.026	0.049	0.007
22	0.72486773	1.07365686	26.193	1.114	0.735	0.027	0.049	0.006
23	0.72488611	1.06857860	26.260	1.126	0.741	0.026	0.049	0.006
24	0.72487460	1.06482771	26.394	1.144	0.750	0.026	0.048	0.007
25	0.72482792	1.07502657	26.396	1.146	0.751	0.026	0.048	0.007
26	0.72480988	1.06999484	26.313	1.129	0.744	0.026	0.049	0.006
27	0.72479908	1.06353292	26.080	1.104	0.728	0.028	0.050	0.006
28	0.72481981	1.05940658	26.294	1.123	0.742	0.027	0.049	0.006
29	0.72478242	1.04988664	26.293	1.122	0.744	0.026	0.049	0.006
30	0.72478337	1.05666313	26.247	1.128	0.741	0.026	0.049	0.007
31	0.72476308	1.06629488	26.374	1.138	0.749	0.026	0.048	0.006
32	0.72473375	1.07053757	26.192	1.119	0.736	0.027	0.049	0.006
33	0.72479689	1.05446437	26.203	1.126	0.740	0.026	0.049	0.007
34	0.72477351	1.06207764	26.333	1.132	0.746	0.026	0.049	0.006
35	0.72474989	1.06230739	26.282	1.133	0.743	0.026	0.049	0.007
36	0.72474239	1.07688674	26.322	1.135	0.745	0.026	0.049	0.007
37	0.72471547	1.07242116	26.344	1.137	0.747	0.026	0.049	0.006
38	0.72467612	1.07109448	26.367	1.124	0.748	0.026	0.048	0.006
39	0.72472725	1.06617200	26.296	1.135	0.744	0.027	0.049	0.007
40	0.72467994	1.06255180	26.137	1.110	0.733	0.027	0.050	0.006
41	0.72470147	1.06089628	26.188	1.115	0.736	0.027	0.049	0.006
42	0.72472287	1.06136677	26.285	1.131	0.744	0.026	0.049	0.007
43	0.72472325	1.06654391	26.295	1.131	0.745	0.026	0.049	0.006
44	0.72462927	1.06302238	26.252	1.122	0.741	0.026	0.049	0.006
45	0.72470291	1.06012830	26.252	1.122	0.740	0.027	0.049	0.006
46	0.72464436	1.06350502	26.179	1.118	0.736	0.027	0.050	0.007
47	0.72461669	1.07456425	26.347	1.134	0.749	0.026	0.049	0.006
48	0.72463714	1.06224212	26.216	1.113	0.737	0.027	0.049	0.006
49	0.72465373	1.07022306	26.317	1.130	0.745	0.026	0.049	0.006
50	0.72465217	1.06880075	26.245	1.115	0.739	0.027	0.049	0.006
51	0.72459358	1.05462193	26.238	1.122	0.739	0.027	0.049	0.006
52	0.72465768	1.05967298	26.307	1.127	0.745	0.026	0.049	0.006
53	0.72459791	1.06687668	26.265	1.119	0.740	0.026	0.049	0.006
54	0.72455967	1.06527001	26.202	1.114	0.736	0.027	0.049	0.006
55	0.72457949	1.06778201	26.215	1.117	0.738	0.026	0.049	0.006
56	0.72457179	1.06280228	26.326	1.127	0.745	0.026	0.049	0.006
57	0.72461497	1.06344703	26.246	1.121	0.740	0.026	0.049	0.006
58	0.72460216	1.07017514	26.334	1.132	0.745	0.026	0.049	0.006
59	0.72465375	1.06821886	26.324	1.129	0.746	0.026	0.049	0.006
60	0.72456812	1.06316668	26.309	1.125	0.744	0.026	0.049	0.006
61	0.72456054	1.06482211	26.319	1.124	0.744	0.026	0.049	0.006
62	0.72461045	1.06669343	26.289	1.123	0.742	0.026	0.049	0.006
63	0.72457428	1.07372934	26.286	1.124	0.742	0.027	0.049	0.006
64	0.72463969	1.06465781	26.318	1.132	0.745	0.026	0.049	0.006
65	0.72456842	1.06300935	26.293	1.126	0.743	0.027	0.049	0.006
66	0.72458514	1.06151646	26.263	1.116	0.741	0.026	0.049	0.006
67	0.72454662	1.06651163	26.265	1.119	0.740	0.027	0.049	0.006
68	0.72457397	1.06452835	26.251	1.123	0.741	0.026	0.049	0.006
69	0.72458822	1.07067186	26.288	1.121	0.742	0.026	0.049	0.006
70	0.72456296	1.06573439	26.269	1.122	0.742	0.026	0.049	0.006
71	0.72453972	1.06838724	26.281	1.124	0.742	0.026	0.049	0.006
72	0.72454406	1.06530559	26.298	1.125	0.744	0.026	0.049	0.006
73	0.72452090	1.06289735	26.320	1.130	0.745	0.026	0.049	0.006
74	0.72453444	1.06466535	26.290	1.125	0.743	0.026	0.049	0.006
75	0.72450120	1.06059882	26.216	1.118	0.738	0.026	0.049	0.006
76	0.72453123	1.06298977	26.299	1.122	0.743	0.026	0.049	0.006
