ImageName, PSNR, SSIM, MSE
phantomFrame000,30.3010,0.6603,16.685913
phantomFrame001,34.3218,0.9290,6.709900
phantomFrame002,34.9461,0.9170,8.116272
phantomFrame003,35.2641,0.9270,7.849426
phantomFrame004,34.1790,0.9124,8.904236
phantomFrame005,34.3681,0.9117,8.470703
phantomFrame006,35.7795,0.9431,8.465637
phantomFrame007,34.8986,0.9272,9.079895
phantomFrame008,35.2306,0.9322,8.671082
phantomFrame009,34.8516,0.9235,9.277283
phantomFrame010,34.9567,0.9250,9.800171
phantomFrame011,34.5822,0.9241,9.967346
phantomFrame012,34.1340,0.9229,10.334534
phantomFrame013,34.7945,0.9270,9.918396
phantomFrame014,34.7438,0.9245,10.405762
phantomFrame015,33.6075,0.9146,10.491943
phantomFrame016,33.5756,0.9227,10.966309
phantomFrame017,33.7586,0.9129,11.600952
phantomFrame018,33.4346,0.9088,12.267395
phantomFrame019,34.1612,0.9205,11.756104
phantomFrame020,33.5555,0.9280,11.551758
phantomFrame021,34.2523,0.9222,12.410095
phantomFrame022,32.9730,0.9056,13.198975
phantomFrame023,32.7315,0.8812,15.183899
phantomFrame024,33.1702,0.9087,14.571716
phantomFrame025,31.4521,0.8633,16.794617
phantomFrame026,29.1519,0.8727,17.126343
phantomFrame027,28.8633,0.8878,17.150757
phantomFrame028,28.4524,0.8931,18.128845
phantomFrame029,28.0375,0.8789,18.421204
phantomFrame030,27.7160,0.8650,19.708557
phantomFrame031,27.7706,0.8824,18.319885
phantomFrame032,27.7571,0.8847,19.484802
phantomFrame033,27.6108,0.8800,20.205139
phantomFrame034,27.5506,0.8916,19.824768
phantomFrame035,27.2387,0.8586,21.598999
phantomFrame036,27.5135,0.8695,20.242981
phantomFrame037,27.4043,0.8800,20.662537
phantomFrame038,27.3620,0.8877,20.366394
phantomFrame039,27.6344,0.8918,19.265076
phantomFrame040,27.6502,0.8834,19.717346
phantomFrame041,27.7062,0.8857,20.818787
phantomFrame042,27.9474,0.8633,20.906372
phantomFrame043,27.8792,0.8610,20.324768
phantomFrame044,28.4897,0.8808,19.598694
phantomFrame045,29.4413,0.9007,17.905029
phantomFrame046,31.7608,0.8744,18.272644
phantomFrame047,32.2717,0.8949,17.633301
phantomFrame048,32.8348,0.9188,15.494019
phantomFrame049,32.2471,0.9144,15.696167
phantomFrame050,32.9742,0.9306,14.331116
phantomFrame051,33.6860,0.9313,13.749634
phantomFrame052,33.1657,0.9320,14.525635
phantomFrame053,33.1549,0.9269,14.635620
phantomFrame054,32.8274,0.9242,14.442383
phantomFrame055,33.4202,0.9347,13.662598
phantomFrame056,33.3180,0.9281,14.101196
phantomFrame057,33.6121,0.9415,13.368042
phantomFrame058,33.6020,0.9362,13.824646
phantomFrame059,33.7020,0.9405,13.225464
phantomFrame060,34.0484,0.9394,12.662720
phantomFrame061,33.3932,0.9352,13.206177
phantomFrame062,34.0848,0.9300,12.698914
phantomFrame063,33.2841,0.9343,12.916626
phantomFrame064,34.6241,0.9511,11.874695
phantomFrame065,33.8233,0.9393,12.336731
phantomFrame066,35.3651,0.9475,11.514038
phantomFrame067,35.3102,0.9444,10.941895
phantomFrame068,34.7067,0.9526,10.936890
phantomFrame069,36.1793,0.9525,9.891846
phantomFrame070,34.9999,0.9426,10.985229
phantomFrame071,35.2918,0.9474,10.601501
phantomFrame072,35.2058,0.9514,10.220215
phantomFrame073,35.4463,0.9495,10.132812
phantomFrame074,35.0291,0.9471,10.878357
phantomFrame075,35.8866,0.9350,10.359497
phantomFrame076,35.8186,0.9503,9.936584
phantomFrame077,35.6495,0.9442,10.409546
phantomFrame078,35.2635,0.9447,10.352417
phantomFrame079,35.1105,0.9459,10.311768
phantomFrame080,35.0377,0.9363,10.244385
phantomFrame081,35.7918,0.9529,9.198059
phantomFrame082,35.8117,0.9516,9.619934
phantomFrame083,36.5761,0.9536,8.601257
phantomFrame084,36.9507,0.9421,8.559753
phantomFrame085,36.4990,0.9489,8.169861
phantomFrame086,36.2662,0.9361,9.378113
phantomFrame087,34.8748,0.9397,9.398315
phantomFrame088,34.7318,0.9318,9.247375
phantomFrame089,34.8608,0.9408,8.872925
phantomFrame090,35.2999,0.9386,8.847107
phantomFrame091,35.3024,0.9352,9.085754
phantomFrame092,35.5930,0.9373,8.829041
phantomFrame093,35.3348,0.9272,8.646301
phantomFrame094,35.2350,0.9279,9.385864
phantomFrame095,34.8319,0.9241,8.467896
phantomFrame096,34.9282,0.9272,8.311646
phantomFrame097,35.5475,0.9214,8.408569
phantomFrame098,34.7671,0.9178,8.429932
phantomFrame099,35.0923,0.9309,7.880432
phantomFrame100,34.5543,0.9225,8.253784
phantomFrame101,34.6909,0.9122,8.532471
