Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.05808371	0.26710369	20.856	1.304	0.654	0.074	0.092	0.013
2	0.04917919	0.15680665	27.777	1.412	0.857	0.017	0.041	0.006
3	0.04678678	0.12597730	29.585	1.605	0.904	0.012	0.034	0.006
4	0.04632840	0.13652323	30.027	1.453	0.914	0.013	0.032	0.006
5	0.04621503	0.09659311	30.721	1.547	0.927	0.009	0.030	0.006
6	0.04596460	0.10581088	31.197	1.646	0.939	0.010	0.028	0.006
7	0.04571615	0.08796454	31.449	1.918	0.946	0.010	0.027	0.006
8	0.04586828	0.09616291	31.931	2.065	0.945	0.011	0.026	0.007
9	0.04576385	0.07369779	31.642	1.961	0.950	0.009	0.027	0.006
10	0.04599237	0.11492645	31.112	1.594	0.905	0.018	0.028	0.006
11	0.04587804	0.10027453	31.296	1.835	0.941	0.010	0.028	0.006
12	0.04666780	0.11788081	31.410	1.740	0.937	0.007	0.027	0.006
13	0.04648157	0.07882490	31.994	1.869	0.947	0.008	0.026	0.006
14	0.04560887	0.08001907	32.138	2.102	0.951	0.007	0.025	0.007
15	0.04535141	0.08313404	32.472	2.058	0.957	0.009	0.025	0.006
16	0.04596377	0.08639733	32.175	1.941	0.954	0.009	0.025	0.006
17	0.04568884	0.07603918	32.617	2.182	0.959	0.008	0.024	0.007
18	0.04550335	0.07881535	32.485	2.223	0.957	0.008	0.025	0.007
19	0.04563183	0.07558061	32.478	2.133	0.956	0.010	0.025	0.007
20	0.04571609	0.07217375	32.433	2.006	0.962	0.008	0.025	0.006
21	0.04549745	0.06999532	32.681	2.160	0.965	0.008	0.024	0.007
22	0.04551878	0.08118829	32.524	2.207	0.956	0.009	0.024	0.007
23	0.04549092	0.07105322	32.811	2.285	0.962	0.008	0.024	0.007
24	0.04572068	0.07061758	32.862	2.285	0.965	0.008	0.024	0.007
25	0.04537084	0.05979035	33.168	2.455	0.961	0.012	0.023	0.007
26	0.04533062	0.06736010	32.646	2.240	0.960	0.008	0.024	0.007
27	0.04524957	0.07208241	33.289	2.493	0.967	0.009	0.023	0.007
28	0.04544462	0.06917707	33.169	2.421	0.969	0.009	0.023	0.007
29	0.04558875	0.06816387	32.750	2.287	0.965	0.010	0.024	0.007
30	0.04557417	0.07522307	32.931	2.369	0.966	0.008	0.023	0.007
31	0.04536229	0.06375798	32.861	2.256	0.961	0.008	0.024	0.007
32	0.04550757	0.07982097	32.846	2.282	0.962	0.009	0.024	0.007
33	0.04536935	0.06366887	33.045	2.453	0.968	0.009	0.023	0.007
