Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.24854582	0.17857742	28.789	1.819	0.819	0.043	0.037	0.008
2	0.21142290	0.16208529	28.864	1.826	0.820	0.043	0.037	0.008
3	0.20654320	0.15856982	28.926	1.835	0.821	0.044	0.037	0.008
4	0.20438175	0.15742970	28.955	1.803	0.822	0.043	0.036	0.008
5	0.20271389	0.16409536	28.892	1.748	0.821	0.042	0.037	0.008
6	0.20399660	0.17619946	28.979	1.792	0.823	0.043	0.036	0.008
7	0.20141005	0.15807194	28.887	1.812	0.821	0.043	0.037	0.008
8	0.20121345	0.16553045	28.918	1.767	0.822	0.042	0.037	0.008
9	0.20099305	0.15617135	28.939	1.762	0.822	0.042	0.037	0.008
10	0.19941914	0.15752153	28.953	1.774	0.822	0.042	0.036	0.008
11	0.19876679	0.15625182	28.990	1.847	0.823	0.044	0.036	0.008
12	0.19867593	0.15588333	28.975	1.818	0.823	0.043	0.036	0.008
13	0.20004762	0.15131953	28.970	1.783	0.823	0.043	0.036	0.008
14	0.19771149	0.16193930	29.011	1.815	0.823	0.043	0.036	0.008
15	0.19830384	0.15401017	28.968	1.784	0.823	0.042	0.036	0.008
16	0.19664813	0.15088722	29.008	1.832	0.823	0.044	0.036	0.008
17	0.19824128	0.14962794	28.987	1.795	0.823	0.043	0.036	0.008
18	0.19871796	0.15084956	28.949	1.784	0.823	0.042	0.036	0.008
19	0.19862252	0.15563381	29.007	1.802	0.823	0.043	0.036	0.008
20	0.19652780	0.14953489	28.992	1.794	0.823	0.043	0.036	0.008
21	0.19579935	0.15510821	29.014	1.804	0.824	0.043	0.036	0.008
22	0.19585179	0.15121973	28.996	1.785	0.823	0.042	0.036	0.008
23	0.19767479	0.15102591	29.001	1.786	0.823	0.042	0.036	0.008
24	0.19671217	0.14701335	29.003	1.772	0.823	0.042	0.036	0.008
25	0.19565834	0.14805791	28.982	1.762	0.823	0.042	0.036	0.008
26	0.19617776	0.14995920	28.983	1.771	0.823	0.042	0.036	0.008
27	0.19584966	0.14900357	29.011	1.792	0.823	0.043	0.036	0.008
28	0.19653067	0.14953920	29.036	1.797	0.824	0.043	0.036	0.008
29	0.19598802	0.14702519	29.008	1.783	0.823	0.042	0.036	0.008
30	0.19526933	0.14839341	29.016	1.795	0.824	0.043	0.036	0.008
31	0.19580165	0.14932225	29.055	1.812	0.824	0.043	0.036	0.008
32	0.19523812	0.14905508	29.047	1.840	0.824	0.044	0.036	0.008
33	0.19525799	0.15391953	29.005	1.789	0.823	0.042	0.036	0.008
34	0.19442039	0.14710487	29.024	1.788	0.824	0.043	0.036	0.008
35	0.19514272	0.14965159	29.044	1.810	0.824	0.043	0.036	0.008
36	0.19365704	0.14799608	29.008	1.783	0.824	0.042	0.036	0.008
37	0.19377207	0.14694556	29.041	1.823	0.824	0.043	0.036	0.008
38	0.19381765	0.14789954	29.023	1.810	0.824	0.043	0.036	0.008
39	0.19420682	0.15478861	29.044	1.814	0.824	0.043	0.036	0.008
40	0.19402463	0.14608334	29.043	1.802	0.824	0.043	0.036	0.008
41	0.19420206	0.15381088	29.031	1.798	0.824	0.042	0.036	0.008
42	0.19274694	0.14999816	29.028	1.806	0.824	0.043	0.036	0.008
43	0.19414829	0.15197523	29.017	1.783	0.824	0.042	0.036	0.008
44	0.19348972	0.14771374	29.043	1.802	0.824	0.043	0.036	0.008
45	0.19375832	0.14525983	29.047	1.810	0.824	0.043	0.036	0.008
46	0.19494324	0.14895667	29.032	1.797	0.824	0.043	0.036	0.008
47	0.19286189	0.14832764	29.058	1.818	0.824	0.043	0.036	0.008
48	0.19291962	0.14819719	29.010	1.779	0.824	0.042	0.036	0.008
49	0.19450592	0.15229419	29.029	1.802	0.824	0.043	0.036	0.008
50	0.19400532	0.14713743	29.034	1.793	0.824	0.042	0.036	0.008
51	0.19440205	0.14834908	29.042	1.803	0.824	0.043	0.036	0.008
52	0.19166073	0.14725747	29.023	1.798	0.824	0.042	0.036	0.008
53	0.19244768	0.14835189	29.030	1.794	0.824	0.042	0.036	0.008
54	0.19244376	0.15049542	29.036	1.800	0.824	0.043	0.036	0.008
55	0.19379955	0.14605722	29.029	1.795	0.824	0.042	0.036	0.008
56	0.19252358	0.14794758	29.038	1.793	0.824	0.043	0.036	0.008
57	0.19300539	0.14832907	29.031	1.792	0.824	0.042	0.036	0.008
58	0.19160770	0.14661866	29.048	1.807	0.824	0.043	0.036	0.008
59	0.19166608	0.14520030	29.054	1.814	0.824	0.043	0.036	0.008
60	0.19213035	0.14751339	29.023	1.803	0.824	0.042	0.036	0.008
61	0.19173046	0.14936956	29.033	1.794	0.824	0.042	0.036	0.008
62	0.19267846	0.14659493	29.021	1.792	0.824	0.042	0.036	0.008
63	0.19125258	0.14789730	29.038	1.801	0.824	0.043	0.036	0.008
64	0.19206038	0.14827405	29.026	1.799	0.824	0.042	0.036	0.008
65	0.19397116	0.15017805	29.031	1.791	0.824	0.042	0.036	0.008
66	0.19100788	0.15097008	29.028	1.787	0.824	0.042	0.036	0.008
67	0.19181111	0.14726837	29.048	1.805	0.824	0.043	0.036	0.008
68	0.19312919	0.15169762	29.065	1.816	0.824	0.043	0.036	0.008
69	0.19173639	0.14744550	29.029	1.800	0.824	0.042	0.036	0.008
70	0.19267183	0.14835182	29.044	1.807	0.824	0.043	0.036	0.008
71	0.19168598	0.14864195	29.022	1.800	0.824	0.042	0.036	0.008
72	0.19106528	0.14779447	29.025	1.801	0.824	0.042	0.036	0.008
73	0.19057425	0.14776776	29.041	1.809	0.824	0.043	0.036	0.008
74	0.19118103	0.14540864	29.040	1.804	0.824	0.043	0.036	0.008
75	0.19140073	0.14828889	29.028	1.804	0.824	0.043	0.036	0.008
76	0.19002315	0.14932971	29.024	1.791	0.824	0.042	0.036	0.008
77	0.19333861	0.14774863	28.999	1.780	0.824	0.042	0.036	0.008
78	0.19051248	0.14599544	29.036	1.798	0.824	0.042	0.036	0.008
79	0.19181444	0.14568926	29.037	1.804	0.824	0.043	0.036	0.008
80	0.19088177	0.14751659	29.032	1.808	0.824	0.043	0.036	0.008
81	0.19050863	0.14712287	29.034	1.806	0.824	0.043	0.036	0.008
82	0.19219309	0.14728865	29.015	1.795	0.824	0.042	0.036	0.008
83	0.19123869	0.14659708	29.034	1.811	0.824	0.043	0.036	0.008
84	0.19152018	0.14586813	29.034	1.794	0.824	0.042	0.036	0.008
85	0.19100139	0.14807372	29.012	1.783	0.824	0.042	0.036	0.008
86	0.19216250	0.14635482	29.031	1.811	0.824	0.043	0.036	0.008
87	0.19216747	0.15030533	29.022	1.795	0.824	0.042	0.036	0.008
88	0.19384972	0.14666951	29.035	1.799	0.824	0.042	0.036	0.008
89	0.18915278	0.14839962	29.031	1.801	0.824	0.042	0.036	0.008
90	0.19004461	0.14965880	29.027	1.796	0.824	0.042	0.036	0.008
91	0.19013276	0.14729292	29.032	1.798	0.824	0.042	0.036	0.008
92	0.19031460	0.14675116	29.044	1.796	0.824	0.042	0.036	0.008
93	0.19123313	0.14817376	29.024	1.794	0.824	0.042	0.036	0.008
94	0.19205487	0.14697842	29.017	1.785	0.824	0.042	0.036	0.008
95	0.19007446	0.14653161	29.040	1.798	0.824	0.043	0.036	0.008
96	0.19061020	0.14686827	29.032	1.803	0.824	0.042	0.036	0.008
97	0.19057308	0.14696128	29.038	1.804	0.824	0.043	0.036	0.008
98	0.19136039	0.14790898	29.033	1.808	0.824	0.043	0.036	0.008
99	0.19182831	0.14805308	29.020	1.792	0.824	0.042	0.036	0.008
100	0.18915926	0.14656800	29.030	1.801	0.824	0.042	0.036	0.008
