Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.24808288	0.18066964	27.214	2.280	0.811	0.039	0.045	0.012
2	0.21161538	0.18131775	27.291	2.308	0.813	0.040	0.045	0.012
3	0.20677212	0.18038228	27.336	2.337	0.814	0.041	0.045	0.012
4	0.20425685	0.17413053	27.403	2.320	0.815	0.040	0.044	0.012
5	0.20287714	0.17907849	27.376	2.320	0.814	0.040	0.044	0.012
6	0.20408692	0.17559738	27.394	2.339	0.815	0.040	0.044	0.012
7	0.20129606	0.17424199	27.367	2.286	0.815	0.040	0.044	0.012
8	0.20124653	0.17664984	27.398	2.272	0.815	0.040	0.044	0.012
9	0.20118462	0.17404003	27.411	2.312	0.815	0.040	0.044	0.012
10	0.19939220	0.17238395	27.443	2.347	0.816	0.041	0.044	0.012
11	0.19884939	0.17287270	27.440	2.342	0.816	0.041	0.044	0.012
12	0.19877190	0.16916006	27.502	2.335	0.817	0.042	0.044	0.012
13	0.20004188	0.17250601	27.448	2.309	0.816	0.041	0.044	0.012
14	0.19766087	0.17568764	27.471	2.336	0.817	0.042	0.044	0.012
15	0.19830350	0.17094558	27.448	2.343	0.817	0.041	0.044	0.012
16	0.19660042	0.17037517	27.449	2.328	0.817	0.042	0.044	0.012
17	0.19823289	0.17027057	27.488	2.347	0.817	0.041	0.044	0.012
18	0.19876970	0.17189495	27.443	2.313	0.817	0.041	0.044	0.012
19	0.19865203	0.17104489	27.493	2.337	0.818	0.042	0.044	0.012
20	0.19640694	0.17090270	27.460	2.313	0.817	0.041	0.044	0.012
21	0.19590417	0.17209593	27.463	2.311	0.817	0.040	0.044	0.012
22	0.19585239	0.17011392	27.493	2.333	0.818	0.041	0.044	0.012
23	0.19761752	0.17217117	27.460	2.327	0.817	0.040	0.044	0.012
24	0.19671645	0.17179288	27.484	2.317	0.817	0.041	0.044	0.012
25	0.19563660	0.17272910	27.463	2.298	0.817	0.040	0.044	0.012
26	0.19619392	0.17116242	27.502	2.337	0.818	0.041	0.044	0.012
27	0.19585799	0.17297618	27.485	2.337	0.817	0.041	0.044	0.012
28	0.19651552	0.17080559	27.490	2.299	0.818	0.041	0.044	0.012
29	0.19601531	0.17114118	27.491	2.320	0.817	0.040	0.044	0.012
30	0.19528277	0.17125873	27.494	2.328	0.818	0.041	0.044	0.012
31	0.19583417	0.17048949	27.531	2.326	0.818	0.042	0.044	0.012
32	0.19518929	0.17399817	27.514	2.337	0.818	0.042	0.044	0.012
33	0.19524672	0.17188004	27.469	2.325	0.817	0.040	0.044	0.012
34	0.19446087	0.17228805	27.462	2.312	0.817	0.040	0.044	0.012
35	0.19512038	0.17170934	27.477	2.322	0.817	0.040	0.044	0.012
36	0.19365564	0.17133916	27.482	2.297	0.817	0.040	0.044	0.012
37	0.19378238	0.17397504	27.489	2.344	0.818	0.041	0.044	0.012
38	0.19385457	0.17322099	27.482	2.332	0.818	0.041	0.044	0.012
39	0.19424029	0.17142954	27.469	2.337	0.817	0.041	0.044	0.012
40	0.19410082	0.17077606	27.501	2.310	0.817	0.040	0.044	0.012
41	0.19421566	0.17364350	27.502	2.324	0.818	0.041	0.044	0.012
42	0.19275605	0.17127504	27.476	2.329	0.818	0.041	0.044	0.012
43	0.19423887	0.17153123	27.466	2.293	0.817	0.040	0.044	0.012
44	0.19353288	0.17349762	27.502	2.332	0.818	0.041	0.044	0.012
45	0.19376789	0.17122873	27.513	2.317	0.818	0.041	0.044	0.012
46	0.19490374	0.17092618	27.507	2.332	0.818	0.041	0.044	0.012
47	0.19293099	0.17146769	27.506	2.318	0.818	0.041	0.044	0.012
48	0.19284318	0.17306384	27.471	2.310	0.818	0.040	0.044	0.012
49	0.19450270	0.17176007	27.487	2.325	0.818	0.041	0.044	0.012
50	0.19405639	0.17266051	27.496	2.323	0.818	0.041	0.044	0.012
51	0.19435328	0.17154290	27.493	2.319	0.818	0.040	0.044	0.012
52	0.19172055	0.17257788	27.479	2.326	0.818	0.040	0.044	0.012
53	0.19248485	0.17295448	27.480	2.317	0.818	0.041	0.044	0.012
54	0.19245503	0.17232912	27.494	2.330	0.818	0.041	0.044	0.012
55	0.19388769	0.17299667	27.463	2.315	0.818	0.040	0.044	0.012
56	0.19249060	0.17325885	27.485	2.316	0.818	0.041	0.044	0.012
57	0.19300290	0.17166649	27.503	2.322	0.818	0.041	0.044	0.012
58	0.19164165	0.17276747	27.492	2.326	0.818	0.041	0.044	0.012
59	0.19163936	0.17446402	27.463	2.328	0.818	0.041	0.044	0.012
60	0.19217126	0.17226370	27.481	2.336	0.818	0.041	0.044	0.012
61	0.19175001	0.17234252	27.479	2.326	0.817	0.040	0.044	0.012
