Scan,Image_name, PSNR, SSIM, MSE
0,phantom,27.7645,0.3692,34.863647
0,phantom,26.5220,0.3067,38.773438
0,phantom,26.5196,0.3318,36.854309
0,phantom,25.7915,0.2845,41.196228
0,phantom,25.9244,0.3130,41.033447
0,phantom,25.7701,0.3200,40.340332
0,phantom,25.4756,0.3290,41.549500
0,phantom,25.6431,0.3197,44.013000
0,phantom,25.1739,0.3197,44.509521
0,phantom,25.1992,0.3298,47.063538
0,phantom,25.0982,0.3290,46.670654
0,phantom,24.6486,0.3117,47.782532
0,phantom,24.7670,0.3282,47.835876
0,phantom,24.5907,0.3347,50.229492
0,phantom,24.4094,0.3334,48.314331
0,phantom,24.4707,0.3289,49.515747
0,phantom,24.3859,0.3383,50.593811
0,phantom,24.2860,0.3209,52.102539
0,phantom,24.1896,0.3402,53.340088
0,phantom,24.2420,0.3374,52.197266
0,phantom,24.1103,0.3329,54.488831
0,phantom,23.9944,0.3380,54.000854
0,phantom,24.1648,0.3428,54.337585
0,phantom,23.7866,0.3362,57.269104
0,phantom,23.7357,0.3401,57.939514
0,phantom,23.5836,0.3469,58.153992
0,phantom,23.5912,0.3586,57.295532
0,phantom,23.4856,0.3607,56.641785
0,phantom,23.6427,0.3766,58.331909
0,phantom,23.4147,0.3716,59.186584
0,phantom,23.4144,0.3756,58.019287
0,phantom,23.3275,0.3638,61.274536
0,phantom,23.3769,0.3807,59.275757
0,phantom,23.3893,0.3827,60.268433
0,phantom,23.2646,0.3801,60.242981
0,phantom,23.1431,0.3765,60.362244
0,phantom,23.2703,0.3796,60.369324
0,phantom,23.3284,0.3841,61.025146
0,phantom,23.2724,0.3784,60.174866
0,phantom,23.2947,0.3864,61.434753
0,phantom,23.5247,0.3897,59.732788
0,phantom,23.1919,0.3758,62.356934
0,phantom,23.2511,0.3804,62.825806
0,phantom,23.1654,0.3795,62.596924
0,phantom,23.2358,0.3731,63.062012
0,phantom,23.1140,0.3783,62.607727
0,phantom,23.1353,0.3597,63.683533
0,phantom,23.3828,0.3744,62.760925
0,phantom,23.2072,0.3616,63.039246
0,phantom,23.0269,0.3511,63.308838
0,phantom,23.0713,0.3381,64.764587
0,phantom,23.0605,0.3471,65.173279
0,phantom,23.3485,0.3670,62.283020
0,phantom,23.1053,0.3532,64.072754
0,phantom,23.1422,0.3459,63.680237
0,phantom,23.1388,0.3405,65.299683
0,phantom,23.1607,0.3468,61.983337
0,phantom,23.1947,0.3493,61.643433
0,phantom,23.3203,0.3480,61.948364
0,phantom,23.2589,0.3494,62.424561
0,phantom,23.1411,0.3408,62.538879
0,phantom,23.1663,0.3510,63.372803
0,phantom,23.3694,0.3475,61.386169
0,phantom,23.1997,0.3544,62.344788
0,phantom,23.4867,0.3475,60.818909
0,phantom,23.3605,0.3354,61.671814
0,phantom,23.5024,0.3465,60.796265
0,phantom,23.4162,0.3342,60.522949
0,phantom,23.4717,0.3393,59.683777
0,phantom,23.4837,0.3271,58.924011
0,phantom,23.5850,0.3386,58.856384
0,phantom,23.6554,0.3340,57.530640
0,phantom,23.4300,0.3093,61.053223
0,phantom,23.6759,0.3318,58.646545
0,phantom,23.7746,0.3315,58.625183
0,phantom,23.5669,0.3304,57.046570
0,phantom,23.6397,0.3204,57.904724
0,phantom,23.7290,0.3317,55.868225
0,phantom,23.9107,0.3215,56.514160
0,phantom,24.0155,0.3337,56.102051
0,phantom,24.0863,0.3307,56.322632
0,phantom,23.9555,0.3224,54.206543
0,phantom,23.9170,0.3103,54.380554
0,phantom,23.9752,0.3100,55.821777
0,phantom,24.0253,0.3064,54.366943
0,phantom,24.2213,0.3137,54.476501
0,phantom,24.1305,0.3141,52.989197
0,phantom,24.5055,0.3208,51.251282
0,phantom,24.4722,0.3139,50.778564
0,phantom,24.3856,0.3061,50.237061
0,phantom,24.7439,0.3199,50.165100
0,phantom,24.4319,0.2959,49.347412
0,phantom,24.5453,0.3125,49.070740
0,phantom,24.9376,0.3024,48.117065
0,phantom,24.9756,0.3265,45.425659
0,phantom,25.1071,0.3160,44.711487
0,phantom,25.0849,0.3040,44.756226
0,phantom,25.3507,0.3081,42.392883
0,phantom,25.5582,0.3058,42.296509
0,phantom,25.9623,0.3097,40.229553
0,phantom,25.9155,0.3092,40.949463
0,phantom,26.4029,0.3117,38.567688
