Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.72234300	0.95272122	27.875	1.590	0.847	0.030	0.041	0.008
2	0.72073364	0.94603000	27.924	1.579	0.848	0.029	0.041	0.007
3	0.72063002	0.94050131	27.984	1.613	0.848	0.030	0.041	0.008
4	0.72052760	0.94876330	27.993	1.593	0.851	0.030	0.041	0.007
5	0.72045811	0.95122059	27.970	1.610	0.851	0.031	0.041	0.008
6	0.72036252	0.97414792	27.970	1.596	0.851	0.030	0.041	0.007
7	0.72039272	0.94978996	27.960	1.624	0.851	0.031	0.041	0.008
8	0.72026570	0.97018080	27.984	1.606	0.852	0.032	0.041	0.007
9	0.72022505	0.94048125	28.010	1.624	0.851	0.032	0.040	0.008
10	0.72009949	0.94876975	27.981	1.605	0.852	0.031	0.041	0.007
11	0.72015464	0.94441223	28.000	1.640	0.851	0.032	0.041	0.008
12	0.72015318	0.94700763	27.966	1.632	0.851	0.032	0.041	0.008
13	0.72008935	0.93631851	28.032	1.613	0.852	0.032	0.040	0.007
14	0.72001473	0.95550451	27.997	1.602	0.852	0.031	0.041	0.007
15	0.72003033	0.94563078	27.988	1.622	0.852	0.032	0.041	0.008
16	0.71999394	0.96188299	28.018	1.602	0.852	0.031	0.040	0.007
17	0.72007416	0.95419574	28.035	1.626	0.853	0.032	0.040	0.008
18	0.72005078	0.95295338	28.037	1.608	0.853	0.031	0.040	0.007
19	0.72012015	0.95044581	28.029	1.613	0.853	0.032	0.040	0.007
20	0.72001862	0.94651850	28.069	1.631	0.853	0.031	0.040	0.008
21	0.71986735	0.94972210	28.025	1.628	0.852	0.032	0.040	0.008
22	0.72000932	0.95181758	28.030	1.631	0.853	0.031	0.040	0.008
23	0.71989049	0.95353497	28.014	1.625	0.852	0.032	0.040	0.008
24	0.71993285	0.95768066	28.042	1.608	0.853	0.031	0.040	0.007
25	0.71997733	0.94995787	28.048	1.630	0.853	0.032	0.040	0.008
26	0.71992440	0.94770134	28.015	1.626	0.852	0.031	0.040	0.008
27	0.71991461	0.94805422	28.075	1.597	0.854	0.031	0.040	0.007
28	0.71995147	0.94827481	28.065	1.615	0.854	0.031	0.040	0.007
29	0.71987581	0.95386543	28.052	1.613	0.853	0.031	0.040	0.007
30	0.71981552	0.95135719	28.048	1.618	0.853	0.032	0.040	0.007
31	0.71991067	0.95108062	28.056	1.638	0.853	0.032	0.040	0.008
32	0.71980501	0.95715462	28.031	1.614	0.853	0.031	0.040	0.007
33	0.71990611	0.96116774	27.986	1.609	0.852	0.031	0.041	0.008
34	0.71993801	0.96157058	28.046	1.615	0.853	0.032	0.040	0.007
35	0.71993926	0.94827290	28.038	1.625	0.853	0.032	0.040	0.008
36	0.71983338	0.96221185	28.054	1.623	0.853	0.032	0.040	0.008
37	0.71976883	0.94799396	28.048	1.614	0.853	0.031	0.040	0.007
38	0.71980573	0.95702653	28.043	1.612	0.853	0.031	0.040	0.007
39	0.71983566	0.94876803	28.035	1.631	0.853	0.032	0.040	0.008
40	0.71976714	0.95313685	28.064	1.615	0.854	0.031	0.040	0.007
41	0.71974139	0.94959905	28.040	1.623	0.853	0.032	0.040	0.008
42	0.71974660	0.94857772	28.040	1.628	0.853	0.032	0.040	0.008
43	0.71973777	0.95324973	28.036	1.633	0.853	0.032	0.040	0.008
44	0.71984864	0.95213945	28.055	1.632	0.853	0.032	0.040	0.008
45	0.71972044	0.95678892	28.011	1.621	0.853	0.031	0.040	0.008
46	0.71978900	0.95143957	28.054	1.623	0.853	0.032	0.040	0.008
47	0.71972366	0.95838572	28.034	1.617	0.853	0.031	0.040	0.007
48	0.71976749	0.95279151	28.037	1.623	0.853	0.032	0.040	0.008
49	0.71979076	0.95740751	28.043	1.634	0.853	0.031	0.040	0.008
50	0.71968939	0.94978742	28.042	1.623	0.853	0.031	0.040	0.008
51	0.71978664	0.94939151	28.053	1.629	0.853	0.031	0.040	0.008
52	0.71959351	0.94540025	28.037	1.627	0.853	0.032	0.040	0.008
53	0.71958605	0.95102748	28.033	1.620	0.853	0.031	0.040	0.008
54	0.71964398	0.95483495	28.058	1.627	0.853	0.032	0.040	0.008
55	0.71960309	0.94791231	28.036	1.615	0.853	0.031	0.040	0.007
