ImageName, PSNR, SSIM, MSE
L143_frame003,33.4829,0.8199,22.696217
L143_frame004,33.7236,0.8281,21.731506
L143_frame005,33.7542,0.8307,21.353096
L143_frame006,33.5511,0.8258,21.862141
L143_frame007,33.7489,0.8321,21.192169
L143_frame008,33.7261,0.8324,21.222328
L143_frame009,33.5332,0.8254,22.123234
L143_frame010,33.8523,0.8329,21.233593
L143_frame011,33.9675,0.8346,21.011120
L143_frame012,33.7611,0.8277,21.877407
L143_frame013,33.9897,0.8338,20.937595
L143_frame014,34.0041,0.8332,20.731930
L143_frame015,33.8825,0.8293,21.207260
L143_frame016,34.0294,0.8344,20.426899
L143_frame017,34.0703,0.8340,20.488083
L143_frame018,33.8886,0.8271,21.187557
L143_frame019,34.1169,0.8336,20.334198
L143_frame020,34.0791,0.8327,20.475574
L143_frame021,33.8022,0.8247,21.513317
L143_frame022,33.9544,0.8306,20.773712
L143_frame023,34.1177,0.8324,20.289303
L143_frame024,33.7803,0.8228,21.509342
L143_frame025,34.0318,0.8286,20.811344
L143_frame026,33.9264,0.8264,21.083000
L143_frame027,33.7046,0.8166,22.261818
L143_frame028,33.9232,0.8213,21.604862
L143_frame029,33.7650,0.8185,22.278332
L143_frame030,33.4646,0.8101,23.423717
L143_frame031,33.4593,0.8128,23.095463
L143_frame032,33.3302,0.8102,23.630615
L143_frame033,32.9385,0.7981,25.338882
L143_frame034,33.0787,0.8025,24.671734
L143_frame035,33.1674,0.8032,24.702026
L143_frame036,33.0104,0.7996,25.209087
L143_frame037,33.2326,0.8067,24.612110
L143_frame038,33.3773,0.8099,24.292152
L143_frame039,33.2194,0.8057,24.829056
L143_frame040,33.4833,0.8147,23.739239
L143_frame041,33.4440,0.8137,23.934120
L143_frame042,33.0431,0.8036,25.431004
L143_frame043,33.4631,0.8141,23.883221
L143_frame044,33.6220,0.8193,23.189552
L143_frame045,33.3105,0.8103,24.441540
L143_frame046,33.6198,0.8188,23.358891
L143_frame047,33.6329,0.8199,23.296467
L143_frame048,33.5741,0.8177,23.568558
L143_frame049,33.9501,0.8267,22.226234
L143_frame050,33.9599,0.8259,22.381805
L143_frame051,33.7497,0.8191,23.079254
L143_frame052,34.0460,0.8282,21.718403
L143_frame053,34.1970,0.8327,20.907703
L143_frame054,33.9345,0.8263,22.215591
L143_frame055,33.9511,0.8270,22.315823
L143_frame056,33.8706,0.8258,22.484280
L143_frame057,33.5282,0.8176,24.003780
L143_frame058,33.6715,0.8236,23.198204
L143_frame059,33.6052,0.8226,23.470692
L143_frame060,33.3036,0.8139,24.820114
L143_frame061,33.4792,0.8194,24.058735
L143_frame062,33.2315,0.8127,25.113979
L143_frame063,33.0774,0.8066,26.014748
L143_frame064,33.2388,0.8129,25.294247
L143_frame065,33.1343,0.8084,25.681583
L143_frame066,32.9860,0.8021,26.369095
L143_frame067,33.3677,0.8142,24.437428
L143_frame068,33.3430,0.8108,24.684464
L143_frame069,33.0978,0.8006,26.251003
L143_frame070,33.2945,0.8075,25.020260
L143_frame071,33.2088,0.8046,25.462902
L143_frame072,32.8983,0.7957,26.783531
L143_frame073,33.1314,0.8011,26.011818
L143_frame074,33.0037,0.7977,26.640137
L143_frame075,32.5976,0.7856,28.804211
L143_frame076,32.7951,0.7926,27.792728
L143_frame077,32.7081,0.7894,28.142475
L143_frame078,32.5882,0.7862,28.579952
L143_frame079,32.8355,0.7970,26.765530
L143_frame080,32.8046,0.7988,26.604385
L143_frame081,32.5035,0.7908,28.087593
L143_frame082,32.4288,0.7910,28.189072
L143_frame083,32.3142,0.7885,28.879150
L143_frame084,31.9939,0.7820,30.276661
L143_frame085,32.1016,0.7854,29.802670
L143_frame086,32.0490,0.7863,29.683929
L143_frame087,31.6888,0.7771,31.258087
L143_frame088,31.8939,0.7839,30.301224
L143_frame089,31.9108,0.7858,30.309662
L143_frame090,31.6019,0.7759,31.912868
L143_frame091,31.7904,0.7840,30.608936
L143_frame092,31.7553,0.7840,30.782818
L143_frame093,31.3861,0.7725,32.860870
L143_frame094,31.6413,0.7799,31.645527
L143_frame095,31.5779,0.7790,31.897331
L143_frame096,31.2606,0.7710,32.983002
L143_frame097,31.5620,0.7782,31.860664
L143_frame098,31.4906,0.7755,32.155674
L143_frame099,31.1928,0.7663,33.459015
L143_frame100,31.3531,0.7709,32.714161
L143_frame101,31.1405,0.7645,33.415089
L143_frame102,30.7651,0.7515,35.623936
L143_frame103,30.9211,0.7574,34.736393
L143_frame104,30.7938,0.7513,35.829304
L143_frame105,30.5998,0.7425,37.110237
L143_frame106,30.7315,0.7470,35.979813
L143_frame107,30.7801,0.7483,35.658630
L143_frame108,30.6673,0.7423,36.833954
L143_frame109,30.8468,0.7493,35.620827
L143_frame110,30.7632,0.7461,36.028618
L143_frame111,30.5342,0.7375,37.322437
L143_frame112,30.7243,0.7448,36.218941
L143_frame113,30.8249,0.7484,36.026955
L143_frame114,30.4287,0.7386,37.853683
L143_frame115,30.7529,0.7517,35.955860
L143_frame116,30.7044,0.7526,35.922874
L143_frame117,30.5186,0.7472,36.748302
L143_frame118,30.7781,0.7600,34.860264
L143_frame119,30.7187,0.7619,34.443047
L143_frame120,30.4000,0.7531,36.048756
L143_frame121,30.6454,0.7640,34.716187
L143_frame122,30.6595,0.7657,34.737141
L143_frame123,30.3460,0.7585,35.744034
L143_frame124,30.6270,0.7669,34.439442
L143_frame125,30.7110,0.7688,34.348045
L143_frame126,30.4861,0.7599,35.531010
L143_frame127,30.6823,0.7656,34.655197
L143_frame128,30.6576,0.7663,34.564377
L143_frame129,30.4703,0.7592,35.778381
L143_frame130,30.6696,0.7659,34.978317
L143_frame131,30.7205,0.7657,35.003929
L143_frame132,30.4278,0.7551,36.915344
L143_frame133,30.4529,0.7560,36.589764
L143_frame134,30.3840,0.7553,37.159840
L143_frame135,29.9578,0.7406,39.565960
L143_frame136,30.2275,0.7494,38.097130
L143_frame137,30.2731,0.7502,37.727886
L143_frame138,29.9722,0.7384,39.202339
L143_frame139,30.0828,0.7427,38.411674
L143_frame140,29.9027,0.7386,38.882519
L143_frame141,29.7031,0.7324,39.983528
L143_frame142,29.9496,0.7367,39.167976
L143_frame143,29.9488,0.7360,39.060425
L143_frame144,29.8440,0.7318,39.858299
L143_frame145,30.0266,0.7386,38.581856
L143_frame146,29.9747,0.7372,38.773067
L143_frame147,29.8603,0.7294,39.964378
L143_frame148,30.0471,0.7367,38.681168
L143_frame149,30.0884,0.7385,38.535027
L143_frame150,29.7213,0.7276,40.338741
L143_frame151,30.0886,0.7415,38.411320
L143_frame152,30.1132,0.7418,38.192596
L143_frame153,30.0951,0.7397,38.759556
L143_frame154,30.3258,0.7482,37.610104
L143_frame155,30.5056,0.7543,36.874615
L143_frame156,30.1990,0.7470,38.171505
L143_frame157,30.4224,0.7537,37.006046
L143_frame158,30.4191,0.7537,36.895359
L143_frame159,30.1169,0.7484,37.818096
L143_frame160,30.3988,0.7571,36.129833
L143_frame161,30.5149,0.7620,35.740929
L143_frame162,30.2351,0.7543,37.221874
L143_frame163,30.6222,0.7640,36.051235
L143_frame164,30.5785,0.7615,36.195297
L143_frame165,30.4338,0.7543,37.415844
L143_frame166,30.7410,0.7631,36.241016
L143_frame167,30.7917,0.7618,36.317757
L143_frame168,30.7762,0.7593,36.708382
L143_frame169,31.1062,0.7678,35.134880
L143_frame170,31.3025,0.7725,34.225410
L143_frame171,31.0241,0.7643,35.803169
L143_frame172,31.2517,0.7718,34.707886
L143_frame173,31.3030,0.7738,34.343861
L143_frame174,31.1875,0.7711,34.944683
L143_frame175,31.3679,0.7764,34.006641
L143_frame176,31.4918,0.7791,33.419987
L143_frame177,31.3052,0.7720,34.365517
L143_frame178,31.6419,0.7810,32.910736
L143_frame179,31.7768,0.7831,32.411957
L143_frame180,31.7219,0.7799,32.916462
L143_frame181,31.9911,0.7867,31.561333
L143_frame182,32.1069,0.7902,31.166973
L143_frame183,31.9717,0.7846,32.235485
L143_frame184,32.2222,0.7941,30.632908
L143_frame185,32.2524,0.7948,30.650696
L143_frame186,32.1098,0.7900,31.248989
L143_frame187,32.4715,0.7988,29.485416
L143_frame188,32.4596,0.7977,29.742393
L143_frame189,32.3314,0.7927,30.402939
L143_frame190,32.6435,0.8026,28.814144
L143_frame191,32.8735,0.8091,27.635288
L143_frame192,32.6266,0.8018,28.659916
L143_frame193,33.0598,0.8145,26.781071
L143_frame194,33.1529,0.8177,26.068054
L143_frame195,32.9610,0.8127,26.996201
L143_frame196,32.9986,0.8167,26.501678
L143_frame197,32.9762,0.8158,26.606369
L143_frame198,32.8634,0.8132,27.191662
L143_frame199,33.3334,0.8256,25.036976
L143_frame200,33.3143,0.8240,25.290131
L143_frame201,33.1154,0.8165,26.590347
L143_frame202,33.3821,0.8251,25.375317
L143_frame203,33.4276,0.8265,25.078857
L143_frame204,33.2942,0.8229,25.682659
L143_frame205,33.5513,0.8298,24.494358
L143_frame206,33.5917,0.8310,24.147968
L143_frame207,33.4347,0.8269,25.016617
L143_frame208,33.7521,0.8353,23.738800
L143_frame209,33.7806,0.8365,23.395947
L143_frame210,33.6152,0.8315,24.146481
L143_frame211,33.9673,0.8405,22.670544
L143_frame212,34.0812,0.8427,22.231411
L143_frame213,33.9870,0.8392,22.794788
L143_frame214,34.1892,0.8446,21.924175
L143_frame215,34.3271,0.8479,21.345737
L143_frame216,34.2367,0.8447,21.769493
L143_frame217,34.5072,0.8499,20.866322
L143_frame218,34.6002,0.8514,20.489819
L143_frame219,34.4281,0.8470,21.123005
L143_frame220,34.8422,0.8576,19.424049
L143_frame221,34.8987,0.8591,19.231686
L143_frame222,34.6625,0.8538,20.184280
L143_frame223,35.0181,0.8617,18.801430
L143_frame224,35.1238,0.8629,18.323715
L143_frame225,34.9938,0.8600,18.677242
L143_frame226,35.1910,0.8648,17.752228
L143_frame227,35.2778,0.8668,17.501358
L143_frame228,35.1368,0.8644,17.976963
L143_frame229,35.5364,0.8750,16.444981
L143_frame230,35.5761,0.8763,16.217960
L143_frame231,35.4042,0.8730,16.829983
L143_frame232,35.6405,0.8795,15.831081
L143_frame233,35.6447,0.8792,15.949421
L143_frame234,35.4647,0.8755,16.665352
L143_frame235,35.8165,0.8841,15.306133
L143_frame236,35.8667,0.8848,15.095547
L143_frame237,35.7380,0.8825,15.568039
L143_frame238,36.0240,0.8886,14.625183
L143_frame239,36.1132,0.8911,14.330246
L143_frame240,35.8895,0.8859,15.064865
L143_frame241,36.3138,0.8953,13.555492
L143_frame242,36.3643,0.8967,13.336857
L143_frame243,36.2739,0.8947,13.696430
L143_frame244,36.6494,0.9018,12.541718
L143_frame245,36.8369,0.9048,11.993271
L143_frame246,36.8258,0.9031,12.264931
L143_frame247,37.1335,0.9101,11.284531
L143_frame248,37.3128,0.9131,10.739639
L143_frame249,37.2375,0.9116,10.906696
L143_frame250,37.3149,0.9139,10.685982
L143_frame251,37.2800,0.9130,10.859482
L143_frame252,37.0995,0.9101,11.372608
L143_frame253,37.3756,0.9138,10.877739
L143_frame254,37.4382,0.9142,10.803070
L143_frame255,37.2073,0.9104,11.486500
L143_frame256,37.3840,0.9131,11.017830
L143_frame257,37.3814,0.9137,10.924477
L143_frame258,37.1683,0.9109,11.281830
L143_frame259,37.3421,0.9146,10.731770
L143_frame260,37.3215,0.9146,10.792583
L143_frame261,37.1373,0.9111,11.107628
L143_frame262,37.2905,0.9135,10.552677
L143_frame263,37.2012,0.9136,10.475792
L143_frame264,36.9759,0.9083,11.126480
L143_frame265,37.0881,0.9096,10.917625
L143_frame266,36.9962,0.9080,11.175838
L143_frame267,36.6741,0.9017,12.109303
L143_frame268,36.8378,0.9045,11.692375
L143_frame269,36.6985,0.9025,11.986126
L143_frame270,36.4307,0.8978,12.623344
L143_frame271,36.4413,0.8981,12.612728
L143_frame272,36.2899,0.8942,13.152004
L143_frame273,36.0077,0.8881,14.202053
L143_frame274,36.0684,0.8905,13.811577
L143_frame275,35.9959,0.8880,14.210457
L143_frame276,35.8297,0.8834,14.955318
L143_frame277,35.9051,0.8843,14.726463
L143_frame278,35.8071,0.8822,15.038132
L143_frame279,35.5170,0.8764,15.989445
L143_frame280,35.6374,0.8784,15.617249
L143_frame281,35.5213,0.8760,15.949715
L143_frame282,35.0920,0.8655,17.509705
L143_frame283,35.0947,0.8643,17.509876
L143_frame284,34.9105,0.8589,18.283672
L143_frame285,34.4295,0.8458,20.439377
L143_frame286,34.5362,0.8476,20.151562
L143_frame287,34.3713,0.8434,20.690693
L143_frame288,33.9704,0.8323,22.561909
L143_frame289,34.1341,0.8372,21.805664
L143_frame290,33.9836,0.8330,22.682861
L143_frame291,33.6291,0.8232,24.096924
L143_frame292,33.7487,0.8269,23.367306
L143_frame293,33.6257,0.8226,24.104626
L143_frame294,33.2300,0.8108,25.960255
L143_frame295,33.4055,0.8157,24.917198
L143_frame296,33.2989,0.8123,25.529755
L143_frame297,33.0151,0.8035,26.622948
L143_frame298,33.2372,0.8105,25.495358
L143_frame299,33.1856,0.8081,25.750523
L143_frame300,32.8261,0.7956,27.506313
L143_frame301,32.8693,0.7983,27.155724
L143_frame302,32.7789,0.7947,27.710556
L143_frame303,32.3630,0.7829,29.582432
L143_frame304,32.5861,0.7905,28.361420
L143_frame305,32.5586,0.7887,28.385578
L143_frame306,32.2461,0.7789,29.903618
L143_frame307,32.3972,0.7836,29.212200
L143_frame308,32.1676,0.7768,30.137566
L143_frame309,31.9102,0.7681,31.710854
L143_frame310,32.1124,0.7730,30.758621
L143_frame311,31.8674,0.7669,31.904968
L143_frame312,31.6214,0.7585,33.354603
L143_frame313,31.7648,0.7617,32.798553
L143_frame314,31.7014,0.7602,33.097950
L143_frame315,31.3630,0.7493,34.965706
L143_frame316,31.7278,0.7601,33.180889
L143_frame317,31.6662,0.7567,33.808624
L143_frame318,31.3874,0.7468,35.217487
L143_frame319,31.4113,0.7473,35.328037
L143_frame320,31.4072,0.7481,35.294361
L143_frame321,30.9019,0.7306,38.038673
L143_frame322,31.1048,0.7377,37.135975
L143_frame323,31.0648,0.7374,37.362686
L143_frame324,30.4284,0.7172,40.695732
L143_frame325,30.5600,0.7223,39.813099
L143_frame326,30.5126,0.7210,40.132534
L143_frame327,30.2290,0.7120,41.339157
L143_frame328,30.5033,0.7203,40.073292
L143_frame329,30.4161,0.7171,40.674366
L143_frame330,30.3185,0.7134,40.948799
L143_frame331,30.4336,0.7149,40.503124
L143_frame332,30.5510,0.7190,40.106598
L143_frame333,30.3335,0.7107,41.049282
L143_frame334,30.6646,0.7209,39.227337
L143_frame335,30.6116,0.7179,39.662468
L143_frame336,30.2692,0.7067,41.227493
L143_frame337,30.6247,0.7172,39.666088
L143_frame338,30.5735,0.7149,39.790115
L143_frame339,30.3043,0.7042,41.075687
L143_frame340,30.6384,0.7156,39.229805
L143_frame341,30.6964,0.7166,38.968136
L143_frame342,30.4156,0.7071,40.203594
L143_frame343,30.6166,0.7150,39.234150
L143_frame344,30.4213,0.7092,40.309341
L143_frame345,30.2162,0.7037,41.038925
L143_frame346,30.3281,0.7087,40.320377
L143_frame347,30.3011,0.7079,40.624054
L143_frame348,30.0508,0.7004,41.608421
L143_frame349,30.2965,0.7083,40.540451
