Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.19301465	0.10815064	32.654	1.651	0.935	0.024	0.024	0.005
2	0.17660434	0.10666861	32.675	1.776	0.933	0.026	0.024	0.005
3	0.17601811	0.10859556	32.764	1.704	0.935	0.024	0.023	0.005
4	0.17595261	0.10700523	32.618	1.648	0.934	0.024	0.024	0.005
5	0.17591080	0.10772474	32.758	1.725	0.935	0.024	0.023	0.005
6	0.17564212	0.10634033	32.789	1.664	0.936	0.023	0.023	0.005
7	0.17569522	0.10919913	32.679	1.697	0.934	0.025	0.024	0.005
8	0.17556339	0.10782882	32.797	1.730	0.935	0.024	0.023	0.005
9	0.17548495	0.10591935	32.792	1.644	0.936	0.023	0.023	0.005
10	0.17515103	0.10708794	32.735	1.651	0.936	0.024	0.024	0.005
11	0.17513055	0.10616839	32.786	1.599	0.938	0.023	0.023	0.004
12	0.17484119	0.10685604	32.698	1.655	0.935	0.024	0.024	0.005
13	0.17516284	0.10596498	32.751	1.640	0.936	0.024	0.023	0.005
14	0.17502531	0.10686135	32.684	1.601	0.936	0.023	0.024	0.005
15	0.17482786	0.10669783	32.640	1.567	0.935	0.023	0.024	0.004
16	0.17464766	0.10734136	32.769	1.630	0.937	0.023	0.023	0.005
17	0.17475363	0.10776422	32.743	1.584	0.937	0.023	0.023	0.004
18	0.17453778	0.10649253	32.725	1.566	0.937	0.023	0.023	0.004
19	0.17487795	0.10599206	32.720	1.578	0.937	0.023	0.024	0.004
20	0.17457276	0.10744939	32.669	1.582	0.936	0.023	0.024	0.005
21	0.17454303	0.10652455	32.707	1.628	0.936	0.024	0.024	0.005
22	0.17460529	0.10625773	32.752	1.592	0.937	0.023	0.023	0.004
23	0.17478193	0.10625672	32.677	1.618	0.935	0.024	0.024	0.005
24	0.17445495	0.10758017	32.695	1.592	0.936	0.023	0.024	0.005
25	0.17445527	0.10683471	32.714	1.649	0.935	0.024	0.024	0.005
26	0.17431430	0.10711300	32.579	1.595	0.934	0.024	0.024	0.005
27	0.17463030	0.10711979	32.745	1.638	0.937	0.024	0.023	0.005
28	0.17464630	0.10762682	32.723	1.632	0.935	0.024	0.024	0.005
29	0.17456962	0.10710442	32.663	1.573	0.936	0.023	0.024	0.004
30	0.17459409	0.10682342	32.682	1.543	0.937	0.023	0.024	0.004
31	0.17455473	0.10644497	32.731	1.609	0.936	0.023	0.024	0.005
32	0.17428924	0.10670917	32.618	1.586	0.935	0.024	0.024	0.005
33	0.17445192	0.10660027	32.744	1.588	0.937	0.023	0.023	0.004
34	0.17451197	0.10695191	32.666	1.599	0.936	0.024	0.024	0.005
35	0.17451708	0.10705232	32.610	1.539	0.935	0.023	0.024	0.004
36	0.17458812	0.10653422	32.703	1.620	0.935	0.024	0.024	0.005
37	0.17436378	0.10699266	32.725	1.543	0.937	0.023	0.023	0.004
38	0.17428686	0.10698462	32.635	1.594	0.935	0.024	0.024	0.005
39	0.17427604	0.10711877	32.658	1.582	0.936	0.023	0.024	0.005
40	0.17429020	0.10812714	32.639	1.530	0.936	0.023	0.024	0.004
41	0.17451193	0.10636376	32.660	1.531	0.936	0.023	0.024	0.004
42	0.17452015	0.10651134	32.712	1.553	0.937	0.022	0.024	0.004
43	0.17484846	0.10714551	32.604	1.574	0.935	0.024	0.024	0.005
44	0.17447885	0.10720058	32.611	1.541	0.936	0.023	0.024	0.004
45	0.17430001	0.10711983	32.662	1.549	0.936	0.023	0.024	0.004
46	0.17426136	0.10714259	32.721	1.597	0.936	0.023	0.024	0.005
47	0.17446487	0.10791771	32.665	1.574	0.936	0.023	0.024	0.004
48	0.17409839	0.10677702	32.661	1.553	0.936	0.023	0.024	0.004
49	0.17444823	0.10664274	32.676	1.532	0.937	0.022	0.024	0.004
50	0.17412191	0.10727297	32.644	1.548	0.936	0.023	0.024	0.004
51	0.17438537	0.10638585	32.657	1.502	0.937	0.022	0.024	0.004
52	0.17431691	0.10733825	32.649	1.560	0.936	0.023	0.024	0.004
53	0.17437482	0.10691422	32.639	1.509	0.937	0.022	0.024	0.004
54	0.17442325	0.10669121	32.670	1.513	0.937	0.022	0.024	0.004
55	0.17429794	0.10689222	32.736	1.573	0.937	0.023	0.023	0.004
56	0.17426008	0.10650600	32.707	1.565	0.937	0.023	0.024	0.004
57	0.17414183	0.10619313	32.724	1.558	0.937	0.022	0.023	0.004
58	0.17439354	0.10682791	32.695	1.541	0.937	0.023	0.024	0.004
59	0.17426588	0.10727109	32.630	1.530	0.936	0.023	0.024	0.004
60	0.17442103	0.10672609	32.649	1.544	0.936	0.023	0.024	0.004
61	0.17416906	0.10681206	32.648	1.536	0.936	0.023	0.024	0.004
62	0.17406220	0.10756378	32.606	1.522	0.936	0.023	0.024	0.004
63	0.17445270	0.10664078	32.671	1.581	0.936	0.023	0.024	0.005
64	0.17418969	0.10702649	32.678	1.547	0.937	0.023	0.024	0.004
65	0.17429909	0.10649301	32.681	1.542	0.937	0.023	0.024	0.004
66	0.17411366	0.10687722	32.632	1.510	0.937	0.022	0.024	0.004
67	0.17408420	0.10713624	32.661	1.549	0.936	0.023	0.024	0.004
68	0.17410340	0.10682689	32.696	1.545	0.937	0.023	0.024	0.004
69	0.17412336	0.10726442	32.640	1.545	0.936	0.023	0.024	0.004
70	0.17447018	0.10710379	32.576	1.462	0.937	0.022	0.024	0.004
71	0.17406708	0.10765853	32.578	1.516	0.936	0.023	0.024	0.004
72	0.17435482	0.10659723	32.637	1.533	0.936	0.023	0.024	0.004
73	0.17392839	0.10617183	32.735	1.550	0.938	0.022	0.023	0.004
74	0.17441545	0.10687371	32.686	1.526	0.937	0.022	0.024	0.004
75	0.17417503	0.10683442	32.649	1.507	0.937	0.022	0.024	0.004
76	0.17431610	0.10673490	32.705	1.544	0.937	0.022	0.024	0.004
77	0.17433663	0.10671001	32.648	1.516	0.937	0.022	0.024	0.004
78	0.17426025	0.10709508	32.652	1.534	0.936	0.023	0.024	0.004
79	0.17402900	0.10688977	32.680	1.542	0.937	0.023	0.024	0.004
80	0.17449184	0.10693189	32.689	1.550	0.937	0.023	0.024	0.004
81	0.17405530	0.10628705	32.711	1.544	0.937	0.023	0.024	0.004
82	0.17425787	0.10703946	32.616	1.551	0.935	0.023	0.024	0.004
83	0.17397853	0.10714737	32.676	1.509	0.937	0.022	0.024	0.004
84	0.17429734	0.10693221	32.650	1.517	0.937	0.022	0.024	0.004
85	0.17421346	0.10708082	32.618	1.513	0.937	0.023	0.024	0.004
86	0.17436217	0.10726189	32.625	1.492	0.937	0.022	0.024	0.004
87	0.17403358	0.10667247	32.706	1.554	0.937	0.023	0.024	0.004
88	0.17404213	0.10672451	32.682	1.523	0.937	0.022	0.024	0.004
89	0.17403741	0.10719700	32.660	1.518	0.937	0.023	0.024	0.004
90	0.17413630	0.10702734	32.679	1.542	0.937	0.023	0.024	0.004
91	0.17423777	0.10707332	32.606	1.521	0.936	0.023	0.024	0.004
92	0.17418260	0.10743657	32.588	1.510	0.936	0.023	0.024	0.004
93	0.17402803	0.10720094	32.629	1.509	0.936	0.023	0.024	0.004
94	0.17412692	0.10700220	32.617	1.518	0.936	0.023	0.024	0.004
95	0.17413718	0.10693654	32.655	1.517	0.937	0.022	0.024	0.004
96	0.17396305	0.10689772	32.680	1.545	0.937	0.023	0.024	0.004
97	0.17386488	0.10666345	32.667	1.537	0.937	0.023	0.024	0.004
98	0.17408475	0.10688480	32.674	1.552	0.936	0.023	0.024	0.004
99	0.17417767	0.10706481	32.658	1.539	0.936	0.023	0.024	0.004
100	0.17434167	0.10692124	32.670	1.518	0.937	0.023	0.024	0.004
101	0.17419969	0.10690939	32.642	1.514	0.937	0.023	0.024	0.004
102	0.17423074	0.10702152	32.644	1.528	0.936	0.023	0.024	0.004
103	0.17398585	0.10647538	32.691	1.538	0.937	0.022	0.024	0.004
104	0.17418462	0.10691881	32.650	1.541	0.936	0.023	0.024	0.004
105	0.17414080	0.10705560	32.651	1.523	0.937	0.023	0.024	0.004
106	0.17421199	0.10723796	32.590	1.493	0.936	0.023	0.024	0.004
107	0.17404139	0.10671525	32.680	1.528	0.937	0.022	0.024	0.004
