Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.06708372	0.71744750	24.303	1.533	0.647	0.057	0.062	0.011
2	0.06640957	0.75369421	23.224	1.768	0.600	0.086	0.070	0.014
3	0.06631753	0.73749061	23.574	1.628	0.614	0.075	0.067	0.012
4	0.06626837	0.74152912	23.616	1.600	0.616	0.074	0.067	0.012
5	0.06627321	0.75925478	23.622	1.639	0.617	0.075	0.067	0.012
6	0.06624970	0.73536087	23.425	1.707	0.604	0.081	0.069	0.013
7	0.06625449	0.74949866	23.276	1.775	0.601	0.085	0.070	0.013
8	0.06623228	0.74103854	23.399	1.760	0.604	0.082	0.069	0.013
9	0.06620777	0.74103949	23.649	1.635	0.616	0.073	0.067	0.012
10	0.06620439	0.72309930	23.846	1.531	0.626	0.067	0.065	0.011
11	0.06617421	0.75582437	23.454	1.690	0.609	0.079	0.068	0.013
12	0.06617091	0.75085391	23.455	1.697	0.609	0.079	0.068	0.013
13	0.06614890	0.72933431	23.723	1.605	0.619	0.071	0.066	0.012
14	0.06617366	0.73766365	23.632	1.634	0.614	0.074	0.067	0.012
15	0.06616026	0.72818484	23.732	1.571	0.622	0.070	0.066	0.011
16	0.06615125	0.75148334	23.370	1.764	0.606	0.082	0.069	0.013
17	0.06613195	0.74282309	23.460	1.677	0.610	0.079	0.068	0.012
18	0.06612243	0.72193908	23.809	1.591	0.623	0.069	0.066	0.011
19	0.06612622	0.71960098	23.638	1.633	0.617	0.074	0.067	0.012
20	0.06612425	0.72584213	23.897	1.516	0.629	0.066	0.065	0.011
21	0.06611041	0.74518220	23.508	1.679	0.611	0.078	0.068	0.012
22	0.06611203	0.74206647	23.394	1.696	0.607	0.081	0.069	0.013
23	0.06610040	0.73504623	23.663	1.613	0.617	0.073	0.067	0.012
24	0.06610035	0.75415026	23.320	1.746	0.604	0.083	0.070	0.013
25	0.06610512	0.73036249	23.730	1.593	0.620	0.071	0.066	0.012
26	0.06610749	0.72305197	23.696	1.608	0.618	0.072	0.066	0.012
27	0.06610508	0.73677684	23.676	1.619	0.618	0.073	0.067	0.012
28	0.06609411	0.74778514	23.325	1.754	0.604	0.083	0.070	0.013
29	0.06606542	0.74638295	23.532	1.672	0.612	0.077	0.068	0.012
30	0.06608795	0.76613044	23.473	1.708	0.609	0.079	0.068	0.013
31	0.06607001	0.74341461	23.457	1.680	0.610	0.078	0.068	0.013
32	0.06606749	0.73652398	23.572	1.665	0.613	0.076	0.067	0.012
33	0.06606854	0.72535427	23.691	1.619	0.618	0.073	0.066	0.012
34	0.06605677	0.73837605	23.538	1.649	0.612	0.076	0.068	0.012
35	0.06606238	0.73405603	23.690	1.643	0.618	0.073	0.067	0.012
36	0.06606138	0.74538254	23.437	1.695	0.608	0.080	0.069	0.013
37	0.06606217	0.73944782	23.592	1.656	0.614	0.075	0.067	0.012
38	0.06605405	0.73230850	23.637	1.648	0.616	0.074	0.067	0.012
39	0.06606780	0.74739838	23.553	1.671	0.613	0.076	0.068	0.012
40	0.06604062	0.73933665	23.534	1.666	0.612	0.077	0.068	0.012
41	0.06605647	0.73348242	23.626	1.632	0.616	0.074	0.067	0.012
42	0.06605309	0.73926594	23.496	1.675	0.611	0.078	0.068	0.012
43	0.06607147	0.73955033	23.689	1.628	0.618	0.073	0.067	0.012
44	0.06602295	0.75265348	23.417	1.714	0.607	0.080	0.069	0.013
45	0.06604585	0.74481624	23.658	1.625	0.617	0.074	0.067	0.012
46	0.06605451	0.73807233	23.634	1.643	0.615	0.074	0.067	0.012
47	0.06602862	0.74709726	23.521	1.660	0.612	0.076	0.068	0.012
48	0.06604302	0.74370177	23.471	1.711	0.609	0.079	0.068	0.013
49	0.06602779	0.73810096	23.659	1.632	0.617	0.073	0.067	0.012
50	0.06603975	0.73368593	23.651	1.621	0.617	0.073	0.067	0.012
51	0.06603502	0.74759128	23.568	1.667	0.613	0.076	0.067	0.012
52	0.06602094	0.73814655	23.419	1.744	0.607	0.081	0.069	0.013
53	0.06601483	0.73376185	23.619	1.628	0.616	0.074	0.067	0.012
54	0.06602228	0.73397719	23.566	1.671	0.612	0.077	0.068	0.012
