ImageName, PSNR, SSIM, MSE
phantomFrame000,31.3952,0.7451,13.471558
phantomFrame001,33.2111,0.9084,12.496643
phantomFrame002,33.6725,0.9805,10.930176
phantomFrame003,34.2980,0.9807,8.451660
phantomFrame004,35.1886,0.9785,6.610779
phantomFrame005,35.8648,0.9768,5.693848
phantomFrame006,36.1985,0.9682,6.306824
phantomFrame007,36.1738,0.9629,6.349121
phantomFrame008,35.4812,0.9542,6.437317
phantomFrame009,36.0241,0.9599,6.711914
phantomFrame010,36.8701,0.9571,6.727417
phantomFrame011,36.5039,0.9574,6.903564
phantomFrame012,36.3611,0.9564,6.592834
phantomFrame013,35.6086,0.9609,6.842773
phantomFrame014,36.6845,0.9733,6.014160
phantomFrame015,36.2470,0.9609,6.430420
phantomFrame016,35.9068,0.9681,7.094177
phantomFrame017,36.9300,0.9728,6.122375
phantomFrame018,36.2521,0.9681,6.724915
phantomFrame019,36.0999,0.9650,6.352661
phantomFrame020,36.7259,0.9756,6.288147
phantomFrame021,36.9059,0.9705,6.320801
phantomFrame022,36.0658,0.9718,6.244263
phantomFrame023,36.3040,0.9747,5.932434
phantomFrame024,36.4356,0.9754,6.337158
phantomFrame025,36.1137,0.9725,6.130188
phantomFrame026,36.3137,0.9728,6.476624
phantomFrame027,35.0696,0.9656,6.923401
phantomFrame028,36.0878,0.9743,6.912903
phantomFrame029,35.1981,0.9692,7.223999
phantomFrame030,35.9027,0.9769,6.797180
phantomFrame031,34.8509,0.9717,7.062195
phantomFrame032,35.3860,0.9716,6.985657
phantomFrame033,36.7452,0.9770,6.289307
phantomFrame034,35.3160,0.9674,7.135498
phantomFrame035,35.7864,0.9710,6.750793
phantomFrame036,35.3000,0.9704,6.893188
phantomFrame037,36.6767,0.9772,6.367432
phantomFrame038,36.0426,0.9760,6.408447
phantomFrame039,35.7552,0.9727,6.999268
phantomFrame040,36.0839,0.9768,7.114807
phantomFrame041,36.1374,0.9784,6.887268
phantomFrame042,35.4430,0.9722,6.724731
phantomFrame043,35.5414,0.9744,7.605652
phantomFrame044,35.0070,0.9710,7.217163
phantomFrame045,35.8945,0.9746,6.985046
phantomFrame046,36.0182,0.9762,7.030701
phantomFrame047,35.3534,0.9735,7.502625
phantomFrame048,35.0748,0.9721,7.196106
phantomFrame049,34.8284,0.9716,8.219604
phantomFrame050,35.5180,0.9729,7.563171
phantomFrame051,35.6858,0.9738,7.699585
phantomFrame052,35.7571,0.9747,7.507446
phantomFrame053,35.2561,0.9718,7.744568
phantomFrame054,34.8255,0.9683,7.468201
phantomFrame055,35.2116,0.9719,7.788086
phantomFrame056,35.4495,0.9734,7.540894
phantomFrame057,35.4919,0.9740,7.798218
phantomFrame058,34.9878,0.9714,7.948547
phantomFrame059,35.2165,0.9724,8.218933
phantomFrame060,34.4726,0.9688,8.170837
