Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.72802932	0.79596638	24.397	1.438	0.675	0.038	0.061	0.010
2	0.72581072	0.78076253	24.150	1.445	0.654	0.044	0.063	0.010
3	0.72572384	0.78976112	24.324	1.450	0.665	0.042	0.062	0.010
4	0.72564096	0.76672051	24.349	1.456	0.669	0.040	0.061	0.010
5	0.72549967	0.78513816	24.290	1.450	0.665	0.041	0.062	0.010
6	0.72550721	0.80380312	24.428	1.443	0.676	0.038	0.061	0.010
7	0.72550423	0.79907754	24.190	1.424	0.658	0.043	0.063	0.010
8	0.72543735	0.78721713	24.314	1.440	0.668	0.040	0.062	0.010
9	0.72536071	0.78024585	24.319	1.437	0.665	0.041	0.062	0.010
10	0.72536463	0.78854372	24.126	1.431	0.654	0.043	0.063	0.010
11	0.72522867	0.79733352	24.308	1.424	0.665	0.041	0.062	0.010
12	0.72520794	0.80266780	24.471	1.437	0.678	0.038	0.061	0.010
13	0.72510459	0.78217497	24.502	1.431	0.679	0.038	0.060	0.010
14	0.72509541	0.77335109	24.436	1.438	0.673	0.040	0.061	0.010
15	0.72507388	0.77445870	24.165	1.416	0.655	0.043	0.063	0.010
16	0.72498577	0.78183546	24.378	1.419	0.672	0.039	0.061	0.010
17	0.72494490	0.77179438	24.379	1.417	0.669	0.040	0.061	0.010
18	0.72491511	0.78802365	24.228	1.426	0.660	0.042	0.062	0.010
19	0.72491668	0.79520741	24.444	1.442	0.676	0.039	0.061	0.010
20	0.72490358	0.78481904	24.456	1.433	0.676	0.039	0.061	0.010
21	0.72491626	0.79758064	24.359	1.432	0.668	0.040	0.061	0.010
22	0.72485760	0.78909205	24.191	1.423	0.657	0.043	0.063	0.010
23	0.72487846	0.78894134	24.289	1.430	0.663	0.041	0.062	0.010
24	0.72486611	0.78626615	24.461	1.436	0.677	0.039	0.061	0.010
25	0.72481568	0.78981279	24.424	1.429	0.675	0.038	0.061	0.010
26	0.72480074	0.79935433	24.275	1.413	0.663	0.040	0.062	0.010
27	0.72479099	0.78401007	24.116	1.415	0.652	0.044	0.063	0.010
28	0.72481071	0.77890226	24.318	1.422	0.666	0.040	0.062	0.010
29	0.72477326	0.78263316	24.363	1.418	0.669	0.039	0.061	0.010
30	0.72477397	0.78421143	24.291	1.413	0.664	0.040	0.062	0.010
31	0.72475181	0.77665276	24.436	1.426	0.675	0.039	0.061	0.010
32	0.72472431	0.78866928	24.204	1.423	0.658	0.042	0.062	0.010
33	0.72478849	0.78539458	24.243	1.426	0.662	0.041	0.062	0.010
34	0.72476288	0.78775937	24.408	1.424	0.672	0.039	0.061	0.010
35	0.72474157	0.79222305	24.339	1.431	0.668	0.040	0.062	0.010
