Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.19296972	0.10155769	36.287	1.276	0.976	0.007	0.016	0.002
2	0.18554533	0.09798672	36.937	1.402	0.978	0.007	0.014	0.002
3	0.18504749	0.09838272	36.615	1.489	0.977	0.007	0.015	0.003
4	0.18475357	0.09467640	36.836	1.376	0.978	0.007	0.015	0.002
5	0.18440336	0.11135113	36.677	1.412	0.977	0.008	0.015	0.003
6	0.18434040	0.10468545	36.699	1.560	0.977	0.008	0.015	0.003
7	0.18395185	0.09901627	36.895	1.453	0.978	0.007	0.015	0.003
8	0.18378157	0.09968631	36.976	1.649	0.978	0.008	0.014	0.003
9	0.18365138	0.09532172	36.925	1.644	0.978	0.008	0.015	0.003
10	0.18378259	0.10419129	37.023	1.610	0.978	0.007	0.014	0.003
11	0.18356750	0.09996778	36.880	1.501	0.978	0.007	0.015	0.003
12	0.18353866	0.09923061	36.724	1.718	0.977	0.008	0.015	0.003
13	0.18345947	0.10106022	36.908	1.558	0.978	0.007	0.015	0.003
14	0.18345373	0.11250445	36.869	1.673	0.977	0.008	0.015	0.003
15	0.18325943	0.10145743	36.787	1.709	0.977	0.008	0.015	0.003
16	0.18332088	0.10714448	36.688	1.710	0.977	0.008	0.015	0.003
17	0.18320400	0.10026591	37.104	1.638	0.978	0.008	0.014	0.003
18	0.18322086	0.09963917	36.802	1.686	0.978	0.008	0.015	0.003
19	0.18307968	0.10852760	36.908	1.640	0.978	0.008	0.015	0.003
20	0.18315294	0.10087607	36.652	1.753	0.977	0.008	0.015	0.003
21	0.18312423	0.09816887	37.050	1.600	0.978	0.007	0.014	0.003
22	0.18304382	0.10252753	37.083	1.613	0.978	0.008	0.014	0.003
23	0.18297786	0.09615018	36.834	1.645	0.978	0.008	0.015	0.003
24	0.18286194	0.09533030	36.941	1.639	0.978	0.008	0.014	0.003
25	0.18291321	0.10458110	36.936	1.717	0.978	0.008	0.015	0.003
26	0.18301242	0.10203905	36.816	1.666	0.978	0.008	0.015	0.003
27	0.18291688	0.09624846	36.538	1.741	0.977	0.008	0.015	0.003
28	0.18287054	0.10291162	36.707	1.787	0.977	0.008	0.015	0.003
29	0.18279664	0.10305319	36.784	1.853	0.977	0.008	0.015	0.003
30	0.18271980	0.10114071	37.032	1.773	0.978	0.008	0.014	0.003
31	0.18275483	0.10331969	36.713	1.788	0.977	0.008	0.015	0.003
32	0.18265435	0.10625820	36.640	1.885	0.977	0.009	0.015	0.004
33	0.18280364	0.09920263	36.700	1.779	0.977	0.008	0.015	0.003
34	0.18268559	0.10156032	36.758	1.801	0.977	0.008	0.015	0.003
35	0.18267254	0.10527430	36.972	1.760	0.978	0.008	0.014	0.003
36	0.18266691	0.09869989	36.682	1.866	0.977	0.008	0.015	0.004
37	0.18240538	0.10344534	36.769	1.816	0.977	0.008	0.015	0.003
38	0.18259595	0.10053920	36.720	1.915	0.977	0.009	0.015	0.004
39	0.18249400	0.10637506	36.974	1.893	0.978	0.008	0.015	0.003
40	0.18253914	0.10103572	36.774	1.832	0.977	0.008	0.015	0.003
41	0.18254321	0.09895119	36.905	1.800	0.978	0.008	0.015	0.003
42	0.18253741	0.09920024	36.800	2.012	0.977	0.009	0.015	0.004
43	0.18249832	0.09951163	36.571	1.948	0.976	0.009	0.015	0.004
44	0.18249054	0.09761824	36.805	1.889	0.977	0.009	0.015	0.004
45	0.18235148	0.10282177	36.952	1.815	0.978	0.008	0.015	0.003
46	0.18246312	0.10763156	36.759	1.971	0.977	0.009	0.015	0.004
47	0.18235479	0.10015751	36.925	1.845	0.978	0.008	0.015	0.003
48	0.18232893	0.09697149	37.042	1.801	0.978	0.008	0.014	0.003
49	0.18238396	0.10089427	37.003	1.752	0.978	0.008	0.014	0.003
50	0.18231735	0.10309204	36.908	1.839	0.978	0.008	0.015	0.003
51	0.18232076	0.10156096	36.655	2.152	0.977	0.009	0.015	0.004
52	0.18226075	0.09837231	36.773	1.946	0.977	0.009	0.015	0.004
53	0.18231657	0.10162208	36.806	1.885	0.977	0.008	0.015	0.004
54	0.18228959	0.09980369	36.884	1.955	0.978	0.009	0.015	0.004
55	0.18232454	0.10148751	36.820	1.903	0.978	0.008	0.015	0.004
56	0.18229185	0.10103972	36.674	2.060	0.977	0.009	0.015	0.004
57	0.18223328	0.09754907	36.972	1.869	0.978	0.008	0.015	0.003
58	0.18226815	0.10313953	36.774	2.019	0.977	0.009	0.015	0.004
59	0.18227257	0.10155775	36.784	1.878	0.977	0.008	0.015	0.003
60	0.18222088	0.09783524	36.701	1.888	0.977	0.009	0.015	0.004
61	0.18227571	0.10108200	36.756	1.945	0.977	0.009	0.015	0.004
62	0.18222004	0.09897497	36.876	1.862	0.978	0.008	0.015	0.003
63	0.18219285	0.10092824	36.898	1.920	0.978	0.009	0.015	0.004
64	0.18212172	0.09967178	36.710	1.942	0.977	0.009	0.015	0.004
65	0.18215325	0.10215517	36.710	2.020	0.977	0.009	0.015	0.004
66	0.18225822	0.09643773	36.868	1.905	0.977	0.009	0.015	0.004
67	0.18228384	0.10068664	36.967	1.918	0.978	0.008	0.015	0.004
68	0.18211963	0.10245306	36.897	2.018	0.978	0.009	0.015	0.004
69	0.18217677	0.09700677	36.852	1.962	0.978	0.009	0.015	0.004
70	0.18214232	0.10353602	36.963	1.907	0.978	0.008	0.015	0.004
71	0.18211633	0.09982996	36.966	1.928	0.978	0.009	0.015	0.004
72	0.18205110	0.09944208	36.781	1.974	0.977	0.009	0.015	0.004
