Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.17056452	0.10782563	35.492	1.597	0.969	0.012	0.017	0.003
2	0.15529631	0.09498144	35.587	1.643	0.969	0.012	0.017	0.003
3	0.15202266	0.09346719	35.970	1.949	0.970	0.013	0.016	0.004
4	0.14376092	0.09245811	36.088	2.241	0.970	0.015	0.016	0.005
5	0.14020224	0.08709011	36.293	2.151	0.971	0.013	0.016	0.004
6	0.13802885	0.09497827	36.574	2.107	0.972	0.013	0.015	0.004
7	0.13433967	0.08724096	36.763	2.105	0.973	0.013	0.015	0.004
8	0.13377490	0.08377930	36.728	2.170	0.973	0.013	0.015	0.004
9	0.13249761	0.08811808	36.713	2.180	0.972	0.013	0.015	0.004
10	0.13007764	0.07847723	36.584	2.329	0.972	0.013	0.015	0.004
11	0.13083251	0.07871690	36.725	2.326	0.973	0.013	0.015	0.005
12	0.12882308	0.07697292	36.818	2.446	0.973	0.013	0.015	0.005
13	0.12876640	0.07635659	36.720	2.358	0.973	0.013	0.015	0.005
14	0.12742951	0.07762350	36.846	2.320	0.973	0.013	0.015	0.004
15	0.12779109	0.07294934	36.560	2.471	0.973	0.013	0.016	0.005
16	0.12725197	0.07136995	36.663	2.588	0.972	0.014	0.015	0.006
17	0.12529106	0.07835782	36.693	2.350	0.972	0.013	0.015	0.005
18	0.12672638	0.07148190	36.804	2.434	0.973	0.013	0.015	0.005
19	0.12599813	0.07201474	36.843	2.385	0.973	0.013	0.015	0.005
20	0.12535966	0.07405895	37.134	2.356	0.974	0.013	0.014	0.004
21	0.12357548	0.06875084	37.038	2.498	0.974	0.013	0.015	0.005
22	0.12368225	0.06946248	36.725	2.412	0.972	0.013	0.015	0.005
23	0.12366336	0.07020843	36.593	2.410	0.971	0.014	0.015	0.005
24	0.12257301	0.06993530	37.019	2.346	0.974	0.013	0.015	0.004
25	0.12244972	0.06765400	36.981	2.356	0.974	0.013	0.015	0.004
26	0.12221600	0.06799456	37.112	2.370	0.974	0.013	0.014	0.004
27	0.12225526	0.06802089	37.001	2.334	0.973	0.013	0.015	0.004
28	0.12217731	0.06757760	37.125	2.306	0.974	0.013	0.014	0.004
29	0.12251026	0.06774938	36.966	2.420	0.974	0.013	0.015	0.005
30	0.12169025	0.06679726	36.868	2.257	0.973	0.013	0.015	0.004
31	0.12081438	0.06703880	37.109	2.303	0.974	0.013	0.014	0.004
32	0.12121298	0.06778064	37.158	2.326	0.974	0.013	0.014	0.004
33	0.11971666	0.06781320	36.879	2.254	0.973	0.013	0.015	0.004
34	0.12091039	0.06569779	37.199	2.384	0.975	0.013	0.014	0.004
35	0.11889414	0.06456863	37.252	2.330	0.975	0.013	0.014	0.004
36	0.11853699	0.06649738	37.167	2.324	0.974	0.013	0.014	0.004
37	0.11899695	0.06536741	37.023	2.326	0.973	0.013	0.015	0.004
38	0.11744003	0.06539138	37.234	2.304	0.974	0.013	0.014	0.004
39	0.11874562	0.06758595	37.416	2.303	0.975	0.013	0.014	0.004
40	0.11879842	0.06851387	36.993	2.327	0.973	0.013	0.015	0.004
41	0.11860681	0.06455367	37.161	2.286	0.974	0.013	0.014	0.004
42	0.11796959	0.06821525	37.151	2.291	0.974	0.013	0.014	0.004
43	0.11827982	0.06676704	37.112	2.291	0.974	0.013	0.014	0.004
44	0.11943326	0.06506342	37.347	2.295	0.975	0.013	0.014	0.004
45	0.11760563	0.06559334	37.190	2.208	0.974	0.013	0.014	0.004
46	0.11794651	0.06433150	37.241	2.278	0.974	0.013	0.014	0.004
47	0.11706551	0.06481222	37.350	2.295	0.975	0.013	0.014	0.004
48	0.11724492	0.06512630	37.406	2.307	0.975	0.013	0.014	0.004
49	0.11705553	0.06860903	37.136	2.241	0.974	0.013	0.014	0.004
50	0.11604751	0.06435620	37.320	2.311	0.975	0.013	0.014	0.004
51	0.11706047	0.06340999	37.346	2.295	0.975	0.013	0.014	0.004
52	0.11690334	0.06575977	37.329	2.295	0.975	0.013	0.014	0.004
53	0.11675723	0.06555430	37.342	2.286	0.975	0.013	0.014	0.004
54	0.11556959	0.06615152	37.233	2.264	0.974	0.013	0.014	0.004
55	0.11735543	0.06566968	37.377	2.300	0.975	0.013	0.014	0.004
56	0.11447059	0.06502226	37.399	2.271	0.975	0.013	0.014	0.004
57	0.11758979	0.06605179	37.371	2.256	0.975	0.013	0.014	0.004
58	0.11644494	0.06370683	37.432	2.306	0.975	0.013	0.014	0.004
59	0.11627998	0.06557033	37.307	2.256	0.974	0.013	0.014	0.004
60	0.11607247	0.06584637	37.399	2.281	0.975	0.013	0.014	0.004
61	0.11565017	0.06250587	37.457	2.289	0.975	0.013	0.014	0.004
62	0.11681318	0.06296598	37.468	2.286	0.975	0.013	0.014	0.004
63	0.11785421	0.06386614	37.491	2.272	0.975	0.013	0.014	0.004
64	0.11556810	0.06386073	37.342	2.257	0.975	0.013	0.014	0.004
65	0.11465906	0.06306572	37.518	2.310	0.975	0.013	0.014	0.004
66	0.11615855	0.06385586	37.282	2.210	0.974	0.013	0.014	0.004
67	0.11579403	0.06287546	37.340	2.235	0.975	0.013	0.014	0.004
68	0.11454466	0.06333046	37.407	2.316	0.975	0.013	0.014	0.004
69	0.11604088	0.06460263	37.385	2.243	0.975	0.013	0.014	0.004
70	0.11460065	0.06518645	37.297	2.267	0.974	0.013	0.014	0.004
71	0.11460436	0.06428735	37.223	2.225	0.974	0.013	0.014	0.004
72	0.11589372	0.06429651	37.365	2.260	0.975	0.013	0.014	0.004
73	0.11534467	0.06428637	37.538	2.305	0.975	0.013	0.014	0.004
74	0.11502788	0.06303554	37.396	2.262	0.975	0.013	0.014	0.004
75	0.11483368	0.06466688	37.149	2.197	0.974	0.013	0.014	0.004
76	0.11628124	0.06385318	37.442	2.281	0.975	0.013	0.014	0.004
77	0.11466830	0.06459599	37.420	2.281	0.975	0.013	0.014	0.004
78	0.11453159	0.06270458	37.492	2.279	0.975	0.013	0.014	0.004
79	0.11479324	0.06443435	37.249	2.233	0.974	0.013	0.014	0.004
80	0.11550844	0.06374346	37.490	2.272	0.975	0.013	0.014	0.004
81	0.11436429	0.06338425	37.463	2.265	0.975	0.013	0.014	0.004
82	0.11459175	0.06459118	37.424	2.277	0.975	0.013	0.014	0.004
83	0.11420618	0.06493634	37.360	2.228	0.975	0.013	0.014	0.004
84	0.11477744	0.06364015	37.471	2.285	0.975	0.013	0.014	0.004
85	0.11412738	0.06360443	37.503	2.300	0.975	0.013	0.014	0.004
86	0.11404621	0.06399537	37.478	2.284	0.975	0.013	0.014	0.004
87	0.11257275	0.06384398	37.439	2.279	0.975	0.013	0.014	0.004
88	0.11536640	0.06301225	37.462	2.275	0.975	0.013	0.014	0.004
89	0.11404621	0.06323689	37.429	2.267	0.975	0.013	0.014	0.004
90	0.11352611	0.06337250	37.511	2.274	0.975	0.013	0.014	0.004
91	0.11462844	0.06397409	37.451	2.295	0.975	0.013	0.014	0.004
92	0.11227615	0.06305102	37.463	2.250	0.975	0.013	0.014	0.004
93	0.11362472	0.06529588	37.310	2.264	0.974	0.013	0.014	0.004
94	0.11398245	0.06258060	37.415	2.261	0.975	0.013	0.014	0.004
95	0.11437871	0.06446641	37.431	2.276	0.975	0.013	0.014	0.004
96	0.11365993	0.06211340	37.449	2.274	0.975	0.013	0.014	0.004
97	0.11423168	0.06456774	37.347	2.253	0.974	0.013	0.014	0.004
98	0.11322653	0.06363273	37.418	2.271	0.975	0.013	0.014	0.004
99	0.11318698	0.06414809	37.387	2.266	0.975	0.013	0.014	0.004
100	0.11271521	0.06257117	37.563	2.288	0.975	0.013	0.014	0.004
101	0.11598146	0.06362329	37.432	2.259	0.975	0.013	0.014	0.004
102	0.11421528	0.06386144	37.433	2.273	0.975	0.013	0.014	0.004
103	0.11444410	0.06259893	37.446	2.280	0.975	0.013	0.014	0.004
104	0.11355582	0.06361511	37.385	2.256	0.975	0.013	0.014	0.004
105	0.11248744	0.06346835	37.525	2.288	0.975	0.013	0.014	0.004
106	0.11256093	0.06200159	37.508	2.285	0.975	0.013	0.014	0.004
107	0.11414365	0.06343080	37.310	2.227	0.974	0.013	0.014	0.004
108	0.11306290	0.06185886	37.520	2.299	0.975	0.013	0.014	0.004
109	0.11308802	0.06323696	37.415	2.263	0.975	0.013	0.014	0.004
110	0.11246596	0.06352003	37.536	2.301	0.975	0.013	0.014	0.004
111	0.11343935	0.06321135	37.505	2.270	0.975	0.013	0.014	0.004
112	0.11376211	0.06373116	37.469	2.308	0.975	0.013	0.014	0.004
113	0.11332255	0.06385118	37.425	2.271	0.975	0.013	0.014	0.004
114	0.11359887	0.06325754	37.441	2.259	0.975	0.013	0.014	0.004
115	0.11365069	0.06419870	37.430	2.280	0.975	0.013	0.014	0.004
116	0.11361745	0.06336399	37.479	2.272	0.975	0.013	0.014	0.004
117	0.11200904	0.06487458	37.440	2.260	0.975	0.013	0.014	0.004
118	0.11405903	0.06383296	37.455	2.261	0.975	0.013	0.014	0.004
