Scan,Image_name, PSNR, SSIM, MSE
12,0,21.1757,0.5720,112.411621
12,1,20.2431,0.6179,111.413818
12,2,18.3883,0.5232,113.313477
12,3,19.2402,0.6452,106.505371
12,4,19.2392,0.5199,110.876709
12,5,19.3408,0.5473,113.212646
12,6,19.5764,0.5028,107.065430
12,7,19.1738,0.5225,107.496338
12,8,20.0699,0.6539,105.622803
12,9,19.4582,0.5458,114.586914
12,10,19.1398,0.5109,112.616699
12,11,19.1216,0.5256,114.199951
12,12,20.6969,0.6353,104.474609
12,13,19.6287,0.5571,113.097656
12,14,19.0290,0.5352,114.103760
12,15,20.7985,0.5004,104.795654
12,16,20.0645,0.5809,105.041992
12,17,19.6612,0.5672,105.827881
12,18,17.1282,0.4539,118.936768
12,19,19.7237,0.6325,105.840332
12,20,20.9314,0.4887,106.608643
12,21,15.4886,0.3777,130.212891
12,22,18.2448,0.5144,111.717529
12,23,19.9546,0.4954,108.394775
12,24,16.8882,0.4170,123.766113
12,25,20.5623,0.6184,108.526123
12,26,16.1434,0.4353,120.357666
12,27,19.1017,0.6629,113.473145
12,28,21.0408,0.5486,103.873535
12,29,17.2105,0.4301,120.336670
12,30,19.8267,0.5376,103.788330
12,31,18.2033,0.5347,109.948486
12,32,20.7081,0.4831,103.486816
12,33,21.4190,0.5857,107.382080
12,34,18.6263,0.6089,109.554199
12,35,20.3008,0.6077,102.430420
12,36,20.3842,0.5215,103.879395
12,37,19.7313,0.5603,113.377930
12,38,19.8264,0.5542,110.016602
12,39,18.9537,0.5107,113.710449
12,40,18.4670,0.5389,109.831543
12,41,19.4372,0.5312,109.779297
12,42,19.6184,0.5160,108.095459
12,43,19.8396,0.5654,116.281738
12,44,21.6412,0.5723,112.616699
12,45,19.3644,0.5433,112.114014
12,46,18.5031,0.5402,112.918213
12,47,17.0820,0.3053,112.216064
12,48,19.1090,0.5107,108.077393
12,49,19.5216,0.5318,110.853027
12,50,17.0578,0.4522,120.758789
12,51,19.6759,0.5364,110.886719
12,52,17.4794,0.4463,117.336914
12,53,20.1011,0.5842,107.723389
