ImageName, PSNR, SSIM, MSE
02_patch02_29_001,27.2846,0.5197,65.824219
02_patch02_30_000,26.3458,0.5118,71.146729
02_patch02_30_001,26.3165,0.4803,73.043213
02_patch02_30_002,27.4729,0.5579,64.543213
02_patch02_31_000,26.1181,0.4888,73.328857
02_patch02_31_001,26.1966,0.4662,75.418701
02_patch02_31_002,28.0825,0.5677,60.931885
02_patch02_31_003,27.4454,0.5286,64.783447
02_patch02_31_004,26.2135,0.5183,71.436279
02_patch02_31_005,27.3608,0.5541,60.897949
02_patch02_31_006,27.0115,0.5389,67.774414
02_patch02_31_007,27.0028,0.5326,67.284424
02_patch02_32_000,27.5124,0.5280,60.991455
02_patch02_32_001,26.0831,0.4894,73.116455
02_patch02_32_002,26.3409,0.4939,72.754395
02_patch02_32_003,27.5226,0.5624,61.969727
02_patch02_32_004,26.1493,0.5185,64.879883
02_patch02_32_005,25.3831,0.4843,77.892334
02_patch02_32_006,26.4648,0.4979,66.571533
02_patch02_32_007,25.9444,0.4800,74.065186
02_patch02_32_008,26.1219,0.4835,73.563232
02_patch02_32_009,27.1307,0.5347,64.395752
02_patch02_32_010,26.7210,0.5226,67.226318
02_patch02_32_011,25.7710,0.4862,67.491455
02_patch02_33_000,27.0290,0.5209,64.939697
02_patch02_33_001,25.9283,0.5035,72.178711
02_patch02_33_002,26.8860,0.5042,62.942383
02_patch02_33_003,26.2932,0.5083,69.923340
02_patch02_33_004,27.1283,0.5458,63.588867
02_patch02_33_005,27.0682,0.5409,62.094727
02_patch02_33_006,26.0995,0.4941,69.449951
02_patch02_33_007,25.6457,0.4502,68.094971
02_patch02_33_008,25.4983,0.4761,74.712158
02_patch02_33_009,26.0823,0.4847,71.145508
02_patch02_33_010,25.6195,0.4668,77.478760
02_patch02_33_011,26.1062,0.4828,73.763428
02_patch02_33_012,27.3161,0.5208,60.885498
02_patch02_33_013,27.2734,0.5148,66.826172
02_patch02_33_014,26.6062,0.5189,66.931396
02_patch02_33_015,25.9899,0.4953,72.090088
02_patch02_33_016,25.5889,0.4675,70.362793
02_patch02_34_000,26.9352,0.5209,63.318115
02_patch02_34_001,26.1938,0.5225,69.707764
02_patch02_34_002,26.4668,0.4791,63.815674
02_patch02_34_003,26.3499,0.5149,68.068604
02_patch02_34_004,26.9113,0.5275,61.107178
02_patch02_34_005,26.3449,0.4993,66.241211
02_patch02_34_006,25.7111,0.4653,72.758789
02_patch02_34_007,25.2174,0.4169,70.212402
02_patch02_34_008,25.3441,0.4549,77.149170
02_patch02_34_009,25.8240,0.4678,72.464844
02_patch02_34_010,25.7331,0.4681,75.626221
02_patch02_34_011,25.9061,0.4809,74.656982
02_patch02_34_012,26.5633,0.4837,64.216553
02_patch02_34_013,26.9093,0.5179,67.854492
02_patch02_34_014,25.9131,0.4841,70.135254
02_patch02_34_015,25.3732,0.4764,74.133057
02_patch02_34_016,25.6819,0.4939,70.875000
02_patch02_34_017,24.8265,0.4476,69.572998
02_patch02_35_000,26.3960,0.4966,65.289062
02_patch02_35_001,26.1034,0.5281,64.367188
02_patch02_35_002,25.5029,0.4559,69.642334
02_patch02_35_003,26.2884,0.5104,63.714600
02_patch02_35_004,26.5122,0.5263,62.853271
02_patch02_35_005,26.1446,0.4961,67.548584
02_patch02_35_006,26.0970,0.4967,72.915527
02_patch02_35_007,25.0180,0.4228,71.462891
02_patch02_35_008,25.3709,0.4725,76.671631
02_patch02_35_009,25.4684,0.4655,67.727539
02_patch02_35_010,25.7936,0.4759,69.535400
02_patch02_35_011,25.3323,0.4751,72.916748
02_patch02_35_012,25.1013,0.4487,70.447754
02_patch02_35_013,26.1119,0.5226,67.679932
02_patch02_35_014,24.9173,0.4436,72.082031
02_patch02_35_015,24.6402,0.4416,75.075439
02_patch02_35_016,24.0641,0.3601,73.328369
02_patch02_35_017,24.5648,0.4485,73.985596
02_patch02_35_018,24.3488,0.4105,70.516602
02_patch02_36_000,25.6984,0.4720,66.331055
02_patch02_36_001,25.8877,0.5201,62.614502
02_patch02_36_002,25.1126,0.4303,71.053711
02_patch02_36_003,26.1176,0.4872,67.534912
02_patch02_36_004,26.9074,0.5426,64.414062
02_patch02_36_005,26.4189,0.5085,66.316650
02_patch02_36_006,25.8047,0.5040,70.286865
02_patch02_36_007,24.4290,0.4205,74.334961
02_patch02_36_008,25.3927,0.4882,72.662842
02_patch02_36_009,25.3576,0.4634,69.185303
02_patch02_36_010,25.7845,0.4758,67.393555
02_patch02_36_011,25.0950,0.3928,69.366211
02_patch02_36_012,25.5364,0.4807,69.235840
02_patch02_36_013,25.2520,0.4346,67.534668
02_patch02_36_014,25.1047,0.4593,71.164551
02_patch02_36_015,24.5649,0.4479,76.110352
02_patch02_36_016,23.5320,0.3494,74.883301
02_patch02_36_017,24.0596,0.4445,75.464600
02_patch02_36_018,23.1695,0.3733,72.801025
02_patch02_37_000,25.6888,0.4518,65.033447
02_patch02_37_001,26.2302,0.5356,60.779785
02_patch02_37_002,25.7384,0.4516,67.226562
02_patch02_37_003,26.1553,0.5070,68.848877
02_patch02_37_004,26.4214,0.5132,64.356201
02_patch02_37_005,25.8322,0.4844,67.833984
02_patch02_37_006,24.6862,0.4656,71.036865
02_patch02_37_007,24.0033,0.3795,71.736816
02_patch02_37_008,24.6341,0.4814,70.763428
02_patch02_37_009,24.9017,0.4353,69.583008
02_patch02_37_010,24.6239,0.4648,67.540527
02_patch02_37_011,23.7724,0.3480,71.925293
02_patch02_37_012,24.8551,0.4263,69.354004
02_patch02_37_013,26.0787,0.5001,69.214355
02_patch02_37_014,24.8609,0.4560,76.131592
02_patch02_37_015,23.5318,0.3415,74.959229
02_patch02_37_016,23.8118,0.4271,77.456543
02_patch02_37_017,23.0072,0.3301,75.296875
02_patch02_38_000,25.7671,0.4633,67.396240
02_patch02_38_001,26.3745,0.5467,61.152588
02_patch02_38_002,25.5759,0.4500,66.653320
02_patch02_38_003,25.7399,0.4858,67.728027
02_patch02_38_004,25.7802,0.4967,65.752441
02_patch02_38_005,25.1585,0.4631,68.509033
02_patch02_38_006,24.7802,0.4874,70.052734
02_patch02_38_007,23.9837,0.3845,73.341309
02_patch02_38_008,24.2909,0.4202,70.910645
02_patch02_38_009,24.6551,0.4816,64.187744
02_patch02_38_010,23.9397,0.3697,68.548584
02_patch02_38_011,24.9288,0.4204,67.087158
02_patch02_38_012,26.0330,0.4999,68.100342
02_patch02_38_013,24.5115,0.4668,75.542969
02_patch02_38_014,23.4375,0.3421,71.668457
02_patch02_38_015,23.5845,0.4183,75.609131
02_patch02_38_016,22.5428,0.3122,77.449707
02_patch02_39_000,25.5360,0.4561,68.441406
02_patch02_39_001,25.7393,0.4911,62.691650
02_patch02_39_002,24.4153,0.3983,68.885986
02_patch02_39_003,24.2993,0.4312,67.754883
02_patch02_39_004,25.4071,0.4893,64.104004
02_patch02_39_005,25.5525,0.4558,64.437744
02_patch02_39_006,25.4693,0.4854,65.691406
02_patch02_39_007,24.2580,0.3834,72.500977
02_patch02_39_008,24.1207,0.4048,69.522949
02_patch02_39_009,24.4292,0.3806,71.447510
02_patch02_39_010,24.3420,0.3956,70.141113
02_patch02_39_011,25.0398,0.4458,67.626465
02_patch02_39_012,24.2358,0.4325,73.690674
02_patch02_39_013,23.3778,0.4066,75.804688
02_patch02_39_014,21.9066,0.2970,76.014160
02_patch02_40_000,25.3041,0.4465,67.594482
02_patch02_40_001,25.3379,0.4840,65.109619
02_patch02_40_002,23.9003,0.3812,73.006104
02_patch02_40_003,23.8465,0.4221,68.684326
02_patch02_40_004,25.9162,0.4969,64.766602
02_patch02_40_005,24.6903,0.4651,66.325928
02_patch02_40_006,23.8439,0.3521,74.655273
02_patch02_40_007,24.5238,0.3970,69.457520
02_patch02_40_008,25.4633,0.4971,63.759033
02_patch02_40_009,24.1679,0.3671,69.614014
02_patch02_40_010,23.5705,0.3608,72.717529
02_patch02_40_011,23.5423,0.3935,76.704346
02_patch02_40_012,24.0761,0.4114,71.812988
02_patch02_40_013,24.0969,0.4515,75.470947
02_patch02_40_014,23.5897,0.4127,79.954590
02_patch02_40_015,22.2709,0.3057,76.592041
02_patch02_40_016,22.1980,0.3286,78.366943
02_patch02_41_000,25.2086,0.4401,67.859131
02_patch02_41_001,25.3755,0.4736,67.595459
02_patch02_41_002,24.2031,0.3961,70.668457
02_patch02_41_003,24.7336,0.4524,66.508301
02_patch02_41_004,25.6770,0.4881,64.635010
02_patch02_41_005,24.0448,0.4453,67.838135
02_patch02_41_006,23.0357,0.3381,74.919678
02_patch02_41_007,23.4332,0.4074,73.272949
02_patch02_41_008,24.4964,0.4164,69.909668
02_patch02_41_009,25.1187,0.4813,66.459473
02_patch02_41_010,23.7640,0.4805,72.075439
02_patch02_41_011,23.4096,0.3763,69.379395
02_patch02_41_012,23.2835,0.4149,75.427002
02_patch02_41_013,23.7414,0.4018,69.502441
02_patch02_41_014,23.2158,0.4000,73.039795
02_patch02_41_015,22.6206,0.3440,80.776611
02_patch02_41_016,23.2616,0.3354,74.786377
02_patch02_41_017,22.8859,0.3383,79.885986
02_patch02_42_000,25.1452,0.4287,71.429199
02_patch02_42_001,25.0600,0.4603,70.432129
02_patch02_42_002,25.1811,0.4628,66.601562
02_patch02_42_003,25.6927,0.4845,63.313232
02_patch02_42_004,25.2748,0.4674,67.706299
02_patch02_42_005,23.7971,0.3590,72.685791
02_patch02_42_006,24.5624,0.4176,68.989014
02_patch02_42_007,24.2747,0.4258,69.753906
02_patch02_42_008,23.5358,0.4282,78.947021
02_patch02_42_009,24.0426,0.3891,70.652344
02_patch02_42_010,23.9397,0.4193,79.740967
02_patch02_42_011,23.6028,0.3846,70.289307
02_patch02_42_012,22.0663,0.3562,72.814209
02_patch02_42_013,21.5769,0.3365,80.071533
02_patch02_42_014,22.7791,0.3294,73.030273
02_patch02_42_015,22.5656,0.3480,81.682617
02_patch02_43_000,23.9237,0.3852,73.016846
02_patch02_43_001,23.6237,0.4125,76.109863
02_patch02_43_002,26.1295,0.4557,62.285645
02_patch02_43_003,25.1016,0.4862,69.120850
02_patch02_43_004,25.0218,0.4416,65.660645
02_patch02_43_005,24.7331,0.4381,67.599854
02_patch02_43_006,24.7763,0.4531,67.494629
02_patch02_43_007,24.3857,0.3942,71.244141
02_patch02_43_008,24.3923,0.4580,72.574219
02_patch02_43_009,25.1345,0.4691,64.232422
02_patch02_43_010,24.3085,0.4446,68.056396
02_patch02_43_011,23.1230,0.3945,80.357666
02_patch02_43_012,23.6129,0.3773,73.565674
02_patch02_43_013,23.0877,0.3908,85.505859
02_patch02_43_014,23.1792,0.3836,72.039307
02_patch02_43_015,24.3860,0.5020,75.604736
02_patch02_43_016,22.1183,0.3704,70.066895
02_patch02_43_017,21.8893,0.3520,78.563232
02_patch02_43_018,22.2170,0.3273,73.913086
02_patch02_43_019,22.0501,0.3287,86.014404
02_patch02_44_000,23.6476,0.3627,74.752686
02_patch02_44_001,22.7685,0.3600,80.675049
02_patch02_44_002,24.9029,0.4503,68.399170
02_patch02_44_003,23.4754,0.4247,74.669678
02_patch02_44_004,24.4788,0.4398,66.972412
02_patch02_44_005,24.3059,0.4466,65.012695
02_patch02_44_006,24.6041,0.4126,66.316406
02_patch02_44_007,23.8284,0.4165,71.302734
02_patch02_44_008,24.1956,0.3868,71.216553
02_patch02_44_009,23.7882,0.4215,78.555664
02_patch02_44_010,24.5945,0.4519,64.437988
02_patch02_44_011,24.3692,0.4564,71.270508
02_patch02_44_012,24.3730,0.4357,68.065186
02_patch02_44_013,23.1715,0.3666,80.215332
02_patch02_44_014,23.2091,0.3405,75.079346
02_patch02_44_015,22.6047,0.3539,83.515137
02_patch02_44_016,23.0507,0.3609,76.492920
02_patch02_44_017,23.5970,0.4400,79.667480
02_patch02_44_018,22.9408,0.3884,73.366455
02_patch02_44_019,22.8583,0.3874,81.891846
02_patch02_44_020,22.2052,0.3119,74.843262
02_patch02_44_021,21.8190,0.3370,88.056641
02_patch02_45_000,24.0097,0.3820,72.914307
02_patch02_45_001,22.7208,0.3375,83.849854
02_patch02_45_002,23.9788,0.3955,68.260986
02_patch02_45_003,22.8694,0.3700,80.344727
02_patch02_45_004,24.5002,0.4435,66.770264
02_patch02_45_005,25.0162,0.4669,66.548096
02_patch02_45_006,24.5649,0.4209,69.421387
02_patch02_45_007,23.8568,0.4024,74.171143
02_patch02_45_008,24.3076,0.3854,70.482178
02_patch02_45_009,23.8849,0.4058,82.633545
02_patch02_45_010,24.1864,0.4253,66.867920
02_patch02_45_011,24.1395,0.4306,74.438232
02_patch02_45_012,23.9788,0.4295,68.510010
02_patch02_45_013,23.4277,0.3798,77.208252
