Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.55423443	0.15920978	27.621	1.639	0.858	0.029	0.042	0.008
2	0.49602981	0.10479695	30.888	1.660	0.939	0.010	0.029	0.006
3	0.49118438	0.08922769	31.018	1.548	0.954	0.011	0.029	0.005
4	0.49834041	0.11831214	32.114	1.703	0.944	0.011	0.025	0.005
5	0.48895440	0.08254755	32.378	2.089	0.965	0.009	0.025	0.006
6	0.48763300	0.07617458	31.995	2.208	0.967	0.010	0.026	0.007
7	0.48697766	0.07119934	32.940	2.178	0.966	0.009	0.023	0.006
8	0.48651400	0.07601946	33.269	2.220	0.966	0.008	0.022	0.006
9	0.48639071	0.07233719	32.885	2.035	0.969	0.009	0.023	0.006
10	0.48467481	0.06542304	33.226	2.450	0.973	0.009	0.023	0.007
11	0.48619895	0.07124643	33.125	2.363	0.967	0.009	0.023	0.007
12	0.48854004	0.07960114	32.639	1.880	0.912	0.009	0.024	0.006
13	0.48571480	0.06831902	32.893	2.235	0.977	0.009	0.024	0.007
14	0.48461789	0.06687397	33.238	2.338	0.971	0.010	0.023	0.007
15	0.48515555	0.06682792	33.794	2.347	0.977	0.009	0.021	0.007
16	0.48582811	0.05864443	33.654	2.475	0.974	0.009	0.022	0.007
17	0.48386495	0.06215232	33.916	2.608	0.979	0.010	0.021	0.007
18	0.48307934	0.06552265	33.986	2.583	0.983	0.009	0.021	0.007
19	0.48499821	0.07687273	34.184	2.622	0.977	0.009	0.021	0.007
20	0.48578575	0.06782144	33.724	2.534	0.976	0.009	0.022	0.007
21	0.48421594	0.06243338	33.910	2.700	0.980	0.009	0.021	0.008
22	0.48448981	0.05539992	34.248	2.703	0.982	0.009	0.020	0.007
23	0.48325700	0.05283367	34.248	2.794	0.983	0.009	0.021	0.008
24	0.48365417	0.05381894	34.412	2.731	0.982	0.009	0.020	0.007
25	0.48385685	0.05921767	34.163	2.741	0.982	0.009	0.021	0.008
26	0.48419424	0.11040055	33.801	2.572	0.964	0.014	0.021	0.007
27	0.48686561	0.06019061	33.864	2.678	0.978	0.009	0.021	0.008
28	0.48313323	0.06096461	33.671	2.677	0.979	0.009	0.022	0.008
29	0.48369534	0.08967381	33.270	2.436	0.974	0.010	0.023	0.007
30	0.48564813	0.05792761	34.250	2.814	0.980	0.010	0.021	0.008
31	0.48394024	0.06894651	33.921	2.520	0.980	0.009	0.021	0.007
32	0.48288414	0.06001291	34.190	2.777	0.980	0.010	0.021	0.008
33	0.48324206	0.04683359	34.367	2.725	0.984	0.009	0.020	0.007
34	0.48344074	0.04743753	34.428	2.843	0.984	0.009	0.020	0.008
35	0.48291147	0.05032022	34.016	2.747	0.983	0.009	0.021	0.008
36	0.48278075	0.05913456	33.192	2.483	0.982	0.010	0.023	0.008
37	0.48297403	0.05061699	34.184	2.858	0.983	0.010	0.021	0.008
38	0.48279743	0.05805696	34.252	2.774	0.981	0.010	0.021	0.008
39	0.48297501	0.06031617	34.024	2.639	0.982	0.009	0.021	0.007
40	0.48323714	0.04915489	34.720	2.927	0.985	0.009	0.020	0.008
41	0.48243309	0.05125978	34.208	2.771	0.983	0.009	0.021	0.008
42	0.48244259	0.05827309	33.526	2.537	0.982	0.009	0.022	0.007
43	0.48274593	0.04617454	34.266	2.805	0.985	0.009	0.020	0.008
