Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.68538094	0.44153219	21.375	1.702	0.739	0.042	0.087	0.015
2	0.58257005	0.21648462	24.517	1.663	0.811	0.033	0.060	0.011
3	0.56299675	0.23194772	25.368	1.666	0.839	0.029	0.055	0.010
4	0.55619713	0.20850250	25.854	1.814	0.856	0.029	0.052	0.010
5	0.55444484	0.21394259	25.738	1.340	0.859	0.021	0.052	0.008
6	0.55409660	0.17258334	26.634	1.807	0.875	0.024	0.048	0.009
7	0.54601933	0.16806252	26.846	1.985	0.892	0.024	0.047	0.010
8	0.54598325	0.16640025	27.176	2.099	0.908	0.022	0.045	0.011
9	0.54475021	0.16302358	27.408	1.873	0.922	0.020	0.044	0.010
10	0.54465582	0.14573375	27.853	1.954	0.927	0.019	0.042	0.010
11	0.54192500	0.12636553	27.336	1.753	0.929	0.017	0.044	0.009
12	0.54336330	0.14270612	27.946	2.099	0.931	0.018	0.041	0.010
13	0.53903846	0.13614295	27.552	1.626	0.932	0.016	0.043	0.009
14	0.53647851	0.14958003	26.276	1.329	0.933	0.018	0.049	0.008
15	0.54125123	0.15274230	27.641	1.785	0.936	0.015	0.042	0.009
16	0.54165545	0.13420381	28.007	2.076	0.939	0.018	0.041	0.010
17	0.54021693	0.12270703	27.767	2.018	0.922	0.019	0.042	0.011
18	0.54141149	0.13697864	27.508	1.480	0.939	0.014	0.043	0.008
19	0.53789826	0.15918238	27.003	1.661	0.941	0.019	0.046	0.009
20	0.54108100	0.12771080	28.002	2.352	0.937	0.022	0.041	0.012
21	0.53624730	0.12290350	27.955	2.034	0.938	0.017	0.041	0.010
22	0.53760790	0.11320008	27.734	1.659	0.944	0.014	0.042	0.009
23	0.53408139	0.12419341	27.675	1.799	0.947	0.015	0.042	0.009
24	0.53426636	0.12491612	27.459	2.028	0.931	0.021	0.044	0.011
25	0.53152310	0.11182772	27.397	2.066	0.936	0.022	0.044	0.011
26	0.53028932	0.12679602	26.610	1.751	0.940	0.019	0.048	0.010
27	0.53070470	0.11814715	27.148	1.694	0.934	0.021	0.045	0.009
28	0.53354326	0.12768860	27.958	1.566	0.942	0.015	0.041	0.008
29	0.53195583	0.13223787	27.082	2.137	0.929	0.023	0.046	0.011
30	0.53131546	0.12549368	27.541	2.308	0.938	0.022	0.043	0.012
31	0.53177062	0.12533168	26.930	2.634	0.934	0.026	0.047	0.014
