ImageName, PSNR, SSIM, MSE
06_patch06_39_000,29.9457,0.6391,44.343750
06_patch06_39_001,28.8891,0.6579,44.478027
06_patch06_39_002,29.1040,0.6728,39.800049
06_patch06_39_003,29.2016,0.6366,46.710693
06_patch06_40_000,29.4534,0.6317,45.808105
06_patch06_40_001,28.8419,0.6267,48.709961
06_patch06_40_002,28.7013,0.6276,46.127197
06_patch06_40_003,28.3459,0.6432,45.666992
06_patch06_40_004,28.2655,0.6427,48.696533
06_patch06_40_005,28.4744,0.6353,48.393311
06_patch06_40_006,28.6572,0.5958,50.959717
06_patch06_41_000,29.0202,0.6545,46.419434
06_patch06_41_001,30.1029,0.6809,41.315430
06_patch06_41_002,29.4609,0.6553,47.868652
06_patch06_41_003,28.6854,0.6197,51.510742
06_patch06_41_004,28.6512,0.6449,47.269775
06_patch06_41_005,28.6837,0.6723,46.546387
06_patch06_41_006,27.7422,0.6317,52.422852
06_patch06_41_007,27.7795,0.6489,49.800293
06_patch06_41_008,29.3119,0.6846,42.313232
06_patch06_41_009,29.7063,0.6741,42.512695
06_patch06_41_010,28.3334,0.6630,47.379883
06_patch06_41_011,27.3287,0.6035,57.159912
06_patch06_41_012,27.8990,0.5788,55.169189
06_patch06_42_000,29.7002,0.6782,43.110596
06_patch06_42_001,29.5179,0.6511,44.595947
06_patch06_42_002,30.3712,0.6792,39.197754
06_patch06_42_003,28.7097,0.6707,45.082520
06_patch06_42_004,27.5222,0.6176,52.854248
06_patch06_42_005,28.4556,0.6218,49.168945
06_patch06_42_006,27.6558,0.6758,47.683350
06_patch06_42_007,27.2616,0.6598,48.782471
06_patch06_42_008,26.9872,0.5885,54.186768
06_patch06_42_009,27.0632,0.6149,54.678955
06_patch06_42_010,28.4611,0.6498,45.551270
06_patch06_42_011,26.1156,0.6052,57.109375
06_patch06_42_012,25.7215,0.5649,65.838867
06_patch06_42_013,27.1597,0.5961,58.683594
06_patch06_43_000,28.4909,0.6033,51.854980
06_patch06_43_001,28.6925,0.6224,51.181152
06_patch06_43_002,28.8921,0.6593,45.983154
06_patch06_43_003,28.5695,0.6375,46.829834
06_patch06_43_004,28.4339,0.6459,48.884033
06_patch06_43_005,28.8118,0.6408,48.611816
06_patch06_43_006,28.2940,0.6407,46.499023
06_patch06_43_007,28.2653,0.6782,46.825195
06_patch06_43_008,27.6561,0.6476,49.674805
06_patch06_43_009,26.3800,0.5883,56.337402
06_patch06_43_010,26.5136,0.6270,56.678711
06_patch06_43_011,27.7556,0.6723,48.398193
06_patch06_43_012,28.5947,0.6522,46.868408
06_patch06_43_013,27.6389,0.6631,50.366699
06_patch06_43_014,26.7526,0.6774,52.473877
06_patch06_43_015,26.4079,0.6270,60.381104
