ImageName, PSNR, SSIM, MSE
15_patch15_01_001,27.3808,0.5381,62.724854
15_patch15_02_000,26.6530,0.5070,68.534424
15_patch15_02_001,27.7058,0.5264,60.217773
15_patch15_02_002,26.4919,0.5001,68.219482
15_patch15_02_003,27.8297,0.5539,58.492432
15_patch15_03_000,26.2980,0.4798,68.565186
15_patch15_03_001,26.8608,0.5107,62.404297
15_patch15_03_002,25.8608,0.4447,70.092041
15_patch15_03_003,26.7938,0.5291,60.674561
15_patch15_03_004,27.6073,0.5818,62.747803
15_patch15_03_005,28.0338,0.5914,62.571533
15_patch15_03_006,28.7013,0.6043,57.627930
15_patch15_04_000,25.3192,0.4424,71.678955
15_patch15_04_001,26.8347,0.4985,62.901611
15_patch15_04_002,25.9155,0.4158,69.606201
15_patch15_04_003,25.4594,0.4221,72.612549
15_patch15_04_004,26.4092,0.5026,63.587158
15_patch15_04_005,26.3145,0.5113,68.176758
15_patch15_04_006,27.1907,0.5347,65.981201
15_patch15_04_007,27.9493,0.5480,60.268066
15_patch15_05_000,25.7813,0.4933,64.457031
15_patch15_05_001,24.1600,0.3879,77.504395
15_patch15_05_002,26.4573,0.4976,68.385986
15_patch15_05_003,24.3356,0.3672,79.307129
15_patch15_05_004,24.8147,0.4198,77.339600
15_patch15_05_005,26.3028,0.5018,63.398193
15_patch15_05_006,25.7887,0.4904,70.103027
15_patch15_05_007,25.6435,0.4832,71.244385
15_patch15_05_008,26.4366,0.5093,68.650879
15_patch15_05_009,27.1572,0.5536,64.440918
15_patch15_06_000,27.7997,0.5031,61.110107
15_patch15_06_001,24.7961,0.4282,72.447998
15_patch15_06_002,22.8187,0.3267,81.537842
15_patch15_06_003,25.3336,0.4228,72.360352
15_patch15_06_004,23.0901,0.2959,80.206055
15_patch15_06_005,24.2448,0.3569,79.558350
15_patch15_06_006,25.5333,0.4416,72.615234
15_patch15_06_007,26.8803,0.4989,59.180176
15_patch15_06_008,25.1374,0.4064,73.909424
15_patch15_06_009,25.2689,0.4190,72.405029
15_patch15_06_010,26.3091,0.4793,68.363525
15_patch15_06_011,27.3928,0.5247,61.584961
15_patch15_07_000,26.6867,0.4796,65.071533
15_patch15_07_001,23.7536,0.3907,74.108887
15_patch15_07_002,21.9447,0.3163,84.228027
15_patch15_07_003,24.1821,0.3912,73.302002
15_patch15_07_004,22.2938,0.2885,81.250977
15_patch15_07_005,23.4786,0.3504,80.640869
15_patch15_07_006,24.9024,0.4299,74.048340
15_patch15_07_007,26.7138,0.4945,63.017334
15_patch15_07_008,24.7942,0.3776,78.042969
15_patch15_07_009,25.1241,0.4146,73.646973
15_patch15_07_010,26.1997,0.4684,67.434082
15_patch15_07_011,27.1783,0.4982,62.274658
15_patch15_08_000,26.1385,0.4671,66.582275
15_patch15_08_001,26.9718,0.5151,60.274902
15_patch15_08_002,23.6038,0.3792,78.533936
15_patch15_08_003,26.2241,0.4759,64.432373
15_patch15_08_004,22.3644,0.3540,84.638428
15_patch15_08_005,23.8063,0.3801,77.551270
15_patch15_08_006,22.1444,0.2867,84.177002
15_patch15_08_007,22.8261,0.3325,84.897461
15_patch15_08_008,24.3494,0.4003,75.484863
15_patch15_08_009,26.3577,0.4783,66.170654
15_patch15_08_010,27.2020,0.5043,61.284424
15_patch15_08_011,23.9408,0.3195,80.296875
15_patch15_08_012,24.8113,0.3979,74.321289
15_patch15_08_013,25.6774,0.4561,70.054932
15_patch15_08_014,26.3246,0.5010,66.386475
15_patch15_08_015,27.9103,0.5481,57.019775
15_patch15_09_000,26.2387,0.4716,63.911133
15_patch15_09_001,26.5352,0.4791,63.148926
15_patch15_09_002,23.6436,0.3804,78.009766
15_patch15_09_003,24.3622,0.3657,72.965332
15_patch15_09_004,21.4237,0.3634,87.562500
15_patch15_09_005,22.9904,0.3407,80.120117
15_patch15_09_006,21.6674,0.2970,82.688477
15_patch15_09_007,22.7844,0.3291,81.547363
15_patch15_09_008,24.4037,0.3781,76.013916
15_patch15_09_009,26.2025,0.4427,69.518799
15_patch15_09_010,26.7491,0.4807,65.144043
15_patch15_09_011,23.6317,0.3212,80.657959
15_patch15_09_012,24.8743,0.3837,73.605225
15_patch15_09_013,25.2466,0.4137,68.524902
15_patch15_09_014,25.8589,0.4577,68.980713
15_patch15_09_015,27.3256,0.5170,60.433105
15_patch15_09_016,28.7284,0.5960,57.520264
15_patch15_09_017,25.4802,0.5175,71.477539
15_patch15_09_018,26.3994,0.5536,69.546387
15_patch15_10_000,25.6684,0.4635,65.293701
15_patch15_10_001,26.6887,0.5110,63.069824
15_patch15_10_002,23.4874,0.3739,77.488770
15_patch15_10_003,24.5428,0.3905,72.704590
15_patch15_10_004,27.5021,0.4901,62.200684
15_patch15_10_005,20.8364,0.3450,85.720459
15_patch15_10_006,22.0644,0.3212,81.049805
15_patch15_10_007,26.4213,0.4646,64.234863
15_patch15_10_008,27.8609,0.5186,57.473877
15_patch15_10_009,20.8688,0.2807,85.855469
15_patch15_10_010,21.7779,0.3125,84.554688
15_patch15_10_011,23.7877,0.3713,80.651855
15_patch15_10_012,25.6858,0.4419,71.464600
15_patch15_10_013,27.0982,0.4850,63.715820
15_patch15_10_014,23.7280,0.2936,76.101074
15_patch15_10_015,22.8044,0.2896,81.976074
