Scan,Image_name, PSNR, SSIM, MSE
L192,0,36.1071,0.9380,12.178707
L192,1,35.9875,0.9182,13.381760
L192,2,35.9657,0.9370,12.390808
L192,3,35.9614,0.9162,13.748783
L192,4,35.6076,0.9080,14.689617
L192,5,37.5720,0.9308,9.848717
L192,6,36.9095,0.9232,11.350853
L192,7,36.7001,0.9252,11.721985
L192,8,36.1418,0.9390,11.829494
L192,9,36.1760,0.9198,13.250359
L192,10,35.7078,0.9113,14.452667
L192,11,36.7093,0.9214,12.194698
L192,12,37.6367,0.9399,9.526356
L192,13,38.5366,0.9403,8.231976
L192,14,37.3610,0.9425,9.788025
L192,15,37.4318,0.9285,10.358566
L192,16,35.2853,0.9046,15.434898
L192,17,36.9949,0.9243,11.165367
L192,18,37.5609,0.9317,9.879711
L192,19,36.2414,0.9281,12.167339
L192,20,35.9391,0.9173,13.536720
L192,21,36.4356,0.9471,10.967167
L192,22,37.0072,0.9416,10.339561
L192,23,37.8272,0.9431,9.301296
L192,24,37.3141,0.9425,10.021145
L192,25,36.7943,0.9280,11.805611
L192,26,36.4628,0.9185,12.333775
L192,27,36.3918,0.9220,12.678314
L192,28,37.1395,0.9273,10.799515
L192,29,35.7675,0.9148,13.972118
L192,30,35.9261,0.9173,13.611103
L192,31,36.0959,0.9255,12.488453
L192,32,37.0855,0.9258,10.947826
L192,33,36.3585,0.9227,12.627247
L192,34,36.1396,0.9202,13.034748
L192,35,34.8496,0.9167,15.950451
L192,36,35.2995,0.9038,15.369114
L192,37,36.3505,0.9445,11.442154
L192,38,36.7701,0.9212,11.641380
L192,39,36.3035,0.9195,12.964630
L192,40,36.3470,0.9165,12.667274
L192,41,36.1087,0.9153,13.480667
L192,42,36.3755,0.9213,12.564758
L192,43,36.4281,0.9212,12.691883
L192,44,36.3092,0.9232,12.719894
L192,45,36.6084,0.9244,12.184830
L192,46,37.2810,0.9250,10.822388
L192,47,37.4131,0.9284,10.489361
L192,48,35.8424,0.9142,13.965637
L192,49,35.8578,0.9153,13.804989
L192,50,36.6113,0.9225,12.019173
L192,51,36.8242,0.9225,11.505169
L192,52,35.8088,0.9129,14.080318
L192,53,38.9486,0.9463,7.531647
L192,54,36.6740,0.9226,11.953403
L192,55,37.2679,0.9268,10.497742
L192,56,36.0958,0.9389,12.122543
L192,57,39.0786,0.9489,7.376194
L192,58,36.2036,0.9215,12.914413
L192,59,35.7917,0.9097,14.293175
L192,60,35.3222,0.9242,14.900944
L192,61,36.7013,0.9261,11.683228
L192,62,36.2868,0.9181,12.571831
L192,63,37.5570,0.9382,9.825657
L192,64,37.1898,0.9259,10.819878
L192,65,34.8614,0.9169,15.925842
L192,66,35.6789,0.9101,14.426712
L192,67,37.1009,0.9261,10.934071
L192,68,35.4605,0.9085,14.949928
L192,69,37.3441,0.9375,10.034641
L192,70,37.3885,0.9429,9.959808
L192,71,35.5261,0.9067,14.856384
L192,72,36.7830,0.9217,12.050991
L192,73,37.3733,0.9268,10.604862
L192,74,36.7615,0.9234,11.836399
L192,75,36.2609,0.9159,12.767097
L192,76,36.8828,0.9248,11.519371
L192,77,36.6425,0.9217,11.982033
L192,78,36.5797,0.9285,11.809185
L192,79,39.0682,0.9512,7.411163
L192,80,37.5716,0.9410,9.767708
L192,81,36.0344,0.9180,13.213421
L192,82,38.9248,0.9484,7.587879
L192,83,37.1844,0.9278,10.720058
L192,84,37.3554,0.9399,10.047409
L192,85,36.7683,0.9217,11.710556
L192,86,37.5978,0.9405,9.513729
L192,87,36.2211,0.9233,13.060776
L192,88,36.2304,0.9418,11.981903
L192,89,36.1480,0.9394,12.075382
L192,90,36.2087,0.9210,12.958897
L192,91,36.2642,0.9196,13.003323
L192,92,37.0117,0.9262,11.029018
L192,93,36.5527,0.9289,11.816185
L192,94,36.4851,0.9270,12.378777
L192,95,35.8901,0.9146,13.671097
L192,96,36.8214,0.9234,11.537521
L192,97,34.8809,0.9181,15.914856
L192,98,35.7870,0.9137,14.085159
L192,99,36.4339,0.9192,12.335098
L192,100,36.5515,0.9178,12.250862
L192,101,35.5618,0.9107,14.787338
L192,102,35.5435,0.9097,14.597019
L192,103,35.5663,0.9096,14.609509
L192,104,35.9995,0.9174,13.410732
L192,105,35.4186,0.9270,13.916431
L192,106,36.4821,0.9263,12.003040
L192,107,36.6530,0.9208,12.368839
L192,108,38.1640,0.9460,8.372173
L192,109,35.4774,0.9270,14.449394
L192,110,36.7251,0.9257,11.729069
L192,111,36.3658,0.9418,11.565983
L192,112,37.3517,0.9440,9.843750
L192,113,37.1842,0.9282,10.679699
L192,114,36.2151,0.9163,12.771828
L192,115,36.1560,0.9235,13.087200
L192,116,38.1477,0.9475,8.339050
L192,117,35.6874,0.9115,14.356407
L192,118,35.7016,0.9183,13.689777
L192,119,36.0563,0.9185,13.526569
L192,120,37.5536,0.9321,9.871552
L192,121,36.4292,0.9218,12.647026
L192,122,36.0499,0.9373,12.346066
L192,123,37.7431,0.9446,9.300030
L192,124,36.0292,0.9162,13.400040
L192,125,36.4177,0.9371,11.243172
L192,126,37.2585,0.9384,10.191139
L192,127,36.6079,0.9208,12.404301
L192,128,38.2563,0.9465,8.205475
L192,129,36.5589,0.9183,12.629665
L192,130,36.3254,0.9398,11.983387
L192,131,35.8099,0.9135,14.078865
L192,132,36.5703,0.9205,12.256153
L192,133,35.2498,0.9041,15.663513
L192,134,36.9862,0.9202,11.599403
L192,135,36.2001,0.9183,13.110584
L192,136,36.4096,0.9184,12.629189
L192,137,37.6256,0.9408,9.627136
L192,138,36.4874,0.9470,10.833031
L192,139,36.3627,0.9456,10.970169
L192,140,38.3529,0.9499,8.003452
L192,141,36.3372,0.9279,12.526512
L192,142,39.2271,0.9536,7.178329
L192,143,36.8475,0.9238,11.432846
L192,144,35.5617,0.9105,14.746712
L192,145,38.6681,0.9427,7.933998
L192,146,36.3176,0.9222,12.683670
L192,147,35.5850,0.9130,14.182472
L192,148,39.2653,0.9539,7.104374
L192,149,37.8327,0.9466,9.037766
L192,150,36.4367,0.9190,12.357075
L192,151,37.2225,0.9334,10.568336
L192,152,36.1729,0.9218,12.986191
L192,153,36.2492,0.9249,12.929501
L192,154,37.5741,0.9398,9.625427
L192,155,38.6422,0.9421,8.017006
L192,156,35.6394,0.9121,14.601158
L192,157,37.9032,0.9478,8.686420
L192,158,36.3339,0.9189,12.457932
L192,159,35.2210,0.9029,15.763142
L192,160,36.7562,0.9256,11.653114
L192,161,35.0825,0.9213,15.271667
L192,162,36.0682,0.9176,13.231567
L192,163,37.5801,0.9298,10.107769
L192,164,37.0120,0.9349,10.580864
L192,165,37.2484,0.9250,10.768467
L192,166,38.3209,0.9371,8.609901
L192,167,37.0454,0.9247,11.119617
L192,168,36.3415,0.9354,11.436413
L192,169,36.3774,0.9220,12.360634
L192,170,36.2813,0.9154,12.878288
L192,171,36.4461,0.9358,11.270248
L192,172,36.4293,0.9230,12.555882
L192,173,36.0345,0.9201,13.268578
L192,174,39.0096,0.9491,7.498192
L192,175,38.9476,0.9492,7.505280
L192,176,35.0197,0.9179,15.483376
L192,177,37.4828,0.9278,10.350300
L192,178,36.7559,0.9269,11.675423
L192,179,39.1893,0.9533,7.221718
L192,180,36.6978,0.9233,11.847538
L192,181,37.9158,0.9346,9.253513
L192,182,35.6861,0.9093,14.506149
L192,183,36.9201,0.9236,11.319702
L192,184,36.9078,0.9216,11.426388
L192,185,36.5244,0.9252,12.343735
L192,186,36.0417,0.9198,13.246635
L192,187,35.4911,0.9273,14.063202
L192,188,36.1239,0.9194,13.257999
L192,189,36.6041,0.9273,12.193882
L192,190,35.7131,0.9169,13.778175
L192,191,36.2174,0.9159,12.853336
L192,192,36.3097,0.9163,12.717232
L192,193,37.3012,0.9384,10.150856
L192,194,37.4233,0.9379,10.045750
L192,195,37.7347,0.9436,9.340763
L192,196,36.5094,0.9287,12.115623
L192,197,35.8091,0.9181,13.484421
L192,198,34.8701,0.9157,16.141914
L192,199,35.7015,0.9122,14.337414
L192,200,36.4257,0.9448,11.130791
L192,201,38.7886,0.9429,7.796635
L192,202,38.8612,0.9444,7.649258
L192,203,36.1855,0.9175,12.947582
L192,204,34.8743,0.9148,16.146160
L192,205,36.9077,0.9347,10.756821
L192,206,36.9244,0.9275,11.255726
L192,207,36.2731,0.9447,11.545982
L192,208,36.4659,0.9247,12.495274
L192,209,38.2621,0.9376,8.638832
L192,210,37.9577,0.9343,9.212299
L192,211,36.6302,0.9210,12.045341
L192,212,37.4265,0.9301,10.066376
L192,213,36.2025,0.9154,12.852039
L192,214,36.2210,0.9269,12.346493
L192,215,38.1380,0.9495,8.482403
L192,216,36.9204,0.9246,11.329441
L192,217,35.3813,0.9234,14.813736
L192,218,35.7091,0.9115,14.228634
L192,219,34.7788,0.9157,16.036770
L192,220,37.5179,0.9289,10.253117
L192,221,37.5153,0.9410,9.676846
L192,222,38.1953,0.9482,8.467930
L192,223,36.1862,0.9253,12.932148
L192,224,37.4946,0.9286,10.282619
L192,225,37.5032,0.9293,10.302898
