Scan,Image_name, PSNR, SSIM, MSE
L143,0,32.3075,0.8593,25.216835
L143,1,34.2423,0.9361,15.626678
L143,2,31.5386,0.8384,28.483658
L143,3,33.4777,0.8469,22.935028
L143,4,31.8233,0.8540,26.370571
L143,5,34.8407,0.9016,16.052658
L143,6,32.4954,0.8699,23.779045
L143,7,33.0912,0.8398,23.725788
L143,8,33.3607,0.8429,22.748329
L143,9,32.6631,0.8398,25.699692
L143,10,32.2310,0.8150,28.409336
L143,11,35.1820,0.9077,15.006020
L143,12,33.8994,0.9229,17.042126
L143,13,33.0420,0.8353,24.246429
L143,14,32.2830,0.8172,28.151352
L143,15,33.2083,0.8748,21.172123
L143,16,31.7183,0.8494,27.570328
L143,17,34.7834,0.9372,14.564266
L143,18,33.6250,0.8528,22.029327
L143,19,32.7413,0.8323,25.706028
L143,20,34.3078,0.9179,16.410854
L143,21,34.0784,0.9079,17.513756
L143,22,35.5171,0.9124,14.048256
L143,23,33.2055,0.8383,23.546116
L143,24,34.8086,0.9377,14.530243
L143,25,31.5833,0.8431,28.058292
L143,26,33.4102,0.8424,22.763721
L143,27,34.6834,0.9387,14.717484
L143,28,34.4798,0.8978,16.814095
L143,29,33.3785,0.8428,22.421154
L143,30,34.9408,0.9024,15.472771
L143,31,31.7240,0.8489,27.741562
L143,32,32.6213,0.8787,22.898014
L143,33,33.2046,0.8571,23.130703
L143,34,31.9056,0.8520,26.905064
L143,35,32.2009,0.8143,28.456570
L143,36,33.1255,0.8877,21.076401
L143,37,34.1834,0.8695,19.463688
L143,38,33.3439,0.9017,19.374245
L143,39,33.0484,0.8394,24.554943
L143,40,34.5083,0.9290,15.322792
L143,41,34.2663,0.9378,15.471455
L143,42,33.2778,0.8968,19.839703
L143,43,32.5540,0.8627,23.780357
L143,44,32.4121,0.8209,27.463654
L143,45,35.3630,0.9098,14.562466
L143,46,33.2766,0.8383,23.039738
L143,47,31.3393,0.8349,29.278774
L143,48,33.6705,0.8536,21.809280
L143,49,33.8661,0.8838,19.195568
L143,50,33.6510,0.8788,20.766701
L143,51,33.0588,0.8388,24.452160
L143,52,33.4973,0.8486,22.752438
L143,53,32.5608,0.8232,26.740597
L143,54,31.9110,0.8492,26.522461
L143,55,33.8384,0.8973,18.867470
L143,56,33.5356,0.9123,18.416752
L143,57,33.2093,0.8946,19.903996
L143,58,32.6253,0.8257,26.527565
L143,59,35.0887,0.9038,15.154751
L143,60,33.1078,0.8889,20.613274
L143,61,33.4746,0.8544,22.219646
L143,62,33.9717,0.8661,20.204601
L143,63,33.1206,0.8912,20.833809
L143,64,34.4853,0.9371,15.082348
L143,65,33.4056,0.9043,18.982796
L143,66,33.0176,0.8414,24.376678
L143,67,32.3285,0.8212,27.394146
L143,68,33.4622,0.8477,22.493885
L143,69,33.3061,0.8369,23.143284
L143,70,33.0827,0.8422,23.903446
L143,71,32.3533,0.8222,27.352077
L143,72,32.6126,0.8283,26.581596
L143,73,34.0628,0.9084,17.502369
L143,74,34.1008,0.8595,20.435692
L143,75,33.3256,0.8403,22.675278
L143,76,33.2171,0.8450,23.609039
L143,77,33.2888,0.8448,23.509708
L143,78,33.5991,0.8496,22.429234
L143,79,33.7149,0.8557,21.471451
L143,80,32.0885,0.8473,26.036507
L143,81,32.4767,0.8375,26.545551
L143,82,33.5936,0.8543,21.989128
L143,83,34.1607,0.9370,15.587288
L143,84,34.8722,0.9020,15.949112
L143,85,33.0988,0.8888,21.062595
L143,86,31.5907,0.8434,27.755554
L143,87,32.1355,0.8514,25.519493
L143,88,32.8450,0.8367,25.130184
L143,89,32.6516,0.8292,26.100555
L143,90,32.3770,0.8185,27.735062
L143,91,33.4095,0.8419,22.466980
L143,92,31.9316,0.8565,26.411358
L143,93,33.8810,0.9252,16.647938
L143,94,32.3300,0.8633,24.838741
L143,95,32.7395,0.8676,23.116985
L143,96,32.8051,0.8309,25.480160
L143,97,33.6062,0.8513,22.334885
L143,98,31.5871,0.8437,27.792168
L143,99,35.7253,0.9122,13.609047
L143,100,33.3182,0.8461,23.347767
L143,101,32.8383,0.8356,25.178391
L143,102,31.8527,0.8571,26.235184
L143,103,33.5740,0.8488,21.881031
L143,104,34.8817,0.9004,15.993855
L143,105,32.2343,0.8173,28.123032
L143,106,32.5210,0.8269,26.208237
L143,107,32.8373,0.8370,25.300430
L143,108,33.6655,0.8749,21.083523
L143,109,34.7937,0.9393,14.537701
L143,110,33.9964,0.9238,16.781349
L143,111,33.8877,0.9267,16.628273
L143,112,34.4144,0.8960,17.110268
L143,113,33.7287,0.8825,20.335949
L143,114,32.5299,0.8293,26.853737
L143,115,33.3461,0.8430,23.597267
L143,116,31.9963,0.8077,29.701778
L143,117,32.9137,0.8704,22.122723
L143,118,33.2413,0.8566,23.175980
L143,119,33.1819,0.8433,23.568989
L143,120,33.0427,0.8837,21.492672
L143,121,31.6099,0.8432,28.110691
L143,122,33.8686,0.8817,19.273758
L143,123,35.5237,0.9050,14.361431
L143,124,33.8082,0.9167,17.506744
L143,125,33.7409,0.8515,21.340828
L143,126,32.7283,0.8307,25.665028
L143,127,33.7881,0.8632,20.669395
L143,128,35.3426,0.9101,14.561314
L143,129,32.5395,0.8359,26.565159
L143,130,34.0227,0.8634,20.255123
L143,131,32.0082,0.8487,25.986919
L143,132,34.4044,0.8971,17.179939
L143,133,32.6500,0.8374,25.866810
L143,134,32.6453,0.8291,26.392479
L143,135,33.3183,0.8370,23.035519
L143,136,33.1584,0.8395,23.748726
L143,137,33.5821,0.8494,22.088749
L143,138,34.6253,0.8970,16.664577
L143,139,31.3964,0.8392,29.052273
L143,140,34.3147,0.8940,17.415516
L143,141,32.8682,0.8824,22.169987
L143,142,35.7628,0.9145,13.364807
L143,143,32.4073,0.8160,27.844971
L143,144,32.3300,0.8213,27.726238
L143,145,33.8590,0.8614,20.783218
L143,146,33.7909,0.8621,20.780087
L143,147,34.3296,0.9376,15.320389
L143,148,33.8649,0.8971,18.899303
L143,149,33.2255,0.8897,20.783363
L143,150,33.2799,0.8453,23.428848
L143,151,34.8328,0.8997,16.231003
L143,152,32.2067,0.8147,28.173710
L143,153,32.6117,0.8778,22.797134
L143,154,35.1121,0.9081,14.982014
L143,155,32.4695,0.8305,26.961067
L143,156,32.4214,0.8256,27.314213
L143,157,35.6418,0.9094,13.855038
L143,158,33.3887,0.8446,23.010464
L143,159,33.1211,0.8901,20.933796
L143,160,32.7064,0.8689,22.956955
L143,161,32.8540,0.8325,25.195023
L143,162,35.0891,0.9045,15.239098
L143,163,32.2247,0.8122,28.612499
L143,164,32.6201,0.8371,26.099541
L143,165,33.2618,0.8441,23.117821
L143,166,35.6594,0.9138,13.609436
L143,167,33.1383,0.8400,23.704056
L143,168,33.9088,0.9020,18.295460
L143,169,32.4545,0.8211,27.235207
L143,170,33.4343,0.8440,22.646572
L143,171,34.0643,0.9095,17.460457
L143,172,34.8149,0.8990,16.206127
L143,173,32.4572,0.8181,27.592335
L143,174,32.3458,0.8321,27.243279
L143,175,33.5590,0.8487,21.846733
L143,176,32.0375,0.8574,25.572433
L143,177,32.2459,0.8214,27.913269
L143,178,33.3536,0.9004,19.479202
L143,179,32.4637,0.8374,26.462822
L143,180,32.4463,0.8267,27.169895
L143,181,33.3351,0.8479,23.018379
L143,182,35.6825,0.9131,13.530483
L143,183,33.2774,0.8960,19.971382
L143,184,32.9173,0.8368,24.869354
L143,185,31.7492,0.8538,26.602409
L143,186,32.3355,0.8247,27.443539
L143,187,32.6489,0.8299,25.622627
L143,188,32.4861,0.8285,26.532131
L143,189,33.4338,0.8531,22.451378
L143,190,33.7099,0.8563,21.543346
L143,191,32.2244,0.8149,28.451248
L143,192,31.8650,0.8577,26.046440
L143,193,32.9254,0.8395,24.696167
L143,194,32.3929,0.8648,24.665520
L143,195,32.6679,0.8676,23.210011
L143,196,31.7822,0.8577,26.081169
L143,197,34.3014,0.9341,15.454819
L143,198,34.2915,0.9229,16.098953
L143,199,33.0336,0.8508,24.066185
L143,200,32.5967,0.8741,23.261459
L143,201,34.3463,0.9376,15.277824
L143,202,34.4443,0.9378,15.168617
L143,203,33.4296,0.8459,22.596474
L143,204,33.5585,0.8522,22.071365
L143,205,32.9270,0.8839,21.684101
L143,206,32.4915,0.8230,26.695614
L143,207,34.0057,0.8668,19.994591
L143,208,33.0658,0.8744,21.518822
L143,209,34.0863,0.8691,19.714272
L143,210,35.6265,0.9089,13.941189
L143,211,32.5644,0.8724,23.449181
L143,212,34.7139,0.9347,14.768826
L143,213,32.8986,0.8497,24.539566
L143,214,32.5025,0.8250,27.078625
L143,215,33.4847,0.8803,20.215233
L143,216,33.2464,0.8948,20.135635
L143,217,33.8102,0.8552,21.153458
L143,218,33.4488,0.8465,22.408421
L143,219,34.3639,0.9230,15.999649
L143,220,33.3428,0.8453,22.909374
L143,221,32.5498,0.8302,26.600143
L143,222,33.9463,0.8998,18.491131
L143,223,33.1899,0.8961,19.982208
L143,224,35.8083,0.9132,13.334145
L143,225,32.8765,0.8346,25.040436
L143,226,32.3695,0.8325,27.124023
L143,227,33.6555,0.9140,18.205658
L143,228,31.5989,0.8476,28.139984
L143,229,33.5257,0.8575,21.822586
L143,230,34.0396,0.8574,20.398861
L143,231,34.6934,0.9321,15.026588
L143,232,33.2258,0.8379,23.224651
L143,233,32.2285,0.8124,28.791908
L143,234,35.1383,0.9084,15.055157
L143,235,32.8070,0.8367,25.189556
L143,236,33.4899,0.9114,18.504692
L143,237,32.9754,0.8380,24.793232
L143,238,32.9953,0.8339,24.393360
L143,239,33.8553,0.8832,19.197315
L143,240,34.5083,0.8695,18.537476
L143,241,33.3379,0.8405,23.032043
L143,242,31.8943,0.8519,26.434341
L143,243,32.6530,0.8770,23.071846
L143,244,31.6842,0.8527,26.711597
L143,245,33.1160,0.8359,23.910500
L143,246,33.7064,0.8821,20.418964
L143,247,32.7756,0.8302,25.610870
L143,248,33.6792,0.8897,19.879318
L143,249,32.2887,0.8223,27.593334
L143,250,32.0248,0.8523,25.866634
L143,251,33.8494,0.8641,20.553135
L143,252,31.8072,0.8513,26.953362
L143,253,32.4178,0.8321,27.008255
L143,254,34.2167,0.8608,19.990288
L143,255,33.1651,0.8363,23.540787
