Scan,Image_name, PSNR, SSIM, MSE
L310,0,29.9539,0.6647,43.784710
L310,1,35.9885,0.8586,15.803513
L310,2,34.2535,0.8227,22.904591
L310,3,33.5122,0.7843,25.644913
L310,4,30.4683,0.6870,40.676315
L310,5,32.0350,0.7418,32.978317
L310,6,33.5110,0.7873,25.475311
L310,7,33.5791,0.7855,25.126732
L310,8,33.4340,0.7949,26.641922
L310,9,30.6037,0.6899,40.482033
L310,10,33.4825,0.7833,25.677647
L310,11,34.0813,0.8178,23.673611
L310,12,32.5790,0.7587,30.151978
L310,13,36.1633,0.8546,15.253418
L310,14,37.1824,0.8742,12.276394
L310,15,33.8761,0.7922,24.087936
L310,16,35.0732,0.8448,19.442604
L310,17,33.5303,0.7886,25.647255
L310,18,35.2706,0.8501,18.666439
L310,19,29.9679,0.6665,43.630138
L310,20,33.6523,0.7860,24.860249
L310,21,33.5384,0.7877,25.502819
L310,22,32.9706,0.7861,28.923069
L310,23,34.5772,0.8304,21.521454
L310,24,36.1464,0.8615,15.293079
L310,25,32.4114,0.7552,30.921104
L310,26,30.6279,0.7027,40.496574
L310,27,30.3404,0.6791,41.594238
L310,28,33.0495,0.7825,27.561165
L310,29,29.9671,0.6661,43.515156
L310,30,32.0794,0.7410,32.370754
L310,31,35.0969,0.8466,18.983025
L310,32,32.7939,0.7703,29.171013
L310,33,34.8643,0.8289,19.651848
L310,34,32.7305,0.7638,29.422497
L310,35,33.4749,0.7856,25.857586
L310,36,30.6044,0.6908,39.992531
L310,37,30.4975,0.6822,40.898563
L310,38,31.3537,0.7237,36.328014
L310,39,33.4397,0.7816,25.972996
L310,40,30.5267,0.6969,40.345074
L310,41,31.9621,0.7341,33.477543
L310,42,33.6978,0.7909,24.522610
L310,43,33.5052,0.7875,25.701149
L310,44,32.0854,0.7431,32.421421
L310,45,34.9915,0.8314,19.169189
L310,46,32.4598,0.7547,30.787407
L310,47,32.7924,0.7665,28.728508
L310,48,34.7894,0.8280,19.946896
L310,49,30.2077,0.6753,42.154900
L310,50,35.8621,0.8504,16.188446
L310,51,30.4663,0.6825,40.985802
L310,52,35.6134,0.8438,17.050583
L310,53,32.4111,0.7524,30.837250
L310,54,33.9821,0.7953,23.514423
L310,55,35.4436,0.8435,17.647018
