Scan,Image_name, PSNR, SSIM, MSE
L333,0,37.8049,0.9041,10.260799
L333,1,39.2265,0.9169,7.704731
L333,2,38.6247,0.9211,8.690670
L333,3,37.3504,0.8991,11.598286
L333,4,38.3205,0.9192,9.233643
L333,5,35.9130,0.8890,15.028481
L333,6,36.2993,0.8832,14.076740
L333,7,36.7884,0.8886,12.618996
L333,8,39.2206,0.9166,7.731827
L333,9,37.4334,0.9041,11.408001
L333,10,35.0870,0.8561,18.455669
L333,11,38.6992,0.9178,8.506725
L333,12,37.4487,0.9081,11.380432
L333,13,37.4320,0.9070,11.394115
L333,14,36.7599,0.9030,12.889252
L333,15,37.2335,0.9065,11.740242
L333,16,39.2842,0.9173,7.598293
L333,17,37.3147,0.9023,11.518539
L333,18,38.5516,0.9103,8.882191
L333,19,37.5043,0.9020,10.743153
L333,20,36.0325,0.8744,15.294746
L333,21,37.9663,0.9120,9.649773
L333,22,34.6840,0.8421,19.906883
L333,23,33.8329,0.8122,23.248203
L333,24,36.9923,0.9091,11.524593
L333,25,37.7570,0.9124,10.500294
L333,26,35.5728,0.8575,16.873627
L333,27,34.7902,0.8415,19.634308
L333,28,36.4509,0.8849,13.949375
L333,29,35.6961,0.8725,15.907177
L333,30,37.3923,0.9109,11.230457
L333,31,37.8136,0.9136,10.343712
L333,32,37.9514,0.9126,9.716747
L333,33,35.4680,0.8588,16.998238
L333,34,37.9909,0.9115,9.604649
L333,35,37.5996,0.9010,10.973927
L333,36,33.8657,0.8110,23.320244
L333,37,38.0944,0.9080,9.675068
L333,38,37.8863,0.9159,9.900455
L333,39,36.4312,0.8830,14.062340
L333,40,37.2415,0.9087,11.752869
L333,41,34.4812,0.8299,20.882042
L333,42,36.8103,0.9087,12.357040
L333,43,38.0062,0.9072,9.829201
L333,44,37.1445,0.9064,11.970402
L333,45,39.2766,0.9172,7.612747
L333,46,33.7012,0.8100,23.901760
L333,47,36.4312,0.8780,14.182419
L333,48,33.6480,0.8091,23.830421
L333,49,34.0135,0.8193,22.323860
L333,50,35.3478,0.8527,17.664642
L333,51,37.3978,0.9107,11.255615
L333,52,37.1669,0.9064,11.905865
L333,53,34.6069,0.8395,20.281521
L333,54,37.0904,0.9084,11.906254
L333,55,35.7781,0.8684,16.102829
L333,56,37.3555,0.9022,11.488537
L333,57,36.9834,0.8978,11.955498
L333,58,37.9718,0.9055,10.049610
L333,59,37.3154,0.9101,11.390526
L333,60,35.0914,0.8552,18.474213
L333,61,34.4950,0.8279,20.749645
L333,62,35.3709,0.8666,17.146919
L333,63,37.0291,0.8925,12.417702
L333,64,39.1770,0.9162,7.757763
L333,65,37.6998,0.9031,10.487694
L333,66,35.6968,0.8665,16.254063
L333,67,37.2093,0.9021,11.555077
L333,68,38.2335,0.9112,9.385418
L333,69,35.1438,0.8609,17.955647
L333,70,34.4410,0.8286,21.047428
L333,71,38.4924,0.9191,9.000843
L333,72,35.3959,0.8625,17.280910
L333,73,34.7107,0.8418,19.833500
L333,74,36.9794,0.9097,11.526211
L333,75,33.7988,0.8154,23.424057
L333,76,34.7496,0.8458,19.718868
L333,77,38.5475,0.9151,8.799904
L333,78,39.0641,0.9145,8.019409
L333,79,39.2283,0.9163,7.724030
L333,80,39.2626,0.9168,7.649189
L333,81,39.3116,0.9181,7.533527
L333,82,38.0842,0.9146,9.432114
L333,83,37.1430,0.9098,11.351700
L333,84,36.4020,0.8830,14.082767
L333,85,36.7702,0.9012,12.950649
L333,86,34.7766,0.8412,19.695187
L333,87,36.1646,0.8810,14.364662
L333,88,37.6357,0.9115,10.734787
L333,89,39.3295,0.9192,7.496265
L333,90,34.2992,0.8243,21.568577
L333,91,37.4387,0.9089,11.307613
L333,92,37.3080,0.9076,11.529205
L333,93,38.1795,0.9087,9.525116
L333,94,37.4769,0.9011,11.081890
L333,95,36.5062,0.8840,13.635235
L333,96,37.3972,0.9107,11.293278
L333,97,39.1745,0.9161,7.789608
L333,98,37.8447,0.9078,10.225906
L333,99,38.0800,0.9133,9.533726
L333,100,37.9128,0.9075,10.104637
L333,101,37.1917,0.9075,11.761692
L333,102,37.4409,0.9061,10.917961
L333,103,39.0918,0.9144,7.968063
L333,104,35.0865,0.8509,18.480503
L333,105,38.6571,0.9181,8.587242
L333,106,38.4034,0.9091,9.177750
L333,107,37.1979,0.9078,11.849495
L333,108,37.5694,0.9029,10.624958
L333,109,37.3733,0.9070,11.461205
L333,110,36.3958,0.8832,14.156044
L333,111,33.5282,0.8085,24.538181
L333,112,36.4063,0.8845,13.908840
L333,113,34.3532,0.8251,21.319012
L333,114,33.9604,0.8219,22.699013
L333,115,33.6219,0.8103,24.094246
L333,116,38.0532,0.9132,9.582634
L333,117,37.8271,0.9131,9.769199
L333,118,39.2116,0.9168,7.706127
L333,119,37.5065,0.9085,11.129047
L333,120,38.7054,0.9106,8.639545
L333,121,37.3361,0.9092,11.450283
L333,122,38.1519,0.9184,9.473919
L333,123,38.7648,0.9225,8.411228
L333,124,38.5304,0.9103,8.946228
L333,125,37.4803,0.9047,10.922352
L333,126,37.8266,0.9134,10.348503
L333,127,38.3210,0.9092,9.322582
L333,128,35.8132,0.8648,15.977104
L333,129,38.0817,0.9100,9.781635
L333,130,37.1230,0.8996,11.715359
L333,131,34.4723,0.8426,20.399963
L333,132,33.9329,0.8294,22.681568
L333,133,38.1013,0.9153,9.363045
L333,134,37.6775,0.9062,10.516106
L333,135,37.6712,0.9119,10.649532
L333,136,37.1949,0.9079,11.740726
L333,137,37.1976,0.9006,11.308353
L333,138,36.6710,0.8865,13.291119
L333,139,37.0364,0.9044,12.216621
L333,140,36.4431,0.8960,13.802071
L333,141,36.9493,0.9085,11.620823
L333,142,37.1126,0.9053,11.976234
L333,143,37.8081,0.9144,10.217613
L333,144,33.6253,0.8098,24.220795
L333,145,38.0221,0.9070,9.842262
L333,146,38.1357,0.9108,9.613747
L333,147,39.2837,0.9169,7.628448
L333,148,33.9416,0.8178,22.885792
L333,149,35.1204,0.8486,18.477211
L333,150,39.1697,0.9157,7.823551
L333,151,35.9825,0.8885,14.926689
L333,152,38.1375,0.9178,9.518818
L333,153,36.9578,0.9023,11.580353
L333,154,37.0997,0.9040,12.020576
L333,155,34.0156,0.8195,22.643829
L333,156,33.5366,0.8075,24.520672
L333,157,34.8013,0.8446,19.522625
L333,158,39.2688,0.9173,7.630455
L333,159,36.3908,0.8827,14.166405
L333,160,34.1927,0.8226,21.976288
L333,161,37.3083,0.9080,11.665070
L333,162,38.1798,0.9131,9.459156
L333,163,34.4674,0.8356,20.622543
L333,164,36.0613,0.8918,14.694588
L333,165,38.1979,0.9127,9.498089
L333,166,33.6872,0.8110,23.654198
L333,167,37.0636,0.9092,11.404823
L333,168,37.7039,0.9124,9.982231
L333,169,39.2047,0.9165,7.725319
L333,170,37.9738,0.9084,9.998955
L333,171,34.4134,0.8276,21.138905
L333,172,38.1444,0.9064,9.677818
L333,173,35.2920,0.8520,17.797932
L333,174,35.7481,0.8681,16.134212
L333,175,34.4326,0.8268,21.013538
L333,176,37.9944,0.9043,10.038685
L333,177,37.2587,0.9102,11.572502
L333,178,37.2540,0.9098,11.620914
L333,179,36.6460,0.8873,13.376793
L333,180,38.5249,0.9150,8.838566
L333,181,34.2293,0.8324,21.699234
L333,182,37.4120,0.9102,11.058720
L333,183,36.4305,0.8832,13.900394
L333,184,37.9082,0.9135,9.724079
L333,185,37.9929,0.9055,10.047249
L333,186,33.7654,0.8174,23.562836
L333,187,36.3340,0.8886,14.003365
L333,188,34.5325,0.8370,20.461460
L333,189,37.0214,0.9066,12.242561
L333,190,36.4520,0.8863,13.569592
L333,191,37.2702,0.9072,11.712074
L333,192,34.9605,0.8446,19.045422
L333,193,38.6251,0.9181,8.686028
L333,194,37.1730,0.9036,12.013535
L333,195,34.5602,0.8371,20.367249
L333,196,37.3256,0.9081,11.648308
L333,197,36.4192,0.8839,14.056240
L333,198,36.4519,0.8923,13.860081
L333,199,36.7966,0.8895,12.956760
L333,200,34.8047,0.8454,19.443005
L333,201,35.1475,0.8493,18.330948
L333,202,38.0614,0.9076,9.743011
L333,203,37.4879,0.9110,10.912907
L333,204,34.5238,0.8314,20.728001
L333,205,33.5675,0.8109,24.266609
L333,206,37.0546,0.9056,12.167450
L333,207,37.7540,0.9069,10.385803
L333,208,36.6182,0.8864,13.510166
L333,209,36.3363,0.8763,14.432003
L333,210,37.1895,0.9074,11.750259
L333,211,37.9351,0.9147,10.085861
L333,212,35.5622,0.8631,16.728024
L333,213,36.8465,0.9060,12.407845
L333,214,35.5947,0.8655,16.723358
L333,215,37.4623,0.9097,11.015579
L333,216,39.2507,0.9183,7.634281
L333,217,37.0781,0.9057,12.063194
L333,218,39.2002,0.9166,7.745018
L333,219,33.6325,0.8092,24.322407
L333,220,37.5723,0.9126,10.682034
L333,221,37.4491,0.9104,11.104820
L333,222,37.2721,0.9045,11.763454
L333,223,38.1205,0.9076,9.735561
L333,224,36.6338,0.8858,13.469151
L333,225,35.3744,0.8619,17.541977
L333,226,38.3034,0.9133,9.282188
L333,227,34.9890,0.8440,18.973389
L333,228,34.9709,0.8435,19.031876
L333,229,37.1512,0.9006,11.522392
L333,230,35.5510,0.8572,16.922169
L333,231,39.2386,0.9172,7.680275
L333,232,34.5292,0.8289,20.612370
L333,233,36.7328,0.8884,13.201847
L333,234,38.6286,0.9185,8.673969
L333,235,36.3803,0.8777,14.299175
L333,236,38.0206,0.9053,9.927971
L333,237,38.0372,0.9055,9.941460
L333,238,37.5148,0.8987,11.235886
L333,239,37.1878,0.9081,11.746433
L333,240,37.6140,0.9073,10.503979
L333,241,36.4939,0.8849,13.920376
L333,242,37.2195,0.9085,11.748898
L333,243,36.2870,0.8845,13.854359
L333,244,37.0243,0.9020,12.371662
L333,245,36.7981,0.8892,13.032112
L333,246,37.2365,0.9071,11.797440
L333,247,34.3699,0.8300,21.195972
L333,248,38.2433,0.9083,9.505119
L333,249,37.1701,0.9105,11.645760
L333,250,37.2281,0.9068,11.794651
L333,251,38.6821,0.9104,8.673122
L333,252,34.9516,0.8457,19.022720
L333,253,36.0186,0.8897,14.846725
L333,254,37.5436,0.9080,10.639099
L333,255,36.5047,0.8898,13.624485
