Scan,Image_name, PSNR, SSIM, MSE
L067,0,36.5145,0.8779,14.022560
L067,1,36.5965,0.8808,13.758003
L067,2,37.1318,0.8984,12.167442
L067,3,33.8765,0.8350,23.836502
L067,4,37.1505,0.9009,12.013603
L067,5,36.8764,0.8953,12.864349
L067,6,37.2462,0.9139,11.715237
L067,7,33.7925,0.8223,24.442711
L067,8,33.5029,0.8262,25.561665
L067,9,36.6375,0.8809,13.654408
L067,10,36.5288,0.8838,13.840916
L067,11,37.5070,0.8927,11.326904
L067,12,36.2084,0.8799,14.796673
L067,13,36.1289,0.8909,14.691998
L067,14,37.6898,0.8905,10.929142
L067,15,35.8492,0.8972,15.458363
L067,16,35.6617,0.8736,16.578754
L067,17,36.7993,0.8947,13.000099
L067,18,37.9318,0.8964,10.354565
L067,19,35.6164,0.8741,16.761890
L067,20,35.0368,0.8614,18.733833
L067,21,36.5043,0.8811,14.011734
L067,22,33.5798,0.8195,25.305058
L067,23,36.8701,0.9152,12.185417
L067,24,36.5782,0.8837,13.741848
L067,25,37.0870,0.8857,12.421070
L067,26,36.8003,0.9007,12.896320
L067,27,37.8724,0.8971,10.444012
L067,28,36.4353,0.8798,14.237694
L067,29,36.8008,0.8946,12.935658
L067,30,36.8004,0.8938,13.052197
L067,31,35.5540,0.8914,16.435833
L067,32,37.2772,0.8903,11.877029
L067,33,33.3773,0.8218,26.220039
L067,34,37.5375,0.9173,10.926826
L067,35,33.7376,0.8266,24.430653
L067,36,36.3662,0.8800,14.374187
L067,37,35.7925,0.8809,15.811596
L067,38,36.5271,0.8881,13.829189
L067,39,33.8344,0.8287,24.204624
L067,40,36.5001,0.8777,14.054092
L067,41,36.0277,0.8757,15.592068
L067,42,37.3694,0.9032,11.462093
L067,43,36.1325,0.8990,14.475403
L067,44,34.7965,0.8559,19.838112
L067,45,34.8660,0.8546,19.708942
L067,46,34.4030,0.8448,21.547100
L067,47,35.2996,0.8876,17.372639
L067,48,33.7941,0.8232,24.319439
L067,49,33.4524,0.8224,25.808743
L067,50,33.4805,0.8158,25.819729
L067,51,33.1630,0.8061,27.442261
L067,52,36.7806,0.9043,13.021599
L067,53,35.1867,0.8662,18.406250
L067,54,37.3839,0.9086,11.469196
L067,55,36.5160,0.9108,13.229221
L067,56,33.7987,0.8268,24.282196
L067,57,35.8052,0.8776,16.172516
L067,58,36.8235,0.9146,12.289745
L067,59,36.5103,0.8964,13.731800
L067,60,35.6323,0.8946,16.112801
L067,61,36.6834,0.8940,13.401581
L067,62,36.2906,0.8773,14.623199
L067,63,37.9303,0.8972,10.360138
L067,64,36.3028,0.8830,14.607578
L067,65,37.9614,0.8990,10.254250
L067,66,37.4468,0.9130,11.182251
L067,67,33.4410,0.8145,26.010983
L067,68,36.4457,0.9088,13.399731
