Scan,Image_name, PSNR, SSIM, MSE
L506,0,41.2399,0.9487,4.864136
L506,1,41.1990,0.9498,4.883965
L506,2,43.3950,0.9634,2.961983
L506,3,41.4609,0.9504,4.632309
L506,4,41.3098,0.9512,4.768501
L506,5,40.9892,0.9480,5.141823
L506,6,40.7964,0.9475,5.374908
L506,7,41.7868,0.9523,4.295563
L506,8,39.8201,0.9321,6.720840
L506,9,43.1352,0.9626,3.140553
L506,10,42.0427,0.9568,4.047020
L506,11,40.7189,0.9487,5.467548
L506,12,41.3010,0.9503,4.791943
L506,13,40.5316,0.9442,5.699600
L506,14,42.0570,0.9573,4.030727
L506,15,40.8003,0.9490,5.373013
L506,16,40.9677,0.9493,5.152924
L506,17,43.4381,0.9647,2.941360
L506,18,38.9413,0.9222,8.208691
L506,19,39.7173,0.9296,6.886070
L506,20,42.0455,0.9561,4.042439
L506,21,41.0595,0.9491,5.044018
L506,22,39.8889,0.9320,6.629063
L506,23,40.6578,0.9469,5.549469
L506,24,40.7312,0.9476,5.442219
L506,25,40.6163,0.9473,5.563171
L506,26,41.2583,0.9512,4.828796
L506,27,41.1285,0.9493,4.983246
L506,28,37.8696,0.9083,10.456718
L506,29,39.1671,0.9249,7.795135
L506,30,39.8369,0.9393,6.607746
L506,31,38.4141,0.9134,9.267910
L506,32,43.2666,0.9638,3.057117
L506,33,42.5785,0.9593,3.577461
L506,34,40.2188,0.9442,6.109787
L506,35,38.4630,0.9112,9.185394
L506,36,41.2217,0.9507,4.854336
L506,37,38.4620,0.9125,9.171951
L506,38,40.3300,0.9450,5.982780
L506,39,40.5816,0.9460,5.639668
L506,40,40.6205,0.9468,5.580135
L506,41,39.8446,0.9395,6.522518
L506,42,40.4700,0.9448,5.777920
L506,43,43.4566,0.9659,2.926899
L506,44,37.7724,0.9072,10.703136
L506,45,35.8486,0.8702,15.955021
L506,46,40.1363,0.9435,6.110207
L506,47,38.3937,0.9167,9.320801
L506,48,40.9300,0.9502,5.203117
L506,49,40.1760,0.9440,6.076244
L506,50,39.6475,0.9375,6.935078
L506,51,39.4387,0.9282,7.296143
L506,52,40.3739,0.9460,5.892921
L506,53,40.1827,0.9431,6.061737
L506,54,40.4071,0.9468,5.859097
L506,55,39.9472,0.9405,6.341862
L506,56,42.1511,0.9568,3.945930
L506,57,40.2516,0.9378,6.079834
L506,58,43.0365,0.9614,3.222939
L506,59,42.4166,0.9591,3.710941
L506,60,40.8233,0.9463,5.340591
L506,61,41.1504,0.9497,4.928715
L506,62,39.8763,0.9313,6.638653
L506,63,42.5005,0.9599,3.637634
