Scan,Image_name, PSNR, SSIM, MSE
L109,0,37.9000,0.9371,8.919769
L109,1,36.8891,0.9016,12.276665
L109,2,37.0412,0.9035,11.807655
L109,3,35.0283,0.8567,18.577637
L109,4,37.6744,0.9350,9.294582
L109,5,35.4996,0.8697,16.678898
L109,6,35.4046,0.8678,17.108555
L109,7,34.5872,0.8371,20.186428
L109,8,35.5799,0.8732,16.332203
L109,9,36.9195,0.9239,11.148674
L109,10,35.0512,0.8559,18.508316
L109,11,36.8994,0.8994,12.345566
L109,12,36.5032,0.9016,12.800369
L109,13,35.2192,0.8615,17.798573
L109,14,35.1269,0.8613,18.149067
L109,15,37.9375,0.9366,8.969887
L109,16,36.9335,0.9037,11.960575
L109,17,37.0850,0.9041,11.703243
L109,18,34.9720,0.8548,18.761086
L109,19,35.5306,0.8731,16.542786
L109,20,36.5257,0.8938,13.271179
L109,21,37.4106,0.9090,10.965763
L109,22,36.2865,0.8873,13.959751
L109,23,35.2305,0.8643,17.693275
L109,24,36.1684,0.8848,14.470058
L109,25,36.3623,0.8873,13.873726
L109,26,37.0044,0.9012,11.955307
L109,27,35.0985,0.8558,18.357670
L109,28,35.2919,0.8640,17.572712
L109,29,34.9855,0.8587,18.668564
L109,30,34.6465,0.8494,19.962921
L109,31,34.7535,0.8408,19.583828
L109,32,35.0083,0.8580,18.611488
L109,33,35.6140,0.8702,16.395748
L109,34,36.3564,0.8914,13.746830
L109,35,34.8748,0.8453,19.244160
L109,36,36.6395,0.8964,12.936054
L109,37,35.1111,0.8641,18.015862
L109,38,35.8723,0.8778,15.299618
L109,39,37.9792,0.9419,8.661774
L109,40,37.4488,0.9091,10.850838
L109,41,37.8498,0.9394,8.862717
L109,42,36.8847,0.8990,12.282227
L109,43,35.8125,0.8790,15.634178
L109,44,35.8089,0.8758,15.685654
L109,45,35.8447,0.8785,15.560841
L109,46,36.2168,0.8888,14.167263
L109,47,38.1866,0.9289,8.836143
L109,48,34.8671,0.8554,19.092197
L109,49,34.2262,0.8268,21.754566
L109,50,36.4881,0.9025,12.935207
L109,51,36.3091,0.8847,14.118740
L109,52,37.9734,0.9416,8.701057
L109,53,34.5965,0.8381,20.163319
L109,54,36.4407,0.8948,13.510300
L109,55,36.6218,0.8955,13.036453
L109,56,38.2017,0.9352,8.547977
L109,57,37.8740,0.9393,8.866039
L109,58,36.3804,0.8889,13.730293
L109,59,35.1039,0.8554,18.347313
