Scan,Image_name, PSNR, SSIM, MSE
L310,0,38.7278,0.9235,8.472542
L310,1,38.4702,0.9240,8.941563
L310,2,38.0692,0.9094,9.951431
L310,3,38.2291,0.9097,9.635571
L310,4,37.2353,0.8933,11.897461
L310,5,42.0010,0.9509,4.098949
L310,6,36.8252,0.8859,13.051083
L310,7,37.0353,0.8957,12.170792
L310,8,37.7985,0.9066,10.516781
L310,9,37.4555,0.9024,11.282070
L310,10,38.2787,0.9112,9.519627
L310,11,35.3155,0.8524,17.840576
L310,12,35.6024,0.8603,16.789993
L310,13,38.5648,0.9174,8.799889
L310,14,41.8851,0.9496,4.205017
L310,15,38.4730,0.9194,8.964081
L310,16,34.8621,0.8380,19.470104
L310,17,37.8320,0.9075,10.434959
L310,18,37.3781,0.9024,11.301674
L310,19,38.1387,0.9083,9.803108
L310,20,37.4932,0.9089,11.166363
L310,21,37.7071,0.9041,10.748474
L310,22,35.2588,0.8492,18.126232
L310,23,38.6731,0.9168,8.707035
L310,24,38.2472,0.9099,9.584194
L310,25,38.7222,0.9266,8.402618
L310,26,40.4517,0.9401,5.809418
L310,27,38.1717,0.9096,9.720757
L310,28,37.3805,0.8928,11.600807
L310,29,37.5800,0.9100,10.897232
L310,30,38.8888,0.9188,8.301773
L310,31,41.9763,0.9507,4.119370
L310,32,38.2880,0.9111,9.456989
L310,33,37.1163,0.9019,12.119724
L310,34,38.5343,0.9166,8.939816
L310,35,35.3248,0.8507,17.770451
L310,36,35.6738,0.8632,16.496090
L310,37,37.8622,0.9071,10.375381
L310,38,35.3438,0.8505,17.725330
L310,39,37.5638,0.8964,11.147491
L310,40,38.3068,0.9089,9.449535
L310,41,37.7719,0.9087,10.514923
L310,42,38.7260,0.9176,8.580509
L310,43,38.2799,0.9144,9.379311
L310,44,38.6620,0.9159,8.702229
L310,45,35.4597,0.8540,17.288513
L310,46,37.6536,0.8994,10.879124
L310,47,38.3626,0.9222,9.092636
L310,48,36.4200,0.8745,14.279018
L310,49,37.3859,0.8933,11.597576
L310,50,35.8587,0.8663,15.926472
L310,51,38.2565,0.9197,9.321129
L310,52,36.3888,0.8739,14.420200
L310,53,38.4907,0.9153,9.037666
L310,54,41.3062,0.9462,4.797844
L310,55,38.4490,0.9163,9.105125
L310,56,40.5152,0.9399,5.746838
L310,57,38.1317,0.9094,9.762638
L310,58,36.4890,0.8794,13.984726
L310,59,40.2149,0.9377,6.138836
L310,60,38.3887,0.9230,9.090519
L310,61,38.4012,0.9224,9.019390
L310,62,37.1437,0.8968,11.974747
L310,63,35.1764,0.8453,18.414253
L310,64,35.3508,0.8517,17.694458
L310,65,35.5866,0.8575,16.997089
L310,66,37.3399,0.9050,11.551228
L310,67,38.8458,0.9212,8.375679
L310,68,38.5897,0.9188,8.884926
L310,69,37.9055,0.9100,10.220829
L310,70,37.8211,0.9057,10.494072
L310,71,35.5489,0.8556,17.120483
L310,72,38.5208,0.9167,9.006283
L310,73,40.5548,0.9413,5.677776
L310,74,38.1260,0.9089,9.747337
L310,75,41.0312,0.9457,5.113503
L310,76,35.5678,0.8612,16.956726
L310,77,38.9636,0.9251,8.136959
L310,78,38.6999,0.9180,8.592232
L310,79,35.6409,0.8578,16.741665
L310,80,40.2116,0.9381,6.157085
L310,81,34.9216,0.8419,19.282894
L310,82,35.8046,0.8624,16.178768
L310,83,39.9569,0.9371,6.491203
L310,84,37.9306,0.9082,10.266697
L310,85,36.1467,0.8678,15.100471
L310,86,37.9658,0.9054,10.221279
L310,87,37.8067,0.9065,10.542511
L310,88,35.9501,0.8678,15.700981
L310,89,37.9973,0.9117,10.007431
L310,90,39.7892,0.9351,6.742966
L310,91,41.9883,0.9509,4.107018
L310,92,38.5648,0.9166,8.919991
L310,93,35.5213,0.8567,17.207764
L310,94,35.3358,0.8558,17.622643
L310,95,37.3840,0.8992,11.540340
L310,96,38.0698,0.9101,9.900185
L310,97,38.7891,0.9182,8.490074
L310,98,38.2289,0.9124,9.635948
L310,99,37.7536,0.9069,10.587944
L310,100,38.4337,0.9236,8.965061
L310,101,37.4052,0.9022,11.292156
L310,102,38.4171,0.9132,9.166805
L310,103,38.1987,0.9090,9.678951
L310,104,39.4287,0.9318,7.305328
L310,105,38.3898,0.9127,9.249180
L310,106,40.3827,0.9397,5.912033
L310,107,36.3548,0.8747,14.436935
L310,108,38.5298,0.9136,9.010960
L310,109,38.8599,0.9191,8.337376
L310,110,38.3956,0.9128,9.254242
L310,111,38.4472,0.9133,9.128483
L310,112,38.5550,0.9167,8.859509
L310,113,37.8758,0.9142,10.176086
L310,114,38.3244,0.9141,9.413681
L310,115,38.5806,0.9142,8.909637
L310,116,40.5212,0.9404,5.740719
L310,117,38.7282,0.9247,8.415070
L310,118,38.7128,0.9165,8.608109
L310,119,38.2344,0.9093,9.605095
L310,120,38.2242,0.9106,9.634888
L310,121,40.6682,0.9420,5.542969
L310,122,37.3305,0.8937,11.686607
L310,123,38.6549,0.9194,8.684540
L310,124,38.8087,0.9196,8.399445
L310,125,39.3438,0.9300,7.443016
L310,126,41.3292,0.9475,4.781254
L310,127,35.4638,0.8552,17.337173
L310,128,36.1781,0.8705,14.972309
L310,129,37.7845,0.9072,10.608440
L310,130,35.7794,0.8628,16.244362
L310,131,38.3865,0.9120,9.260372
L310,132,37.0095,0.8912,12.569790
L310,133,38.5603,0.9153,8.890324
L310,134,38.6007,0.9156,8.831837
L310,135,37.0045,0.8849,12.586761
L310,136,38.4246,0.9233,9.026527
L310,137,35.7181,0.8592,16.401478
L310,138,38.4298,0.9235,8.999649
L310,139,38.1686,0.9189,9.576389
L310,140,35.2063,0.8475,18.227768
L310,141,35.2965,0.8479,17.996738
L310,142,35.9276,0.8685,15.733028
L310,143,38.4145,0.9141,9.135162
L310,144,35.8650,0.8639,15.982891
L310,145,38.3171,0.9223,9.238415
L310,146,38.8632,0.9180,8.337860
L310,147,37.5310,0.9044,11.088318
L310,148,39.4398,0.9317,7.270817
L310,149,35.5446,0.8568,17.047375
L310,150,38.3970,0.9234,9.057758
L310,151,38.2055,0.9093,9.668285
L310,152,38.6153,0.9146,8.810574
L310,153,38.1639,0.9106,9.778511
L310,154,37.5838,0.8965,11.103119
L310,155,37.8211,0.9063,10.427608
L310,156,37.2287,0.8987,11.877136
L310,157,35.4536,0.8544,17.409088
L310,158,39.5541,0.9320,7.118698
L310,159,39.4681,0.9323,7.240379
L310,160,35.2543,0.8485,18.083714
L310,161,35.9276,0.8650,15.705643
L310,162,36.4221,0.8743,14.147793
L310,163,35.3503,0.8496,17.786667
L310,164,37.3158,0.9006,11.455002
L310,165,38.4958,0.9141,9.030903
L310,166,38.4580,0.9152,9.143509
L310,167,38.6812,0.9245,8.554840
L310,168,40.4762,0.9399,5.793964
L310,169,38.1654,0.9130,9.693226
L310,170,40.5244,0.9412,5.727760
L310,171,39.2398,0.9294,7.651756
L310,172,35.5471,0.8574,17.097412
L310,173,38.4746,0.9147,9.046524
L310,174,38.4293,0.9146,9.072189
L310,175,35.8379,0.8644,16.055321
L310,176,37.6884,0.9111,10.664085
L310,177,36.1367,0.8705,15.088104
L310,178,41.0532,0.9446,5.088543
L310,179,39.2168,0.9292,7.634155
L310,180,37.2691,0.8959,11.861675
L310,181,37.3851,0.8944,11.533333
L310,182,38.8170,0.9188,8.405586
L310,183,40.6202,0.9418,5.612709
L310,184,38.5968,0.9154,8.812695
L310,185,36.7482,0.8853,13.220451
L310,186,38.1812,0.9075,9.722462
L310,187,35.9170,0.8669,15.750221
L310,188,38.6539,0.9161,8.788963
L310,189,35.1060,0.8479,18.559895
L310,190,38.9209,0.9231,8.241890
L310,191,38.6155,0.9158,8.767208
L310,192,35.7913,0.8624,16.228310
L310,193,37.4367,0.9002,11.411625
L310,194,35.8099,0.8638,16.154335
L310,195,38.7418,0.9194,8.533257
L310,196,38.9525,0.9213,8.148212
L310,197,37.4204,0.8958,11.501644
L310,198,35.6738,0.8622,16.573605
L310,199,37.3861,0.9053,11.394970
L310,200,38.3542,0.9136,9.338360
L310,201,35.5227,0.8586,17.041576
L310,202,40.9520,0.9449,5.179497
L310,203,37.4623,0.9000,11.315323
L310,204,40.1872,0.9366,6.194019
L310,205,38.9158,0.9222,8.233196
L310,206,38.1109,0.9123,9.765587
L310,207,38.2955,0.9208,9.265545
L310,208,38.4800,0.9152,9.028141
L310,209,36.0374,0.8708,15.321407
L310,210,37.9734,0.9065,10.153339
L310,211,38.2215,0.9112,9.652794
L310,212,37.4740,0.8958,11.350510
L310,213,35.7249,0.8603,16.514000
L310,214,40.3725,0.9385,5.943638
L310,215,37.3553,0.8922,11.645466
L310,216,38.3643,0.9224,9.136600
L310,217,40.4067,0.9390,5.872353
L310,218,38.3054,0.9224,9.260246
L310,219,37.0380,0.8916,12.454880
L310,220,41.5250,0.9473,4.560364
L310,221,36.3199,0.8716,14.437424
L310,222,36.5381,0.8815,13.885124
