Scan,Image_name, PSNR, SSIM, MSE
L310,0,33.6606,0.8937,19.436249
L310,1,32.6384,0.8176,26.687580
L310,2,33.2931,0.8761,21.583652
L310,3,35.0897,0.8777,16.985085
L310,4,35.5203,0.8884,15.555672
L310,5,35.7286,0.8912,14.949352
L310,6,37.0937,0.9219,10.798820
L310,7,35.3857,0.8899,15.475502
L310,8,34.2430,0.9093,17.323997
L310,9,33.5320,0.8629,21.664520
L310,10,33.2674,0.8272,24.547230
L310,11,35.0722,0.8808,17.039070
L310,12,33.6338,0.8416,22.591145
L310,13,33.1124,0.8272,24.875126
L310,14,32.5194,0.8090,27.620640
L310,15,35.5851,0.8931,15.202271
L310,16,34.7149,0.8732,18.351349
L310,17,34.9997,0.8798,17.271187
L310,18,34.8643,0.8722,17.710690
L310,19,36.1404,0.8996,13.611649
L310,20,34.5705,0.8624,18.961838
L310,21,33.3926,0.8320,23.771912
L310,22,32.6341,0.8144,26.805607
L310,23,33.0259,0.8250,25.148495
L310,24,35.5932,0.8943,15.096695
L310,25,32.9552,0.8237,25.616360
L310,26,36.1321,0.8996,13.739536
L310,27,35.5327,0.8877,15.698719
L310,28,35.4520,0.8887,15.560669
L310,29,35.5349,0.8948,14.923912
L310,30,35.7015,0.8919,14.956585
L310,31,36.2449,0.9129,12.762325
L310,32,32.6469,0.8154,26.794479
L310,33,35.6183,0.8964,14.768528
L310,34,35.8229,0.8984,14.240917
L310,35,34.4077,0.8596,19.505577
L310,36,36.1874,0.9117,13.001129
L310,37,35.7018,0.8992,14.431774
L310,38,38.3581,0.9401,8.158039
L310,39,34.6110,0.8643,18.703621
L310,40,37.2025,0.9255,10.394806
L310,41,33.8673,0.8813,19.565845
L310,42,35.9290,0.8933,14.389793
L310,43,33.0269,0.8260,25.137238
L310,44,32.7594,0.8256,25.715645
L310,45,37.3807,0.9305,9.945721
L310,46,36.0187,0.8992,13.934406
L310,47,34.7861,0.8696,18.035339
L310,48,33.0421,0.8258,25.340004
L310,49,34.9484,0.8714,17.613342
L310,50,33.8647,0.8393,22.238014
L310,51,34.0548,0.9088,17.474319
L310,52,34.8171,0.8780,17.809704
L310,53,33.6427,0.8930,19.500576
L310,54,33.0119,0.8262,25.290813
L310,55,35.5864,0.8934,15.034733
L310,56,38.6533,0.9417,7.737621
L310,57,33.0417,0.8299,25.304920
L310,58,35.7577,0.8988,14.354599
L310,59,32.9786,0.8174,25.970230
L310,60,35.4176,0.8851,15.788883
L310,61,33.1981,0.8269,24.836082
L310,62,33.9509,0.9034,17.990799
L310,63,35.7529,0.8923,14.887341
L310,64,34.3601,0.9030,17.122089
L310,65,35.5839,0.8879,15.343163
L310,66,35.9482,0.8945,14.160507
L310,67,35.4487,0.8910,15.273685
L310,68,35.3808,0.8842,16.056110
L310,69,35.8561,0.8947,14.580173
L310,70,34.1410,0.9041,17.816624
L310,71,33.3197,0.8347,24.101181
L310,72,38.4971,0.9388,8.033920
L310,73,35.6655,0.8955,14.855255
L310,74,33.1293,0.8241,25.137741
L310,75,37.2368,0.9267,10.340286
L310,76,38.6717,0.9428,7.762577
L310,77,37.3602,0.9298,10.022667
L310,78,35.8464,0.8937,14.579597
L310,79,35.5988,0.8898,15.235722
L310,80,35.8178,0.8941,14.658314
L310,81,33.6759,0.8438,22.452576
L310,82,34.5640,0.8699,18.847775
L310,83,33.4702,0.8858,20.591469
L310,84,33.8990,0.8981,18.668945
L310,85,33.8365,0.8488,21.884834
L310,86,35.5187,0.8881,15.545547
L310,87,34.7365,0.8685,18.122280
L310,88,35.3637,0.8875,15.729961
L310,89,37.0429,0.9227,10.862148
L310,90,32.8686,0.8212,26.014652
L310,91,36.1565,0.9000,13.664669
L310,92,35.9238,0.8963,14.311111
L310,93,35.7026,0.8988,14.398430
L310,94,35.0526,0.8787,17.184517
L310,95,36.9525,0.9212,10.978321
L310,96,35.3983,0.8867,15.753971
L310,97,37.3607,0.9278,10.125610
L310,98,33.1573,0.8328,24.692204
L310,99,36.7594,0.9213,11.511135
L310,100,35.7031,0.8925,14.867012
L310,101,36.0530,0.8986,13.974461
L310,102,34.8654,0.8752,17.741467
L310,103,38.0030,0.9366,8.809376
L310,104,38.7889,0.9431,7.567463
L310,105,35.5761,0.8957,14.876312
L310,106,35.7782,0.8919,14.917774
L310,107,34.5920,0.8671,18.723804
L310,108,36.0129,0.8994,13.854305
L310,109,37.4699,0.9298,9.875237
L310,110,36.9986,0.9235,10.826141
L310,111,35.6457,0.8973,14.555855
L310,112,35.9012,0.9065,13.746414
L310,113,34.5249,0.8686,19.073624
L310,114,32.8542,0.8400,24.694889
L310,115,32.6487,0.8145,26.866840
L310,116,35.8291,0.8958,14.589703
L310,117,37.1817,0.9256,10.452366
L310,118,36.1567,0.8989,13.660793
L310,119,33.3362,0.8312,24.093819
L310,120,33.2490,0.8321,24.570656
L310,121,34.9110,0.8771,17.629025
L310,122,34.9132,0.8775,17.504150
L310,123,33.4804,0.8369,23.382992
L310,124,34.8148,0.8759,17.933960
L310,125,36.2887,0.9142,12.597477
L310,126,35.2807,0.8826,16.397598
L310,127,33.2131,0.8765,21.753017
L310,128,34.5349,0.9110,16.501301
L310,129,34.8667,0.8719,17.749603
L310,130,36.3215,0.9153,12.509850
L310,131,34.8094,0.8716,17.958736
L310,132,33.1348,0.8279,25.039700
L310,133,35.5294,0.8885,15.445137
L310,134,34.5567,0.9149,16.193550
L310,135,32.6099,0.8183,26.662251
L310,136,34.7726,0.8727,18.180744
L310,137,35.3980,0.8872,15.718006
L310,138,36.4234,0.9156,12.318218
L310,139,32.8344,0.8189,26.181870
L310,140,35.0372,0.8789,16.914658
L310,141,38.7579,0.9439,7.605652
L310,142,35.2474,0.8837,16.578201
L310,143,33.8720,0.8996,18.648434
L310,144,35.4083,0.8862,15.854160
L310,145,32.6615,0.8192,26.441231
L310,146,35.5677,0.8939,15.025383
L310,147,33.5814,0.8376,23.043240
L310,148,33.4634,0.8874,20.227703
L310,149,33.5840,0.8397,23.088646
L310,150,35.5842,0.8916,15.236412
L310,151,37.2374,0.9248,10.420834
L310,152,36.0043,0.8977,14.121891
L310,153,35.8265,0.8977,14.439522
L310,154,33.3065,0.8309,24.384602
L310,155,33.8325,0.8473,21.948677
L310,156,33.3422,0.8304,24.227570
L310,157,33.6406,0.8926,19.709496
L310,158,37.1204,0.9227,10.719990
L310,159,32.7374,0.8292,25.640572
L310,160,38.5855,0.9406,7.900532
L310,161,35.8245,0.8945,14.480621
L310,162,34.0464,0.9050,17.741425
L310,163,35.9240,0.8968,14.237034
L310,164,33.7105,0.8415,22.548035
L310,165,33.4604,0.8593,22.103714
L310,166,36.0538,0.9105,13.255367
L310,167,32.9866,0.8225,25.661079
L310,168,33.5316,0.8332,23.430641
L310,169,35.7080,0.8992,14.339642
L310,170,35.8528,0.8945,14.558708
L310,171,34.8978,0.8761,17.614712
L310,172,33.3197,0.8304,24.347431
L310,173,34.9903,0.8787,17.202427
L310,174,33.2699,0.8812,21.291397
L310,175,36.3857,0.9170,12.344948
L310,176,35.2831,0.8848,16.011238
L310,177,33.7067,0.8685,20.784748
L310,178,33.3607,0.8355,23.957512
L310,179,36.8571,0.9211,11.079189
L310,180,32.5715,0.8274,26.241871
L310,181,35.4090,0.8890,15.744057
L310,182,35.5898,0.8942,15.134022
L310,183,34.3735,0.8628,19.602413
L310,184,32.9619,0.8265,25.417255
L310,185,34.9505,0.8794,17.458603
L310,186,38.7830,0.9435,7.556824
L310,187,33.9331,0.8405,21.985783
L310,188,34.1254,0.9081,17.469635
L310,189,34.6746,0.8732,18.452553
L310,190,35.4492,0.8898,15.406399
L310,191,33.7735,0.8975,19.084076
L310,192,35.9021,0.8996,14.151123
L310,193,35.4353,0.8904,15.390553
L310,194,37.7016,0.9318,9.417583
L310,195,34.5999,0.8688,18.828140
L310,196,38.4271,0.9400,8.039791
L310,197,32.7607,0.8195,26.213871
L310,198,33.2759,0.8334,24.395370
L310,199,34.0729,0.9066,17.575214
L310,200,35.5088,0.8929,15.176193
L310,201,33.4765,0.8599,21.836731
L310,202,34.1527,0.9082,17.502213
