Scan,Image_name, PSNR, SSIM, MSE
L333,0,36.4449,0.8723,14.075340
L333,1,31.4269,0.7309,34.245228
L333,2,35.4601,0.8462,17.437134
L333,3,34.7783,0.8442,19.156189
L333,4,35.0178,0.8389,18.975842
L333,5,33.9258,0.8233,23.027157
L333,6,31.6525,0.7425,33.173714
L333,7,34.3014,0.8189,21.647644
L333,8,34.5189,0.8316,20.721397
L333,9,35.8743,0.8628,15.733124
L333,10,35.3769,0.8652,16.905361
L333,11,35.7894,0.8626,15.878582
L333,12,31.8334,0.7435,32.257355
L333,13,35.6816,0.8657,16.694332
L333,14,33.9898,0.8108,22.825809
L333,15,35.4944,0.8617,17.242596
L333,16,35.3862,0.8577,17.291634
L333,17,35.5150,0.8513,17.267155
L333,18,35.1922,0.8524,17.592564
L333,19,36.4024,0.8717,14.191898
L333,20,35.0681,0.8506,18.048321
L333,21,31.4782,0.7351,33.801697
L333,22,32.2763,0.7595,30.259605
L333,23,34.8258,0.8309,19.671635
L333,24,36.8801,0.8702,12.905853
L333,25,35.8563,0.8680,16.152519
L333,26,31.4951,0.7340,33.884392
L333,27,32.8435,0.7774,27.728725
L333,28,36.4223,0.8715,14.134594
L333,29,36.5058,0.8729,13.870773
L333,30,36.0236,0.8692,15.249767
L333,31,35.0224,0.8485,18.072163
L333,32,35.2049,0.8525,17.562443
L333,33,35.2885,0.8558,18.027451
L333,34,34.1940,0.8222,22.038143
L333,35,35.1483,0.8412,18.596195
L333,36,36.8522,0.8723,13.002533
L333,37,35.1646,0.8427,18.481396
L333,38,31.3268,0.7312,34.565632
L333,39,35.5020,0.8645,17.150124
L333,40,32.7968,0.7817,27.776348
L333,41,31.9944,0.7513,31.603195
L333,42,36.7339,0.8721,13.353428
L333,43,35.3340,0.8627,17.292645
L333,44,36.0218,0.8656,15.308491
L333,45,35.2322,0.8594,17.834187
L333,46,35.5916,0.8600,16.498810
L333,47,36.5639,0.8791,13.696247
L333,48,35.7479,0.8677,16.337109
L333,49,36.1455,0.8672,14.975876
L333,50,36.1728,0.8620,14.926708
L333,51,35.1303,0.8525,18.067371
L333,52,36.0569,0.8652,15.306381
L333,53,32.8291,0.7787,27.811592
L333,54,33.0050,0.7907,27.080788
L333,55,36.7425,0.8692,13.221909
L333,56,35.5926,0.8601,17.011337
L333,57,31.9322,0.7466,31.623951
L333,58,35.6477,0.8501,16.916763
L333,59,35.6507,0.8639,16.379345
L333,60,35.2684,0.8514,17.614674
L333,61,35.4558,0.8567,17.498409
L333,62,35.3871,0.8618,17.399113
L333,63,35.4563,0.8641,16.720699
L333,64,35.3865,0.8570,17.307728
L333,65,35.2300,0.8535,17.612518
L333,66,35.4693,0.8661,17.407631
L333,67,32.9080,0.7826,27.270054
L333,68,35.3044,0.8618,17.539112
L333,69,35.6472,0.8606,16.888683
L333,70,34.6570,0.8361,20.280960
L333,71,33.0369,0.8024,26.891785
L333,72,35.7770,0.8685,15.928375
L333,73,34.5617,0.8396,20.426895
L333,74,36.2407,0.8730,14.590763
L333,75,34.2141,0.8403,21.536953
L333,76,35.5290,0.8645,16.976902
L333,77,35.6350,0.8584,16.428669
L333,78,34.3567,0.8248,21.454235
L333,79,37.1202,0.8768,12.253941
L333,80,35.7441,0.8571,16.028805
L333,81,34.5057,0.8348,20.859730
L333,82,34.4846,0.8316,20.928108
L333,83,32.1128,0.7609,30.890488
L333,84,35.9635,0.8645,15.420517
L333,85,33.3357,0.7983,25.412399
L333,86,35.5093,0.8580,16.778526
L333,87,36.4869,0.8735,13.942162
L333,88,35.9503,0.8699,15.570442
L333,89,35.5489,0.8613,17.335060
L333,90,35.2325,0.8470,18.225990
L333,91,35.2970,0.8618,17.774849
L333,92,35.7016,0.8659,16.736359
L333,93,35.8898,0.8648,15.801167
L333,94,35.1866,0.8551,18.273335
L333,95,32.1923,0.7579,30.744732
L333,96,36.7265,0.8807,13.241287
L333,97,35.5211,0.8671,16.629360
L333,98,36.6039,0.8715,13.689804
L333,99,36.3444,0.8731,14.381420
L333,100,35.3975,0.8658,16.798271
L333,101,32.1542,0.7560,30.846546
L333,102,34.8303,0.8492,18.857681
L333,103,35.0875,0.8409,18.799843
L333,104,31.5351,0.7419,33.787281
L333,105,34.3315,0.8207,21.539219
L333,106,35.4607,0.8576,16.977455
L333,107,32.1512,0.7520,30.949127
L333,108,35.1913,0.8523,18.282265
L333,109,33.5213,0.8182,24.741631
L333,110,33.9187,0.8216,23.048943
L333,111,35.5332,0.8659,16.581532
L333,112,35.0631,0.8499,17.801346
L333,113,35.6228,0.8621,16.471653
L333,114,35.5796,0.8652,16.780842
L333,115,35.4111,0.8660,17.613937
L333,116,31.6127,0.7368,33.049957
L333,117,35.0399,0.8475,18.198746
L333,118,35.9935,0.8701,15.348358
L333,119,35.1107,0.8467,18.068802
L333,120,35.3952,0.8615,17.465347
L333,121,31.9391,0.7482,31.840271
L333,122,34.0411,0.8304,22.376369
L333,123,33.7561,0.8107,23.775967
L333,124,32.6828,0.8029,28.404682
L333,125,32.0010,0.7502,31.601734
L333,126,35.6952,0.8568,16.322895
L333,127,35.1716,0.8572,18.195961
L333,128,34.4844,0.8426,20.169582
L333,129,31.2009,0.7252,35.274540
L333,130,34.7770,0.8498,19.144127
L333,131,35.1123,0.8564,18.323978
L333,132,34.2377,0.8223,21.924187
L333,133,34.7675,0.8442,19.880024
L333,134,36.7423,0.8797,13.260490
L333,135,35.7982,0.8589,16.225510
L333,136,35.6986,0.8640,16.721165
L333,137,34.6781,0.8295,20.258747
L333,138,35.8529,0.8634,15.864029
L333,139,36.6590,0.8686,13.502590
L333,140,35.2720,0.8463,18.083076
L333,141,37.0240,0.8750,12.581264
L333,142,36.3319,0.8751,14.353615
L333,143,32.0409,0.7547,31.138546
