Scan,Image_name, PSNR, SSIM, MSE
L096,0,33.1488,0.7851,27.309589
L096,1,36.1134,0.8573,15.442730
L096,2,33.0862,0.7866,27.488991
L096,3,33.1538,0.7859,27.311188
L096,4,33.3630,0.7916,26.207211
L096,5,33.0584,0.7831,28.005920
L096,6,34.0593,0.8205,23.443256
L096,7,30.5817,0.7243,41.312336
L096,8,31.7295,0.7642,35.345417
L096,9,32.8102,0.7749,28.968666
L096,10,34.2963,0.8284,22.457088
L096,11,33.7489,0.8092,24.588634
L096,12,37.7768,0.8865,10.777927
L096,13,31.7411,0.7634,33.523113
L096,14,30.6304,0.7263,39.760769
L096,15,34.9399,0.8460,19.724289
L096,16,33.5286,0.8018,25.586502
L096,17,32.2639,0.7653,31.348976
L096,18,33.5005,0.8049,25.206017
L096,19,33.5310,0.7959,25.582432
L096,20,35.4129,0.8470,17.735931
L096,21,33.4489,0.7999,25.837288
L096,22,32.7135,0.7707,29.904152
L096,23,33.0744,0.7874,27.648712
L096,24,32.9672,0.7861,28.400070
L096,25,33.9354,0.8182,24.282383
L096,26,33.9982,0.8114,23.796806
L096,27,35.0810,0.8378,18.922066
L096,28,31.0802,0.7440,37.160637
L096,29,36.7391,0.8755,13.464123
L096,30,37.2871,0.8935,10.621773
L096,31,35.2151,0.8535,18.642464
L096,32,33.7590,0.8081,24.389416
L096,33,35.4789,0.8561,17.767559
L096,34,33.2464,0.7854,27.530315
L096,35,33.8375,0.8057,24.036076
L096,36,37.0727,0.8860,11.541935
L096,37,36.9392,0.8717,12.929588
L096,38,34.0988,0.8159,22.814266
L096,39,33.9006,0.8201,24.489120
L096,40,34.3319,0.8249,22.025265
L096,41,30.8416,0.7351,38.232605
L096,42,34.0185,0.8155,23.275993
L096,43,32.4518,0.7717,31.723320
L096,44,30.1609,0.7105,43.578609
L096,45,33.6203,0.8145,25.777756
L096,46,35.4018,0.8504,17.880329
L096,47,32.9286,0.7808,28.505600
L096,48,33.0273,0.7824,27.679508
L096,49,36.0435,0.8676,15.678513
L096,50,37.0948,0.8916,11.327713
L096,51,36.1627,0.8660,15.294308
L096,52,36.9016,0.8677,13.088963
L096,53,34.1678,0.8274,23.083439
L096,54,32.4610,0.7738,30.664570
L096,55,33.7748,0.8058,24.240200
L096,56,34.7901,0.8380,20.339661
L096,57,32.9705,0.7842,28.268589
L096,58,35.6163,0.8602,17.104912
L096,59,33.2373,0.7933,27.187126
L096,60,34.3253,0.8253,22.311470
L096,61,33.7920,0.7996,24.981827
L096,62,32.4995,0.7753,30.481876
L096,63,33.0451,0.7864,27.632622
L096,64,33.9539,0.8137,23.930893
L096,65,34.7459,0.8367,20.512753
L096,66,31.8741,0.7622,34.874142
L096,67,33.2401,0.7864,27.594913
L096,68,36.2131,0.8593,15.043598
L096,69,31.7869,0.7616,33.148636
L096,70,36.4973,0.8634,14.346596
L096,71,30.8338,0.7297,38.711903
L096,72,34.4449,0.8289,21.632710
L096,73,31.7386,0.7468,34.726810
L096,74,34.7120,0.8335,20.434357
L096,75,35.4283,0.8552,17.769203
L096,76,32.0164,0.7629,34.022652
L096,77,35.4826,0.8463,17.591496
L096,78,33.3672,0.7919,26.134197
L096,79,31.6311,0.7616,35.709507
L096,80,33.4623,0.7979,26.192657
