ImageName, PSNR, SSIM, MSE
07_patch07_33_001,26.5820,0.4963,62.724365
07_patch07_33_002,25.1046,0.4276,65.107910
07_patch07_33_003,25.9617,0.4621,65.033447
07_patch07_33_004,25.0496,0.4458,69.293945
07_patch07_34_000,27.1251,0.4951,62.807129
07_patch07_34_001,27.0627,0.5003,63.568848
07_patch07_34_002,26.3673,0.4902,64.527100
07_patch07_34_003,26.4322,0.4826,65.177490
07_patch07_34_004,27.4171,0.5261,59.486572
07_patch07_34_005,24.3576,0.4143,72.219238
07_patch07_34_006,24.8278,0.4354,69.505127
07_patch07_34_007,25.1386,0.4347,68.481689
07_patch07_34_008,24.6920,0.4146,69.241699
07_patch07_34_009,27.4259,0.5307,63.434814
07_patch07_34_010,25.9421,0.4541,65.900879
07_patch07_35_000,24.9280,0.4292,73.376221
07_patch07_35_001,25.8134,0.4572,69.132080
07_patch07_35_002,26.4363,0.4888,61.848389
07_patch07_35_003,25.1275,0.4347,70.053955
07_patch07_35_004,25.7577,0.4738,64.457275
07_patch07_35_005,25.7165,0.4437,66.478027
07_patch07_35_006,25.7316,0.4528,67.250000
07_patch07_35_007,23.6488,0.3965,73.109131
07_patch07_35_008,24.1014,0.4201,73.329834
07_patch07_35_009,25.3286,0.4484,67.394531
07_patch07_35_010,24.8157,0.4229,71.103760
07_patch07_35_011,24.1073,0.3818,76.429199
07_patch07_35_012,27.0205,0.5103,66.880615
07_patch07_35_013,25.5670,0.4447,70.459229
07_patch07_36_000,26.9389,0.4964,61.455566
07_patch07_36_001,26.1106,0.4696,62.729248
07_patch07_36_002,25.8840,0.4520,67.756836
07_patch07_36_003,24.6919,0.4454,75.684326
07_patch07_36_004,26.7402,0.4695,65.051270
07_patch07_36_005,25.3001,0.4523,72.521240
07_patch07_36_006,26.0132,0.4742,67.216064
07_patch07_36_007,27.8172,0.5291,57.800781
07_patch07_36_008,25.3783,0.4571,70.161133
07_patch07_36_009,27.7009,0.5113,58.967529
07_patch07_36_010,25.9542,0.4653,67.628418
07_patch07_36_011,25.8586,0.4546,67.616211
07_patch07_36_012,25.3404,0.4496,68.937500
07_patch07_36_013,25.2767,0.4538,66.998779
07_patch07_36_014,24.0648,0.3989,73.598633
07_patch07_36_015,24.0225,0.4154,75.159180
07_patch07_36_016,26.5646,0.4693,63.862305
07_patch07_36_017,25.1022,0.4508,71.720215
07_patch07_36_018,25.0880,0.4466,70.254150
07_patch07_36_019,25.9712,0.4885,63.986084
07_patch07_36_020,24.1941,0.4067,71.056152
07_patch07_36_021,26.9275,0.5020,62.113770
07_patch07_36_022,25.5654,0.4489,67.153076
07_patch07_37_000,25.3842,0.4385,68.281250
07_patch07_37_001,26.3740,0.4898,67.418945
07_patch07_37_002,25.1750,0.4576,72.633057
07_patch07_37_003,26.3622,0.4722,65.141846
07_patch07_37_004,24.3260,0.4465,77.959229
07_patch07_37_005,26.1838,0.4556,65.190918
07_patch07_37_006,25.1023,0.4644,69.588867
07_patch07_37_007,26.7922,0.4719,64.789551
07_patch07_37_008,25.2171,0.4506,69.599609
07_patch07_37_009,27.1955,0.4992,62.655762
07_patch07_37_010,24.5514,0.4353,73.066895
07_patch07_37_011,27.3932,0.5087,60.323975
07_patch07_37_012,25.5786,0.4713,69.289307
07_patch07_37_013,26.5315,0.4826,64.020752
07_patch07_37_014,24.9841,0.4371,72.631836
07_patch07_37_015,25.2597,0.4414,69.065918
07_patch07_37_016,24.5354,0.4260,69.969238
07_patch07_37_017,25.2294,0.4496,68.611328
07_patch07_37_018,25.4143,0.4620,69.356934
07_patch07_37_019,24.9525,0.4330,70.825684
07_patch07_37_020,25.2162,0.4091,66.451660
07_patch07_37_021,25.4894,0.4451,69.086670
07_patch07_37_022,25.2754,0.4403,67.180176
07_patch07_37_023,23.5193,0.4045,76.606934
07_patch07_37_024,24.2128,0.3960,72.742432
07_patch07_37_025,23.0060,0.3900,80.696045
07_patch07_37_026,24.9550,0.4066,72.520752
07_patch07_37_027,24.3898,0.4210,73.832275
07_patch07_37_028,24.9766,0.4246,68.612549
07_patch07_37_029,23.5737,0.4192,75.753418
07_patch07_37_030,24.2756,0.4139,73.452881
07_patch07_37_031,27.2665,0.5175,63.020508
07_patch07_37_032,25.1786,0.4524,70.217773
07_patch07_37_033,27.0651,0.5126,60.498779
07_patch07_37_034,23.8701,0.3856,73.228271
07_patch07_37_035,26.6759,0.4933,63.168701
07_patch07_37_036,24.4290,0.3988,72.332520
07_patch07_38_000,27.5436,0.5260,56.726318
07_patch07_38_001,26.2901,0.4847,65.467529
07_patch07_38_002,26.5289,0.4825,65.606689
07_patch07_38_003,26.3044,0.4879,64.155762
07_patch07_38_004,25.5993,0.4553,68.870850
07_patch07_38_005,25.3080,0.4494,70.860596
07_patch07_38_006,24.9017,0.4364,71.395996
07_patch07_38_007,24.3337,0.4318,72.845703
07_patch07_38_008,26.0091,0.4580,68.182373
07_patch07_38_009,24.2049,0.4030,75.190430
07_patch07_38_010,26.0205,0.4633,66.377197
07_patch07_38_011,24.8587,0.4453,74.364014
07_patch07_38_012,26.5064,0.4800,65.297119
07_patch07_38_013,24.8095,0.4588,74.411865
07_patch07_38_014,26.1273,0.4488,67.115967
07_patch07_38_015,24.6251,0.4323,71.977295
07_patch07_38_016,26.3480,0.4756,65.008789
07_patch07_38_017,24.8940,0.4337,71.768311
07_patch07_38_018,25.7134,0.4533,69.039062
07_patch07_38_019,24.8016,0.4186,71.987793
07_patch07_38_020,27.0652,0.4794,66.247559
07_patch07_38_021,23.8500,0.3858,75.404785
07_patch07_38_022,26.7950,0.4859,65.761719
07_patch07_38_023,25.0485,0.4278,73.220459
07_patch07_38_024,26.9825,0.5093,62.516602
07_patch07_38_025,25.7441,0.4614,68.810059
07_patch07_38_026,25.2760,0.4473,69.901123
07_patch07_38_027,26.0688,0.4704,62.079102
07_patch07_38_028,24.9781,0.4504,70.603516
07_patch07_38_029,24.8426,0.4302,71.654785
07_patch07_38_030,23.6781,0.4440,76.157959
07_patch07_38_031,23.6964,0.3708,77.237793
07_patch07_38_032,22.6472,0.3958,80.724365
07_patch07_38_033,24.6165,0.4101,67.549805
07_patch07_38_034,27.3226,0.5125,59.205078
07_patch07_38_035,24.2550,0.3902,77.356201
07_patch07_38_036,23.7880,0.4020,76.254395
07_patch07_38_037,24.2484,0.4149,75.103760
07_patch07_38_038,23.2025,0.3905,79.864502
07_patch07_38_039,24.3182,0.3855,72.332520
07_patch07_38_040,24.0141,0.3947,75.405273
07_patch07_38_041,27.3347,0.5235,59.056152
07_patch07_38_042,25.9037,0.4694,66.996338
07_patch07_38_043,25.3785,0.4567,66.901367
07_patch07_38_044,26.6309,0.4828,62.564209
07_patch07_38_045,25.7260,0.4612,66.660156
07_patch07_38_046,24.1277,0.4189,73.617920
07_patch07_38_047,25.6982,0.4719,65.964111
07_patch07_38_048,22.8272,0.3619,77.748779
07_patch07_38_049,25.1688,0.4747,69.413086
07_patch07_38_050,22.9766,0.3646,77.721191
07_patch07_39_000,27.5138,0.5291,60.954102
07_patch07_39_001,27.3428,0.5185,59.957520
07_patch07_39_002,25.9837,0.4847,68.823242
07_patch07_39_003,27.2650,0.5057,60.810791
07_patch07_39_004,25.8058,0.4836,69.491455
07_patch07_39_005,27.5269,0.5020,59.730469
07_patch07_39_006,25.4852,0.4565,71.451416
07_patch07_39_007,27.0075,0.4743,63.017334
07_patch07_39_008,25.3198,0.4451,70.653076
07_patch07_39_009,26.8176,0.4836,62.993652
07_patch07_39_010,25.2735,0.4759,70.516602
07_patch07_39_011,27.3349,0.5146,60.174561
07_patch07_39_012,25.4420,0.4825,69.792969
07_patch07_39_013,27.0893,0.4890,62.789062
07_patch07_39_014,25.2573,0.4518,72.424316
07_patch07_39_015,25.7765,0.4302,69.337891
07_patch07_39_016,24.3685,0.4213,77.058350
07_patch07_39_017,26.1428,0.4536,66.614014
07_patch07_39_018,24.1674,0.4326,76.957031
07_patch07_39_019,26.7458,0.4886,64.188232
07_patch07_39_020,24.0503,0.4298,76.072998
07_patch07_39_021,25.8652,0.4419,69.486572
07_patch07_39_022,23.8915,0.4181,76.856934
07_patch07_39_023,26.1424,0.4596,67.690186
07_patch07_39_024,24.7091,0.4370,74.809326
07_patch07_39_025,27.4745,0.5101,60.188965
07_patch07_39_026,25.6571,0.4535,67.004639
07_patch07_39_027,26.7916,0.4978,64.182373
07_patch07_39_028,26.3370,0.4757,67.264404
07_patch07_39_029,26.9766,0.4928,60.318359
07_patch07_39_030,26.7495,0.4708,65.820557
07_patch07_39_031,25.6492,0.4581,71.824707
07_patch07_39_032,26.6695,0.4982,61.812988
07_patch07_39_033,26.0521,0.4476,71.076904
07_patch07_39_034,24.0000,0.4070,77.558838
07_patch07_39_035,26.0840,0.4852,64.644531
07_patch07_39_036,26.4804,0.4651,65.043457
07_patch07_39_037,24.2173,0.4317,76.175293
07_patch07_39_038,28.0786,0.5358,55.458740
07_patch07_39_039,26.7628,0.4784,63.587158
07_patch07_39_040,25.6447,0.4888,69.260986
07_patch07_39_041,24.5940,0.4638,72.527832
07_patch07_39_042,25.2145,0.4659,64.654297
07_patch07_39_043,25.7608,0.4486,66.147217
07_patch07_39_044,23.5493,0.3968,77.739014
07_patch07_39_045,24.8102,0.4205,66.812500
07_patch07_39_046,24.6265,0.4175,73.158936
07_patch07_39_047,22.8018,0.3839,82.426270
07_patch07_39_048,24.9727,0.4262,64.860352
07_patch07_39_049,26.9085,0.4967,59.755615
07_patch07_39_050,24.3235,0.4125,75.910645
07_patch07_39_051,23.3615,0.4555,79.745605
07_patch07_39_052,25.6701,0.4364,68.102539
07_patch07_39_053,23.9960,0.4008,79.297607
07_patch07_39_054,23.8350,0.4200,76.516113
07_patch07_39_055,23.9548,0.4438,75.699951
07_patch07_39_056,23.0437,0.3976,81.260742
07_patch07_39_057,25.2533,0.4653,70.976318
07_patch07_39_058,23.5864,0.4092,78.611084
07_patch07_39_059,27.2916,0.5048,58.441162
07_patch07_39_060,25.7759,0.4778,70.984863
07_patch07_39_061,23.5224,0.3919,78.402100
07_patch07_39_062,27.0114,0.4903,61.339844
07_patch07_39_063,25.8215,0.4528,69.687500
07_patch07_39_064,23.7452,0.4121,77.009033
07_patch07_39_065,26.8808,0.4925,61.352051
07_patch07_39_066,26.1462,0.4805,66.367188
07_patch07_39_067,23.6436,0.4210,76.512207
07_patch07_39_068,25.3980,0.4719,69.433838
07_patch07_39_069,23.4464,0.4143,77.937988
07_patch07_40_000,25.1288,0.4561,70.493652
07_patch07_40_001,26.7151,0.5044,65.101562
07_patch07_40_002,24.5665,0.4523,75.338135
07_patch07_40_003,26.3226,0.4881,63.141113
07_patch07_40_004,24.6178,0.4369,73.668213
07_patch07_40_005,26.3226,0.4800,66.017334
07_patch07_40_006,24.7029,0.4404,74.812744
07_patch07_40_007,26.2049,0.4642,70.559814
07_patch07_40_008,24.5973,0.4243,77.044189
07_patch07_40_009,26.4708,0.4817,64.928711
07_patch07_40_010,24.1873,0.4274,76.189453
07_patch07_40_011,26.3578,0.4887,66.106445
07_patch07_40_012,24.1242,0.4371,77.568848
07_patch07_40_013,25.9145,0.4398,71.143555
07_patch07_40_014,24.0199,0.4401,77.498047
07_patch07_40_015,26.0160,0.4380,68.236328
07_patch07_40_016,23.9572,0.4273,75.682373
07_patch07_40_017,26.1068,0.4548,67.805908
07_patch07_40_018,24.1522,0.4424,76.705078
07_patch07_40_019,25.6507,0.4503,70.204102
07_patch07_40_020,23.7408,0.4670,75.539795
07_patch07_40_021,23.7307,0.3658,77.989746
07_patch07_40_022,22.7425,0.4009,79.866699
07_patch07_40_023,24.4064,0.4037,72.369873
07_patch07_40_024,23.8664,0.4327,74.519287
07_patch07_40_025,26.5505,0.4737,64.764648
07_patch07_40_026,26.2704,0.4901,67.289307
07_patch07_40_027,26.9912,0.4951,63.130615
07_patch07_40_028,25.6769,0.4762,68.201660
07_patch07_40_029,26.0726,0.4537,67.879150
07_patch07_40_030,24.1955,0.4285,75.535156
07_patch07_40_031,25.7770,0.4812,61.879639
07_patch07_40_032,25.6832,0.4182,69.445801
07_patch07_40_033,23.8073,0.4029,77.303223
07_patch07_40_034,25.4490,0.4682,63.430420
07_patch07_40_035,26.0960,0.4500,71.016357
07_patch07_40_036,23.8202,0.4238,76.000977
07_patch07_40_037,25.1980,0.4538,65.713623
07_patch07_40_038,28.4471,0.5437,54.162842
07_patch07_40_039,26.2599,0.4885,69.785400
07_patch07_40_040,23.7456,0.4473,78.360352
07_patch07_40_041,27.6192,0.5271,57.251221
07_patch07_40_042,26.3623,0.4724,67.511230
07_patch07_40_043,24.0426,0.4302,76.904053
07_patch07_40_044,24.6209,0.4285,69.197754
07_patch07_40_045,25.4981,0.4456,68.659912
07_patch07_40_046,23.2972,0.4661,78.276611
07_patch07_40_047,23.8119,0.4231,72.641113
07_patch07_40_048,24.9661,0.4527,69.927246
07_patch07_40_049,22.9557,0.4584,79.614014
07_patch07_40_050,23.7581,0.4073,72.508545
07_patch07_40_051,26.8626,0.4592,62.475098
07_patch07_40_052,24.1124,0.4063,77.254639
07_patch07_40_053,23.2388,0.4438,80.582520
07_patch07_40_054,25.0459,0.4348,67.527832
07_patch07_40_055,25.6819,0.4296,64.996826
07_patch07_40_056,23.5180,0.3667,78.754150
07_patch07_40_057,23.4173,0.4670,81.351562
07_patch07_40_058,25.8324,0.4616,67.260742
07_patch07_40_059,23.9442,0.3961,76.094482
07_patch07_40_060,23.1117,0.4057,80.748779
07_patch07_40_061,23.8525,0.3904,78.437500
07_patch07_40_062,22.9493,0.3868,78.911133
07_patch07_40_063,24.4017,0.4024,75.062500
07_patch07_40_064,23.5272,0.4075,78.139648
07_patch07_40_065,26.7144,0.4787,62.998779
07_patch07_40_066,25.1085,0.4654,73.866455
07_patch07_40_067,23.4189,0.3967,79.432861
07_patch07_40_068,24.8201,0.3951,70.572754
07_patch07_40_069,23.7255,0.3727,77.761475
07_patch07_40_070,23.6383,0.4167,77.354980
07_patch07_40_071,25.2072,0.4183,69.357910
07_patch07_40_072,24.1441,0.3896,73.668945
07_patch07_40_073,23.4567,0.3876,78.553223
07_patch07_40_074,25.9472,0.4471,66.331543
07_patch07_40_075,24.3330,0.4102,72.326904
07_patch07_40_076,22.7540,0.3711,79.011230
07_patch07_41_000,27.6361,0.5459,59.378174
07_patch07_41_001,25.0202,0.4622,72.735840
07_patch07_41_002,27.1805,0.5199,61.648193
07_patch07_41_003,24.9769,0.4777,74.535889
07_patch07_41_004,27.2481,0.5142,62.663574
07_patch07_41_005,25.0084,0.4728,73.167969
07_patch07_41_006,25.3950,0.4559,72.185791
07_patch07_41_007,24.3853,0.4612,76.205322
07_patch07_41_008,24.8158,0.4202,75.473633
07_patch07_41_009,24.3872,0.4740,77.849609
07_patch07_41_010,25.5431,0.4721,69.331055
07_patch07_41_011,24.0957,0.4646,76.664551
07_patch07_41_012,26.1713,0.5027,66.394043
07_patch07_41_013,23.6703,0.4742,78.535889
07_patch07_41_014,25.7291,0.4862,67.847900
07_patch07_41_015,23.6523,0.4451,78.323486
07_patch07_41_016,25.6415,0.4808,66.578369
07_patch07_41_017,24.5274,0.4560,74.204102
07_patch07_41_018,26.1100,0.4707,67.063232
07_patch07_41_019,24.9928,0.5203,72.153809
07_patch07_41_020,25.4359,0.4482,69.552734
07_patch07_41_021,23.8153,0.4575,77.614746
07_patch07_41_022,23.9066,0.3866,77.059326
07_patch07_41_023,23.5994,0.4279,79.009521
07_patch07_41_024,24.1624,0.4461,77.620605
07_patch07_41_025,24.2779,0.4726,76.323486
07_patch07_41_026,26.8414,0.4872,59.941895
07_patch07_41_027,24.1564,0.3935,77.959717
07_patch07_41_028,23.9477,0.4304,76.502686
07_patch07_41_029,24.0927,0.3884,76.029297
07_patch07_41_030,23.3097,0.4126,78.400879
07_patch07_41_031,24.6272,0.4167,73.369141
07_patch07_41_032,23.9210,0.4619,78.059570
07_patch07_41_033,25.4980,0.4442,72.973633
07_patch07_41_034,24.5354,0.4768,76.529785
07_patch07_41_035,25.6092,0.4579,64.463867
07_patch07_41_036,27.6186,0.5425,54.766357
07_patch07_41_037,25.1481,0.4248,72.547607
07_patch07_41_038,24.3068,0.4591,75.960205
07_patch07_41_039,25.8607,0.5124,60.907959
07_patch07_41_040,26.7690,0.4959,61.330811
07_patch07_41_041,23.7600,0.3719,80.516113
07_patch07_41_042,23.3664,0.4417,79.031250
07_patch07_41_043,26.8715,0.4952,59.638184
07_patch07_41_044,23.6347,0.3630,81.463623
07_patch07_41_045,23.3206,0.4042,79.708496
07_patch07_41_046,23.3891,0.3667,81.531982
07_patch07_41_047,23.1734,0.4343,80.451660
07_patch07_41_048,26.1559,0.5005,61.765137
07_patch07_41_049,27.0249,0.5268,59.936523
07_patch07_41_050,23.4406,0.4291,79.391357
07_patch07_41_051,23.2299,0.4657,81.404785
07_patch07_41_052,26.0194,0.5274,59.606201
07_patch07_41_053,25.8971,0.4783,66.626221
07_patch07_41_054,22.9688,0.4323,82.245117
07_patch07_41_055,23.4401,0.4641,78.866699
07_patch07_41_056,24.7420,0.4171,73.839600
07_patch07_41_057,22.6540,0.3780,82.296387
07_patch07_41_058,22.9852,0.4446,79.136719
07_patch07_41_059,25.1678,0.4561,69.208740
07_patch07_41_060,24.5556,0.4368,72.468994
07_patch07_41_061,24.0254,0.4579,78.172607
07_patch07_41_062,25.1854,0.4402,72.409668
07_patch07_41_063,23.6851,0.3847,77.773438
07_patch07_41_064,24.3269,0.4080,75.160400
07_patch07_41_065,23.6374,0.3904,76.848145
07_patch07_41_066,25.6741,0.4460,67.624756
07_patch07_41_067,23.7898,0.4049,78.391602
07_patch07_41_068,23.4492,0.4317,77.312012
07_patch07_41_069,24.2575,0.3966,73.527832
07_patch07_41_070,22.8809,0.3633,80.833008
07_patch07_41_071,22.9174,0.4013,79.090088
