ImageName, PSNR, SSIM, MSE
phantomFrame000,30.4190,0.6186,14.763794
phantomFrame001,30.1297,0.8315,11.049683
phantomFrame002,30.4752,0.8406,11.926636
phantomFrame003,30.1231,0.8060,12.941467
phantomFrame004,30.3098,0.8378,13.814087
phantomFrame005,30.4036,0.8149,14.910217
phantomFrame006,29.8028,0.8144,15.248474
phantomFrame007,29.8047,0.8051,15.672180
phantomFrame008,30.0086,0.7953,17.287476
phantomFrame009,29.5446,0.7904,17.588867
phantomFrame010,29.8939,0.7981,18.602051
phantomFrame011,29.6098,0.7797,18.950134
phantomFrame012,29.4110,0.8034,19.453491
phantomFrame013,29.0733,0.7416,21.773193
phantomFrame014,28.5984,0.7386,22.418030
phantomFrame015,28.8762,0.7467,22.619385
phantomFrame016,28.6469,0.7188,24.624023
phantomFrame017,28.2656,0.7068,23.724243
phantomFrame018,28.7631,0.7090,24.638550
phantomFrame019,28.9411,0.7329,24.604492
phantomFrame020,28.5915,0.7333,24.920288
phantomFrame021,28.4511,0.7188,25.640442
phantomFrame022,28.8777,0.7168,26.355225
phantomFrame023,28.3676,0.6996,28.866028
phantomFrame024,28.4900,0.7007,28.405029
phantomFrame025,28.2715,0.6940,28.920959
phantomFrame026,26.9316,0.7128,28.097229
phantomFrame027,26.1989,0.6638,31.773926
phantomFrame028,25.6773,0.6522,31.013489
phantomFrame029,25.3919,0.6203,32.776245
phantomFrame030,25.1765,0.6499,32.811951
phantomFrame031,24.9274,0.6231,34.951843
phantomFrame032,24.9485,0.6300,35.534302
phantomFrame033,24.8864,0.6319,34.763062
phantomFrame034,24.8485,0.6476,34.799438
phantomFrame035,25.0530,0.6351,34.305847
phantomFrame036,24.9612,0.6450,35.521484
phantomFrame037,24.7160,0.6404,35.680664
phantomFrame038,24.7465,0.6297,35.937927
phantomFrame039,24.9101,0.6539,34.707703
phantomFrame040,25.0692,0.6401,35.984497
phantomFrame041,25.0160,0.6471,36.213867
phantomFrame042,25.0052,0.6686,34.366882
phantomFrame043,25.1443,0.6370,36.236267
phantomFrame044,25.4364,0.6496,36.297607
phantomFrame045,25.9569,0.6718,32.996948
phantomFrame046,27.1873,0.7009,32.203979
phantomFrame047,27.6518,0.6716,33.144043
phantomFrame048,27.3734,0.6739,32.583740
phantomFrame049,27.3870,0.6984,32.978394
phantomFrame050,27.2730,0.6747,33.836487
phantomFrame051,27.7406,0.6837,32.869385
phantomFrame052,27.4845,0.6762,33.154724
phantomFrame053,27.4072,0.6806,32.410034
phantomFrame054,27.2191,0.6977,31.843689
phantomFrame055,27.7073,0.6915,31.930054
phantomFrame056,27.0570,0.6678,33.347168
phantomFrame057,27.6781,0.6878,32.002075
phantomFrame058,27.3647,0.6663,31.402344
phantomFrame059,27.4868,0.6685,32.140808
phantomFrame060,27.7312,0.6641,32.731567
phantomFrame061,28.1239,0.6869,31.095703
phantomFrame062,27.7800,0.6652,31.428284
phantomFrame063,28.4448,0.7122,29.790039
phantomFrame064,27.9842,0.6743,30.856323
phantomFrame065,28.1890,0.7002,28.512146
phantomFrame066,28.0515,0.6796,30.187683
phantomFrame067,28.4987,0.7018,28.564819
phantomFrame068,28.3435,0.6922,29.314880
phantomFrame069,28.5854,0.6931,27.951843
phantomFrame070,28.6532,0.6970,27.885254
phantomFrame071,28.6415,0.6839,28.999939
phantomFrame072,28.6206,0.6964,27.772888
phantomFrame073,28.3427,0.6935,27.566406
phantomFrame074,28.8276,0.6969,26.160339
phantomFrame075,28.5318,0.6957,26.898376
phantomFrame076,28.6882,0.6839,27.579651
phantomFrame077,28.6867,0.7005,26.156921
phantomFrame078,28.6730,0.7284,25.450623
phantomFrame079,28.9913,0.6906,27.041199
phantomFrame080,29.0778,0.7264,24.642334
phantomFrame081,29.2826,0.7029,24.922546
phantomFrame082,29.4833,0.7517,24.162964
phantomFrame083,29.2842,0.7487,22.848450
phantomFrame084,29.4997,0.7203,22.948730
phantomFrame085,29.2913,0.7441,21.786133
phantomFrame086,29.2018,0.7276,22.737915
phantomFrame087,29.1002,0.7569,21.713196
phantomFrame088,29.2471,0.7530,20.833252
phantomFrame089,29.3162,0.7434,21.175720
phantomFrame090,29.5714,0.7372,21.347046
phantomFrame091,29.4446,0.7764,19.176392
phantomFrame092,29.5468,0.7984,19.004944
phantomFrame093,29.6803,0.8026,18.335938
phantomFrame094,29.8933,0.7934,17.188721
phantomFrame095,29.8878,0.8011,16.617065
phantomFrame096,30.2585,0.8400,15.455200
phantomFrame097,29.9860,0.8105,15.047546
phantomFrame098,30.5479,0.8370,14.130737
phantomFrame099,30.1302,0.8389,13.307556
phantomFrame100,30.3577,0.8238,13.462585
phantomFrame101,30.3771,0.8090,13.461182
phantomFrame102,30.6866,0.8439,11.266602
