ImageName, PSNR, SSIM, MSE
phantomFrame000,30.9561,0.6626,17.503479
phantomFrame001,36.2896,0.9654,5.514221
phantomFrame002,36.9142,0.9607,6.264282
phantomFrame003,38.3802,0.9692,5.598267
phantomFrame004,36.4157,0.9600,6.280151
phantomFrame005,36.0282,0.9564,6.524536
phantomFrame006,37.6598,0.9749,6.348755
phantomFrame007,35.9315,0.9600,6.921143
phantomFrame008,35.2527,0.9614,7.212708
phantomFrame009,35.1612,0.9572,7.688599
phantomFrame010,34.9644,0.9544,8.341248
phantomFrame011,34.7611,0.9629,7.913025
phantomFrame012,34.8861,0.9627,7.968445
phantomFrame013,34.6300,0.9612,8.016541
phantomFrame014,34.2034,0.9554,8.546387
phantomFrame015,32.5412,0.9426,9.564636
phantomFrame016,32.8222,0.9571,9.701416
phantomFrame017,33.1058,0.9510,10.195862
phantomFrame018,32.4551,0.9442,10.633362
phantomFrame019,33.0487,0.9509,10.632385
phantomFrame020,32.3013,0.9537,11.543701
phantomFrame021,33.0512,0.9540,11.411133
phantomFrame022,31.7068,0.9317,12.846497
phantomFrame023,31.5525,0.8884,15.497131
phantomFrame024,31.7047,0.9237,15.180359
phantomFrame025,30.7185,0.8754,16.735474
phantomFrame026,28.7170,0.8697,16.812073
phantomFrame027,28.4492,0.8913,16.572205
phantomFrame028,27.9880,0.8990,18.435730
phantomFrame029,27.6663,0.8846,18.600342
phantomFrame030,27.3223,0.8624,19.884460
phantomFrame031,27.4744,0.8940,18.363342
phantomFrame032,27.3271,0.8870,19.406555
phantomFrame033,27.3327,0.8895,19.924377
phantomFrame034,27.2397,0.9079,19.789673
phantomFrame035,26.8531,0.8627,21.157104
phantomFrame036,27.0935,0.8790,19.900574
phantomFrame037,27.0415,0.8858,20.242249
phantomFrame038,27.0859,0.8999,19.559753
phantomFrame039,27.2328,0.8988,19.049500
phantomFrame040,27.2783,0.8926,19.219421
phantomFrame041,27.2727,0.8890,20.174866
phantomFrame042,27.4836,0.8682,19.976624
phantomFrame043,27.4598,0.8523,19.800720
phantomFrame044,27.8433,0.8639,18.672791
phantomFrame045,28.9747,0.9074,17.512451
phantomFrame046,30.4526,0.8811,17.667542
phantomFrame047,31.0784,0.9033,17.039734
phantomFrame048,31.3398,0.9279,15.498535
phantomFrame049,30.8435,0.9277,15.359497
phantomFrame050,31.7365,0.9539,13.218933
phantomFrame051,32.0486,0.9530,13.211609
phantomFrame052,31.8136,0.9510,13.124207
phantomFrame053,32.0864,0.9516,13.047913
phantomFrame054,31.5250,0.9532,12.160461
phantomFrame055,31.7918,0.9577,12.292786
phantomFrame056,31.8238,0.9480,12.679688
phantomFrame057,32.3942,0.9639,12.201965
phantomFrame058,32.2331,0.9548,12.024231
phantomFrame059,32.9712,0.9628,11.947021
phantomFrame060,33.1257,0.9675,11.847595
phantomFrame061,32.1732,0.9582,11.080017
phantomFrame062,33.3547,0.9662,10.580933
phantomFrame063,32.2018,0.9581,11.508911
phantomFrame064,33.5319,0.9706,10.364258
phantomFrame065,33.0380,0.9590,11.790039
phantomFrame066,34.4521,0.9715,10.343506
phantomFrame067,34.4057,0.9754,9.921875
phantomFrame068,35.0891,0.9831,9.129333
phantomFrame069,36.2322,0.9844,8.498779
phantomFrame070,34.8214,0.9783,9.691772
phantomFrame071,35.2811,0.9807,9.289368
phantomFrame072,35.1021,0.9821,8.835083
phantomFrame073,35.3648,0.9832,8.733948
phantomFrame074,34.6485,0.9835,8.905701
phantomFrame075,35.7196,0.9786,8.938538
phantomFrame076,35.6825,0.9813,8.087830
phantomFrame077,35.5565,0.9817,8.371033
phantomFrame078,35.5560,0.9766,8.310303
phantomFrame079,35.5422,0.9794,8.305725
phantomFrame080,35.1542,0.9754,8.595581
phantomFrame081,36.0354,0.9864,7.326111
phantomFrame082,35.8910,0.9837,7.701843
phantomFrame083,37.2135,0.9873,6.601868
phantomFrame084,37.1287,0.9764,7.360840
phantomFrame085,36.7647,0.9838,6.587097
phantomFrame086,36.6515,0.9725,7.652039
phantomFrame087,35.1646,0.9729,7.844666
phantomFrame088,35.6739,0.9711,7.122925
phantomFrame089,35.6997,0.9775,6.690613
phantomFrame090,36.5373,0.9743,6.401550
phantomFrame091,36.2856,0.9670,6.731323
phantomFrame092,36.6489,0.9685,6.926025
phantomFrame093,36.5105,0.9641,6.444092
phantomFrame094,36.4988,0.9664,6.467529
phantomFrame095,36.6136,0.9633,6.337769
phantomFrame096,37.0408,0.9660,6.196655
phantomFrame097,38.0286,0.9645,5.988220
phantomFrame098,37.6594,0.9639,5.865173
phantomFrame099,37.3539,0.9666,5.615234
phantomFrame100,36.7232,0.9628,6.062378
phantomFrame101,36.6669,0.9545,6.555481
