Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.19290993	0.12865480	34.709	1.891	0.957	0.018	0.019	0.004
2	0.17874070	0.12268630	34.750	1.895	0.957	0.018	0.019	0.004
3	0.17844975	0.12355968	34.787	1.935	0.957	0.018	0.019	0.004
4	0.17821906	0.12626581	34.755	1.936	0.957	0.018	0.019	0.004
5	0.17790456	0.11950023	34.783	1.871	0.958	0.018	0.019	0.004
6	0.17767738	0.12939356	34.747	1.920	0.957	0.018	0.019	0.004
7	0.17744020	0.12363058	34.709	1.923	0.957	0.018	0.019	0.004
8	0.17741362	0.12163290	34.889	1.976	0.958	0.018	0.018	0.004
9	0.17749211	0.12385123	34.804	1.860	0.958	0.017	0.019	0.004
10	0.17745743	0.12787335	34.780	1.856	0.958	0.017	0.019	0.004
11	0.17736548	0.12241243	34.683	1.842	0.957	0.018	0.019	0.004
12	0.17724157	0.12306757	34.761	1.943	0.956	0.019	0.019	0.004
13	0.17714112	0.11950706	34.625	1.833	0.957	0.018	0.019	0.004
14	0.17717093	0.12323085	34.687	1.821	0.958	0.018	0.019	0.004
15	0.17705854	0.12353084	34.788	1.880	0.958	0.018	0.019	0.004
16	0.17718135	0.12314544	34.804	1.931	0.957	0.018	0.019	0.004
17	0.17721953	0.12295326	34.762	1.836	0.958	0.017	0.019	0.004
18	0.17689097	0.12507543	34.672	1.867	0.957	0.018	0.019	0.004
19	0.17723828	0.12500344	34.624	1.728	0.958	0.017	0.019	0.004
20	0.17695316	0.12481878	34.638	1.804	0.957	0.018	0.019	0.004
21	0.17701789	0.12369715	34.766	1.898	0.957	0.018	0.019	0.004
22	0.17662663	0.12137452	34.786	1.877	0.958	0.018	0.019	0.004
23	0.17679864	0.12446523	34.777	1.908	0.957	0.018	0.019	0.004
24	0.17683082	0.12485932	34.647	1.804	0.957	0.018	0.019	0.004
25	0.17667570	0.12733329	34.620	1.803	0.957	0.018	0.019	0.004
26	0.17692287	0.12517276	34.659	1.803	0.958	0.018	0.019	0.004
27	0.17676170	0.12327099	34.699	1.808	0.958	0.018	0.019	0.004
28	0.17706413	0.12426351	34.638	1.781	0.958	0.017	0.019	0.004
29	0.17680536	0.12102953	34.714	1.799	0.958	0.017	0.019	0.004
30	0.17671168	0.12299292	34.661	1.804	0.957	0.018	0.019	0.004
31	0.17691490	0.12243182	34.583	1.728	0.958	0.017	0.019	0.004
32	0.17681705	0.12455657	34.680	1.813	0.957	0.018	0.019	0.004
33	0.17666898	0.12384057	34.659	1.816	0.957	0.018	0.019	0.004
34	0.17676847	0.12584334	34.547	1.727	0.957	0.017	0.019	0.004
35	0.17669593	0.12458952	34.732	1.834	0.958	0.018	0.019	0.004
36	0.17689107	0.12330442	34.648	1.810	0.957	0.018	0.019	0.004
37	0.17684895	0.12264884	34.622	1.756	0.958	0.017	0.019	0.004
38	0.17658181	0.12442749	34.638	1.791	0.957	0.018	0.019	0.004
39	0.17678727	0.12148665	34.640	1.776	0.957	0.018	0.019	0.004
40	0.17671971	0.12503311	34.674	1.817	0.957	0.018	0.019	0.004
41	0.17674538	0.12282439	34.530	1.740	0.957	0.018	0.019	0.004
