ImageName, PSNR, SSIM, MSE
L506_frame003,37.1332,0.9102,11.503071
L506_frame004,37.4892,0.9157,10.451458
L506_frame005,37.6134,0.9185,10.082565
L506_frame006,37.5623,0.9167,10.201401
L506_frame007,37.9289,0.9229,9.261944
L506_frame008,38.1119,0.9252,8.855103
L506_frame009,37.9641,0.9231,9.217464
L506_frame010,38.1394,0.9269,8.760559
L506_frame011,38.1955,0.9278,8.422520
L506_frame012,38.0746,0.9272,8.686924
L506_frame013,38.2643,0.9305,8.210018
L506_frame014,38.0973,0.9290,8.241444
L506_frame015,37.9317,0.9269,8.587170
L506_frame016,38.3375,0.9329,7.775375
L506_frame017,38.3089,0.9315,7.983883
L506_frame018,38.0396,0.9270,8.612732
L506_frame019,38.2671,0.9300,8.155895
L506_frame020,38.1745,0.9285,8.197773
L506_frame021,37.8965,0.9223,9.039570
L506_frame022,38.0446,0.9248,8.656471
L506_frame023,37.9708,0.9229,8.858685
L506_frame024,37.6237,0.9177,9.656483
L506_frame025,37.7415,0.9192,9.487606
L506_frame026,37.7665,0.9182,9.568356
L506_frame027,37.4746,0.9129,10.433689
L506_frame028,37.6244,0.9148,10.118668
L506_frame029,37.4250,0.9114,10.612366
L506_frame030,36.8853,0.9010,12.062511
L506_frame031,36.9315,0.9024,11.959610
L506_frame032,36.7457,0.9004,12.167736
L506_frame033,36.3758,0.8918,13.474892
L506_frame034,36.4069,0.8906,13.647964
L506_frame035,36.2111,0.8868,14.195312
L506_frame036,35.6364,0.8744,16.139687
L506_frame037,35.5419,0.8732,16.470798
L506_frame038,35.1270,0.8638,17.968956
L506_frame039,34.5896,0.8505,20.071541
L506_frame040,34.5808,0.8496,20.346416
L506_frame041,34.2814,0.8407,21.531265
L506_frame042,33.7853,0.8277,23.469528
L506_frame043,33.9000,0.8301,23.225006
L506_frame044,33.6868,0.8253,23.886429
L506_frame045,33.2915,0.8142,25.637276
L506_frame046,33.3477,0.8149,25.259029
L506_frame047,33.0592,0.8078,26.466038
L506_frame048,32.6423,0.7961,28.281696
L506_frame049,32.8232,0.8000,27.392994
L506_frame050,32.6577,0.7950,28.159466
L506_frame051,32.3997,0.7861,29.222641
L506_frame052,32.4834,0.7897,28.719067
L506_frame053,32.4192,0.7876,29.092552
L506_frame054,32.0782,0.7769,30.519650
L506_frame055,32.3200,0.7820,29.319748
L506_frame056,32.2692,0.7809,29.387577
L506_frame057,32.0383,0.7730,30.708420
L506_frame058,32.3280,0.7827,29.076340
L506_frame059,32.2425,0.7801,29.624329
L506_frame060,31.8583,0.7704,31.325573
L506_frame061,31.8624,0.7683,31.521339
L506_frame062,31.9006,0.7703,31.076454
L506_frame063,31.5933,0.7624,32.915924
L506_frame064,31.7847,0.7697,31.823765
L506_frame065,31.8649,0.7721,31.536388
L506_frame066,31.5485,0.7610,33.108826
L506_frame067,31.6896,0.7675,32.452488
L506_frame068,31.6571,0.7662,32.801773
L506_frame069,31.3184,0.7564,34.191780
L506_frame070,31.5218,0.7618,33.544006
L506_frame071,31.4589,0.7611,33.637405
L506_frame072,31.2292,0.7539,34.869560
L506_frame073,31.2401,0.7549,34.765388
L506_frame074,31.3627,0.7572,34.411339
L506_frame075,31.2588,0.7522,34.833607
L506_frame076,31.5173,0.7604,33.402794
L506_frame077,31.6281,0.7647,32.921867
L506_frame078,31.4900,0.7594,33.583973
L506_frame079,31.7336,0.7655,32.391911
L506_frame080,31.8201,0.7682,31.863419
L506_frame081,31.4733,0.7566,33.305752
L506_frame082,31.7208,0.7645,32.181805
L506_frame083,31.8122,0.7673,31.798622
L506_frame084,31.6920,0.7626,32.376560
L506_frame085,31.8726,0.7705,31.395267
L506_frame086,31.8585,0.7691,31.649029
L506_frame087,31.4433,0.7575,33.579594
L506_frame088,31.7173,0.7648,32.224434
L506_frame089,31.7127,0.7651,32.322231
L506_frame090,31.4877,0.7572,33.231335
L506_frame091,31.8993,0.7711,31.372086
L506_frame092,32.1154,0.7772,29.869034
L506_frame093,32.2213,0.7790,29.460289
L506_frame094,32.4862,0.7882,28.134739
L506_frame095,32.6164,0.7923,27.656052
L506_frame096,32.4619,0.7871,28.308178
L506_frame097,32.8302,0.7977,26.732876
L506_frame098,32.8104,0.7980,26.823624
L506_frame099,32.5627,0.7888,28.264011
L506_frame100,32.8019,0.7961,27.330662
L506_frame101,32.6749,0.7945,27.749020
L506_frame102,32.4622,0.7883,28.819744
L506_frame103,32.9077,0.8026,26.793678
L506_frame104,33.1763,0.8118,25.166481
L506_frame105,32.9256,0.8057,26.093433
L506_frame106,33.1413,0.8117,25.439816
L506_frame107,33.2675,0.8158,24.693619
L506_frame108,33.2698,0.8163,24.590687
L506_frame109,33.4784,0.8224,24.055908
L506_frame110,33.4406,0.8214,24.429913
L506_frame111,33.2073,0.8151,25.199669
L506_frame112,33.6870,0.8281,23.078270
L506_frame113,33.9807,0.8378,21.487293
L506_frame114,33.7696,0.8313,22.693687
L506_frame115,34.0867,0.8415,20.971874
L506_frame116,34.0911,0.8435,20.549042
L506_frame117,33.9243,0.8410,20.741650
L506_frame118,34.1310,0.8455,20.014145
L506_frame119,34.1690,0.8449,20.107697
L506_frame120,33.9378,0.8356,21.575768
L506_frame121,34.1685,0.8420,20.699730
L506_frame122,34.1521,0.8408,20.960716
L506_frame123,33.8146,0.8304,22.693867
L506_frame124,33.8633,0.8308,22.789066
L506_frame125,33.9716,0.8338,22.170330
L506_frame126,33.9053,0.8305,22.217499
L506_frame127,34.3076,0.8417,19.967579
L506_frame128,34.4061,0.8467,18.964439
L506_frame129,34.2376,0.8409,19.617802
L506_frame130,34.3861,0.8455,18.754177
L506_frame131,34.5041,0.8532,17.720615
L506_frame132,34.2419,0.8433,18.972660
L506_frame133,34.4991,0.8493,18.392979
L506_frame134,34.4023,0.8482,18.418201
L506_frame135,34.0581,0.8343,20.564621
L506_frame136,34.2324,0.8386,20.061523
L506_frame137,34.2226,0.8378,20.406155
L506_frame138,34.0658,0.8347,21.018353
L506_frame139,34.2322,0.8401,20.229660
L506_frame140,34.2969,0.8398,20.293667
L506_frame141,34.1222,0.8351,21.111244
L506_frame142,34.5492,0.8474,19.484528
L506_frame143,34.5345,0.8489,19.094398
L506_frame144,34.3693,0.8449,19.921143
L506_frame145,34.8402,0.8549,18.255234
L506_frame146,34.9351,0.8576,17.958347
L506_frame147,34.9250,0.8560,17.974812
L506_frame148,35.0859,0.8627,16.991867
L506_frame149,35.1893,0.8662,16.317551
L506_frame150,34.9373,0.8622,16.616833
L506_frame151,35.4283,0.8726,15.340618
L506_frame152,35.4596,0.8723,15.307384
L506_frame153,35.2841,0.8674,16.109459
L506_frame154,35.4505,0.8722,15.325745
L506_frame155,35.3357,0.8696,15.625721
L506_frame156,34.8777,0.8583,17.483135
L506_frame157,35.1050,0.8642,16.588917
L506_frame158,35.1385,0.8649,16.480663
L506_frame159,34.9123,0.8564,17.729118
L506_frame160,35.2458,0.8661,16.287594
L506_frame161,35.4776,0.8693,15.615589
L506_frame162,35.4090,0.8674,15.893272
L506_frame163,35.6424,0.8715,15.222851
L506_frame164,35.6206,0.8718,15.037712
L506_frame165,35.5316,0.8705,15.235638
L506_frame166,35.7228,0.8761,14.143627
L506_frame167,35.8169,0.8774,13.976395
L506_frame168,35.5314,0.8694,14.723633
L506_frame169,35.8670,0.8772,13.751614
L506_frame170,35.8548,0.8809,13.204193
L506_frame171,35.5221,0.8777,13.686684
L506_frame172,35.5295,0.8819,12.943794
L506_frame173,35.4339,0.8813,13.103798
L506_frame174,35.2137,0.8740,14.260136
L506_frame175,35.4136,0.8814,13.159580
L506_frame176,35.4548,0.8786,13.656784
L506_frame177,35.5945,0.8749,14.265903
L506_frame178,36.0574,0.8859,12.712955
L506_frame179,36.1645,0.8848,13.211731
L506_frame180,35.7758,0.8775,14.144333
L506_frame181,35.8916,0.8806,13.840286
L506_frame182,35.8974,0.8787,14.157776
L506_frame183,35.3478,0.8671,15.732048
L506_frame184,35.5096,0.8731,14.707741
L506_frame185,35.4827,0.8734,14.648846
L506_frame186,35.2424,0.8685,15.327232
L506_frame187,35.4749,0.8770,13.844082
L506_frame188,35.5433,0.8772,14.055851
L506_frame189,35.4325,0.8708,15.251324
L506_frame190,35.8846,0.8782,14.306698
L506_frame191,36.0142,0.8794,14.069176
L506_frame192,35.9137,0.8777,14.353710
L506_frame193,36.0056,0.8840,13.380878
L506_frame194,36.1285,0.8853,13.335693
L506_frame195,35.9315,0.8785,14.311031
L506_frame196,36.1862,0.8836,13.545609
L506_frame197,36.3213,0.8878,13.057430
L506_frame198,36.2935,0.8860,13.120792
L506_frame199,36.5957,0.8947,11.870823
L506_frame200,36.5377,0.8955,11.661835
L506_frame201,36.5041,0.8947,11.788742
L506_frame202,36.8729,0.8985,11.316540
L506_frame203,37.0803,0.9029,10.721863
L506_frame204,37.0967,0.9011,10.959129
L506_frame205,37.5664,0.9096,9.788246
L506_frame206,37.7933,0.9125,9.294533
L506_frame207,37.7707,0.9106,9.529675
L506_frame208,38.1350,0.9202,8.294067
L506_frame209,38.1100,0.9201,8.260895
L506_frame210,38.1380,0.9185,8.505028
L506_frame211,38.4649,0.9237,7.837753
L506_frame212,38.4854,0.9244,7.814537
L506_frame213,38.3282,0.9212,8.229412
L506_frame214,38.5436,0.9248,7.979122
L506_frame215,38.4384,0.9243,7.921696
L506_frame216,38.2124,0.9229,8.087383
L506_frame217,38.3806,0.9274,7.724236
L506_frame218,38.2826,0.9250,8.154488
L506_frame219,38.0464,0.9193,8.876945
L506_frame220,38.2084,0.9220,8.720314
L506_frame221,38.2264,0.9213,8.877125
L506_frame222,37.9753,0.9174,9.522652
L506_frame223,38.1956,0.9221,8.765015
L506_frame224,38.1548,0.9208,9.120575
L506_frame225,37.9559,0.9170,9.599396
L506_frame226,38.2084,0.9217,8.923576
L506_frame227,38.2913,0.9236,8.545441
L506_frame228,38.1541,0.9220,8.770741
L506_frame229,38.3729,0.9265,8.208782
L506_frame230,38.3475,0.9265,8.081535
L506_frame231,38.1505,0.9248,8.419666
L506_frame232,38.3209,0.9270,8.075657
L506_frame233,38.4225,0.9279,7.905178
L506_frame234,38.1619,0.9234,8.460938
L506_frame235,38.3067,0.9260,8.156754
L506_frame236,38.2498,0.9228,8.623268
L506_frame237,37.9912,0.9182,9.259373
L506_frame238,38.2268,0.9214,8.979599
L506_frame239,38.3903,0.9248,8.351654
L506_frame240,38.1862,0.9241,8.405491
L506_frame241,38.3897,0.9265,8.247498
L506_frame242,38.3489,0.9247,8.638065
L506_frame243,38.0574,0.9210,9.003353
L506_frame244,38.1959,0.9235,8.658855
L506_frame245,38.2721,0.9246,8.528530
L506_frame246,37.9148,0.9202,9.253090
L506_frame247,38.2278,0.9242,8.613022
L506_frame248,38.1382,0.9218,8.891178
L506_frame249,37.8152,0.9154,9.874962
L506_frame250,38.0412,0.9186,9.369495
L506_frame251,37.9728,0.9187,9.496475
L506_frame252,37.7496,0.9154,10.006374
L506_frame253,38.0810,0.9212,9.304691
L506_frame254,38.0223,0.9208,9.427826
L506_frame255,37.6786,0.9164,10.132561
L506_frame256,37.9385,0.9221,9.208561
L506_frame257,37.9346,0.9215,9.306000
L506_frame258,37.5838,0.9154,10.429245
L506_frame259,37.7054,0.9177,10.159893
L506_frame260,37.6616,0.9180,10.207218
L506_frame261,37.4200,0.9134,11.032242
L506_frame262,37.4870,0.9145,10.697525
L506_frame263,37.5033,0.9147,10.622948
L506_frame264,37.4492,0.9130,10.709164
L506_frame265,37.7511,0.9183,10.019180
L506_frame266,37.7399,0.9188,9.897781
L506_frame267,37.5482,0.9146,10.228649
L506_frame268,37.8239,0.9198,9.479351
L506_frame269,37.7277,0.9191,9.568207
L506_frame270,37.5601,0.9140,10.249084
L506_frame271,37.8280,0.9171,9.828667
L506_frame272,37.7830,0.9179,9.631611
L506_frame273,37.5962,0.9138,10.088200
L506_frame274,37.7161,0.9161,9.826183
L506_frame275,37.6459,0.9153,9.961575
L506_frame276,37.5028,0.9116,10.442406
L506_frame277,37.5992,0.9131,10.123497
L506_frame278,37.6372,0.9134,10.042656
L506_frame279,37.3480,0.9083,10.822762
L506_frame280,37.5422,0.9113,10.533440
L506_frame281,37.3632,0.9096,10.906811
L506_frame282,37.0315,0.9030,11.813091
L506_frame283,37.4539,0.9103,10.732494
L506_frame284,37.4845,0.9114,10.604607
L506_frame285,37.3872,0.9095,10.911549
L506_frame286,37.5282,0.9121,10.543224
L506_frame287,37.5399,0.9124,10.500595
L506_frame288,37.3872,0.9098,10.916428
L506_frame289,37.7553,0.9149,10.067127
L506_frame290,37.7725,0.9152,10.023003
L506_frame291,37.5698,0.9118,10.507782
L506_frame292,37.7764,0.9153,9.980148
L506_frame293,37.8352,0.9169,9.845932
L506_frame294,37.6024,0.9130,10.409996
L506_frame295,37.7390,0.9165,10.029026
L506_frame296,37.8057,0.9183,9.869194
L506_frame297,37.6302,0.9157,10.268574
L506_frame298,37.8352,0.9178,9.833256
L506_frame299,37.8647,0.9186,9.755798
L506_frame300,37.5407,0.9134,10.689709
L506_frame301,37.8768,0.9188,9.888336
L506_frame302,37.8911,0.9191,9.945362
L506_frame303,37.6462,0.9152,10.330948
L506_frame304,37.8892,0.9182,9.987064
L506_frame305,37.9975,0.9186,9.822372
L506_frame306,37.7280,0.9144,10.433784
L506_frame307,37.9451,0.9194,9.726017
L506_frame308,37.9338,0.9180,9.955345
L506_frame309,37.6555,0.9137,10.567589
L506_frame310,38.0653,0.9192,9.645206
L506_frame311,38.0564,0.9180,9.696144
L506_frame312,37.8718,0.9147,10.101933
L506_frame313,38.2035,0.9194,9.401363
L506_frame314,38.2901,0.9206,9.227646
L506_frame315,38.0724,0.9167,9.635342
L506_frame316,38.4873,0.9225,8.799786
L506_frame317,38.5037,0.9225,8.755318
L506_frame318,38.2590,0.9198,9.212067
L506_frame319,38.4457,0.9228,8.689316
L506_frame320,38.3956,0.9227,8.591129
L506_frame321,38.2240,0.9197,8.958553
L506_frame322,38.4256,0.9238,8.514629
L506_frame323,38.4310,0.9233,8.487453
L506_frame324,38.2426,0.9210,8.730145
L506_frame325,38.4130,0.9235,8.242916
