Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.58265465	0.19230295	26.095	1.462	0.812	0.037	0.050	0.008
2	0.49726447	0.15136035	28.068	1.464	0.869	0.028	0.040	0.006
3	0.48869180	0.12096082	30.043	1.608	0.939	0.010	0.032	0.006
4	0.48516544	0.11025265	30.993	1.591	0.943	0.011	0.029	0.005
5	0.48175031	0.08833070	31.726	1.802	0.954	0.011	0.027	0.006
6	0.47954018	0.11590645	31.960	1.894	0.950	0.011	0.026	0.006
7	0.47954162	0.08463283	32.038	1.979	0.951	0.015	0.026	0.006
8	0.47973568	0.21650567	30.238	1.867	0.863	0.041	0.031	0.007
9	0.49650561	0.14037779	31.673	1.572	0.935	0.013	0.027	0.005
10	0.48123198	0.07321604	32.838	2.084	0.963	0.008	0.024	0.006
11	0.47825761	0.06803289	33.196	2.233	0.973	0.008	0.023	0.007
12	0.47750209	0.07321493	33.142	2.259	0.971	0.008	0.023	0.007
13	0.47774046	0.06422547	33.310	2.277	0.969	0.009	0.022	0.007
14	0.47763865	0.06679920	33.509	2.341	0.972	0.008	0.022	0.007
15	0.47679887	0.06886237	33.180	2.364	0.968	0.008	0.023	0.007
16	0.47673865	0.06493506	33.490	2.430	0.972	0.008	0.022	0.007
17	0.47657652	0.06537794	33.821	2.419	0.976	0.008	0.021	0.007
18	0.47642515	0.08411974	33.420	2.355	0.963	0.009	0.022	0.007
19	0.47736231	0.06072173	33.701	2.454	0.974	0.008	0.022	0.007
20	0.47652812	0.05931425	33.963	2.546	0.976	0.007	0.021	0.007
21	0.47602033	0.07086554	33.652	2.510	0.975	0.007	0.022	0.007
22	0.47626028	0.06143506	33.979	2.595	0.978	0.008	0.021	0.007
23	0.47668975	0.05491557	34.138	2.637	0.979	0.008	0.021	0.007
24	0.47567010	0.06227662	34.065	2.583	0.976	0.008	0.021	0.007
25	0.47614560	0.07897610	33.833	2.531	0.974	0.008	0.021	0.007
26	0.47553727	0.05713372	34.176	2.605	0.978	0.008	0.021	0.007
27	0.47531797	0.06186722	33.894	2.602	0.974	0.007	0.021	0.007
28	0.47480913	0.05643876	34.086	2.592	0.976	0.007	0.021	0.007
29	0.47587442	0.09065961	33.914	2.563	0.971	0.008	0.021	0.007
30	0.47573350	0.06197142	34.228	2.724	0.979	0.008	0.021	0.007
31	0.47556002	0.06272500	34.159	2.651	0.976	0.008	0.021	0.007
32	0.47570025	0.05731062	34.177	2.700	0.977	0.008	0.021	0.007
33	0.47552731	0.05545367	34.220	2.695	0.979	0.009	0.021	0.007
34	0.47554301	0.05944098	34.281	2.709	0.978	0.008	0.020	0.007
35	0.47537484	0.05343873	34.389	2.810	0.982	0.008	0.020	0.008
