ImageName, PSNR, SSIM, MSE
phantomFrame000,32.5524,0.9585,11.518616
phantomFrame001,31.7315,0.9518,11.456665
phantomFrame002,31.5598,0.9523,14.108215
phantomFrame003,30.7103,0.9421,15.089539
phantomFrame004,31.0256,0.9470,15.816223
phantomFrame005,30.5567,0.9450,16.919983
phantomFrame006,30.1741,0.9403,17.579590
phantomFrame007,30.3048,0.9414,17.492798
phantomFrame008,29.9774,0.9409,18.145569
phantomFrame009,29.7751,0.9373,18.261658
phantomFrame010,29.7277,0.9300,17.825806
phantomFrame011,29.4780,0.9274,19.813477
phantomFrame012,28.9380,0.9231,20.725769
phantomFrame013,26.9858,0.9047,22.994080
phantomFrame014,26.6276,0.8975,24.874573
phantomFrame015,25.9189,0.9049,23.242432
phantomFrame016,25.7834,0.9001,23.406189
phantomFrame017,25.5556,0.8902,24.966614
phantomFrame018,25.7222,0.8982,24.688965
phantomFrame019,26.3058,0.9086,23.260742
phantomFrame020,26.4515,0.8979,24.081482
phantomFrame021,27.2135,0.9059,22.894104
phantomFrame022,28.5744,0.9126,21.462585
phantomFrame023,29.5444,0.9181,20.576416
phantomFrame024,29.8438,0.9284,19.625732
phantomFrame025,29.7374,0.9313,18.797546
phantomFrame026,29.8838,0.9346,18.678345
phantomFrame027,29.6724,0.9370,18.962952
phantomFrame028,30.0331,0.9338,18.624329
phantomFrame029,30.5092,0.9401,17.253113
phantomFrame030,30.1379,0.9374,17.179810
phantomFrame031,30.4075,0.9407,16.623718
phantomFrame032,30.7900,0.9405,16.366882
phantomFrame033,31.1805,0.9449,15.048584
phantomFrame034,30.3248,0.9468,14.527100
phantomFrame035,31.1272,0.9504,13.957458
phantomFrame036,31.3790,0.9504,13.772400
phantomFrame037,30.5703,0.9489,13.710632
phantomFrame038,30.1410,0.9470,14.010254
phantomFrame039,30.6122,0.9463,13.506165
phantomFrame040,30.8758,0.9507,13.821838
phantomFrame041,30.3953,0.9449,13.695862
phantomFrame042,30.5449,0.9467,13.716858
phantomFrame043,31.3107,0.9465,13.273132
phantomFrame044,30.3864,0.9443,15.160767
phantomFrame045,31.4736,0.9482,13.783264
phantomFrame046,31.2217,0.9500,13.361694
phantomFrame047,31.1258,0.9443,12.442322
phantomFrame048,31.5791,0.9515,13.281616
phantomFrame049,31.8675,0.9521,12.174255
