ImageName, PSNR, SSIM, MSE
phantomFrame000,30.2446,0.9602,11.386292
phantomFrame001,29.1734,0.9499,11.845459
phantomFrame002,28.3396,0.9426,14.196411
phantomFrame003,26.8807,0.9248,15.589172
phantomFrame004,26.5984,0.9246,16.625244
phantomFrame005,26.3734,0.9230,17.520630
phantomFrame006,26.1404,0.9182,18.670654
phantomFrame007,26.6011,0.9237,18.441956
phantomFrame008,26.4754,0.9211,19.695557
phantomFrame009,26.5536,0.9194,19.146240
phantomFrame010,26.7549,0.9171,19.588684
phantomFrame011,27.1152,0.9167,20.830627
phantomFrame012,26.4882,0.9106,21.702637
phantomFrame013,25.3994,0.8937,23.481201
phantomFrame014,25.4621,0.8940,25.338867
phantomFrame015,25.0353,0.8986,23.416260
phantomFrame016,24.8220,0.8928,24.091248
phantomFrame017,24.9154,0.8904,25.016113
phantomFrame018,25.1620,0.8962,24.644043
phantomFrame019,25.5532,0.9045,22.784790
phantomFrame020,25.8966,0.9018,23.803223
phantomFrame021,26.7993,0.9141,21.973694
phantomFrame022,28.2702,0.9189,20.982361
phantomFrame023,29.8380,0.9263,20.543945
phantomFrame024,30.1696,0.9359,19.237732
phantomFrame025,29.9679,0.9400,19.038574
phantomFrame026,30.2319,0.9415,18.877991
phantomFrame027,29.9664,0.9396,18.623657
phantomFrame028,30.1528,0.9419,17.964661
phantomFrame029,30.4655,0.9473,17.368408
phantomFrame030,30.2439,0.9444,16.739502
phantomFrame031,30.2823,0.9427,16.963318
phantomFrame032,30.0384,0.9424,16.609558
phantomFrame033,30.3085,0.9482,14.956909
phantomFrame034,29.0815,0.9459,15.340149
phantomFrame035,29.4800,0.9495,14.764771
phantomFrame036,29.1566,0.9469,15.118652
phantomFrame037,28.2667,0.9418,15.074707
phantomFrame038,27.5478,0.9350,15.882690
phantomFrame039,27.9105,0.9386,15.578796
phantomFrame040,27.4303,0.9347,15.674316
phantomFrame041,26.9829,0.9297,15.815613
phantomFrame042,26.9045,0.9274,15.611084
phantomFrame043,27.0961,0.9267,15.919189
phantomFrame044,26.3669,0.9204,16.620544
phantomFrame045,27.1760,0.9290,16.012451
phantomFrame046,26.7692,0.9271,15.043091
phantomFrame047,27.4065,0.9269,14.148926
phantomFrame048,28.3748,0.9407,13.537109
phantomFrame049,28.3682,0.9424,12.696716
