Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.54435252	0.13658260	28.211	1.367	0.874	0.022	0.039	0.006
2	0.49570847	0.09528672	30.434	1.687	0.940	0.013	0.031	0.006
3	0.48932618	0.08735219	32.289	1.931	0.967	0.009	0.025	0.006
4	0.48866280	0.24173310	30.838	1.682	0.879	0.035	0.029	0.006
5	0.52567474	0.11916330	31.003	1.668	0.947	0.010	0.029	0.006
6	0.48882630	0.08200918	32.237	1.960	0.963	0.010	0.025	0.006
7	0.48648951	0.08100204	32.105	2.165	0.961	0.009	0.026	0.007
8	0.48626358	0.07398226	33.060	2.211	0.968	0.009	0.023	0.006
9	0.48574844	0.06933257	33.271	2.385	0.970	0.009	0.023	0.007
10	0.48576791	0.06494860	33.088	2.309	0.968	0.009	0.023	0.007
11	0.48817355	0.13690986	32.994	2.184	0.954	0.013	0.023	0.006
12	0.48471116	0.06525906	33.643	2.432	0.974	0.009	0.022	0.007
13	0.48479680	0.07028366	32.845	2.252	0.977	0.009	0.024	0.007
14	0.48494746	0.06581399	34.022	2.509	0.978	0.009	0.021	0.007
15	0.48486213	0.07829125	33.252	2.323	0.973	0.011	0.023	0.007
16	0.48254295	0.09528660	33.181	2.480	0.978	0.009	0.023	0.007
17	0.48424623	0.06064722	32.961	2.360	0.978	0.009	0.023	0.007
18	0.48412279	0.06082094	33.521	2.314	0.977	0.009	0.022	0.007
19	0.48491831	0.05926796	33.941	2.494	0.980	0.009	0.021	0.007
20	0.48378758	0.05189713	34.426	2.711	0.981	0.009	0.020	0.007
21	0.48415227	0.06203299	33.662	2.477	0.980	0.009	0.022	0.007
22	0.48365234	0.06269350	33.343	2.457	0.979	0.009	0.022	0.007
23	0.48401703	0.05704078	33.593	2.388	0.982	0.009	0.022	0.007
24	0.48263560	0.06817584	34.022	2.562	0.982	0.009	0.021	0.007
25	0.48434363	0.05763056	33.609	2.536	0.980	0.009	0.022	0.007
26	0.48229210	0.05656339	34.064	2.650	0.981	0.010	0.021	0.007
27	0.48215392	0.05255396	34.078	2.555	0.982	0.009	0.021	0.007
28	0.48219701	0.05775301	34.053	2.791	0.981	0.010	0.021	0.008
29	0.48210902	0.04934195	34.471	2.732	0.984	0.009	0.020	0.007
30	0.48209090	0.05499586	34.042	2.623	0.983	0.009	0.021	0.007
31	0.48219149	0.06274856	34.146	2.715	0.981	0.009	0.021	0.007
32	0.48285098	0.06132764	34.003	2.685	0.984	0.009	0.021	0.008
33	0.48324363	0.06438292	33.877	2.694	0.979	0.009	0.021	0.008
34	0.48215536	0.05372465	33.847	2.597	0.982	0.010	0.021	0.008
35	0.48277756	0.05159403	34.183	2.757	0.982	0.009	0.021	0.008
36	0.48308821	0.05498245	34.407	2.799	0.985	0.009	0.020	0.008
37	0.48283873	0.05627687	34.139	2.823	0.983	0.009	0.021	0.008
38	0.48133588	0.05088102	34.584	2.727	0.984	0.009	0.020	0.007
39	0.48288791	0.05827774	33.985	2.577	0.984	0.009	0.021	0.007
40	0.48294177	0.05099093	34.263	2.748	0.984	0.009	0.020	0.008
41	0.48277008	0.05343613	34.167	2.700	0.984	0.009	0.021	0.008
42	0.48273394	0.05579110	34.699	2.881	0.983	0.010	0.020	0.008
43	0.48311828	0.06138370	34.042	2.701	0.981	0.010	0.021	0.008
44	0.48235410	0.05524246	33.703	2.661	0.981	0.009	0.022	0.008
45	0.48245952	0.05138523	33.897	2.710	0.984	0.009	0.021	0.007
46	0.48270304	0.05980099	34.464	2.901	0.984	0.009	0.020	0.008
47	0.48128964	0.04807690	34.178	2.768	0.985	0.009	0.021	0.008
48	0.48229160	0.04837404	33.859	2.686	0.985	0.009	0.021	0.008
49	0.48053653	0.05112990	34.347	2.688	0.985	0.009	0.020	0.007
50	0.48254742	0.04725300	34.291	2.824	0.984	0.009	0.020	0.008
51	0.48243199	0.05192288	34.312	2.706	0.985	0.009	0.020	0.008
52	0.48234165	0.04964890	34.226	2.884	0.985	0.009	0.021	0.008
53	0.48136106	0.04742152	34.555	2.788	0.985	0.009	0.020	0.008
54	0.48219928	0.04738946	34.054	2.742	0.984	0.009	0.021	0.008
55	0.48237125	0.04947733	34.255	2.733	0.985	0.009	0.020	0.008
56	0.48276588	0.04873301	33.807	2.568	0.985	0.009	0.021	0.008
57	0.48171250	0.05347069	33.963	2.604	0.985	0.009	0.021	0.007
58	0.48133843	0.05361476	33.054	2.612	0.981	0.010	0.023	0.008
59	0.48208421	0.05060655	34.679	2.910	0.985	0.009	0.020	0.008
60	0.48206038	0.04904111	34.829	2.867	0.985	0.008	0.019	0.008
61	0.48185850	0.05002598	34.455	2.857	0.985	0.009	0.020	0.008
62	0.48120226	0.05004293	34.080	2.881	0.985	0.009	0.021	0.008
63	0.48018194	0.05283841	34.171	2.695	0.986	0.009	0.021	0.008
64	0.48091673	0.05120346	34.769	2.985	0.986	0.009	0.020	0.008
65	0.48184611	0.04730930	34.467	2.878	0.986	0.009	0.020	0.008
66	0.48142134	0.05026110	34.325	2.881	0.985	0.009	0.020	0.008
67	0.48189788	0.04951957	34.384	2.832	0.985	0.009	0.020	0.008
68	0.48129427	0.05101504	33.859	2.675	0.985	0.009	0.021	0.008
69	0.48214182	0.05483257	34.476	2.850	0.985	0.009	0.020	0.008
70	0.48144751	0.04436055	34.471	2.872	0.985	0.009	0.020	0.008
71	0.48253834	0.05329361	34.035	2.665	0.985	0.009	0.021	0.008
72	0.48202265	0.04812860	33.949	2.730	0.985	0.009	0.021	0.008
73	0.48202773	0.04769643	34.734	3.036	0.986	0.009	0.020	0.008
74	0.48157957	0.05091591	34.145	2.838	0.985	0.009	0.021	0.008
75	0.48126952	0.04801835	34.653	3.038	0.986	0.009	0.020	0.008
76	0.48137048	0.04725412	33.721	2.650	0.984	0.009	0.022	0.008
77	0.48183315	0.05204177	34.281	2.859	0.985	0.009	0.021	0.008
78	0.48191115	0.04626796	33.697	2.660	0.984	0.009	0.022	0.008
79	0.48178031	0.04957318	34.550	2.997	0.986	0.009	0.020	0.008
80	0.48136844	0.04989445	33.807	2.690	0.985	0.009	0.022	0.008
81	0.48213226	0.04573333	34.648	3.008	0.986	0.009	0.020	0.008
82	0.48041812	0.04957415	34.456	2.852	0.986	0.009	0.020	0.008
83	0.48173434	0.04892114	34.535	2.954	0.985	0.009	0.020	0.008
84	0.48166723	0.04697625	34.313	2.853	0.986	0.009	0.020	0.008
85	0.48226770	0.05235401	34.110	2.830	0.985	0.009	0.021	0.008
86	0.48124078	0.04563773	34.669	3.011	0.986	0.009	0.020	0.008
87	0.48154930	0.05127553	34.127	2.803	0.985	0.009	0.021	0.008
88	0.48141616	0.04641335	34.324	2.853	0.986	0.009	0.020	0.008
89	0.48158586	0.04918466	33.948	2.665	0.985	0.009	0.021	0.008
90	0.48164512	0.04791346	34.390	2.906	0.986	0.009	0.020	0.008
91	0.48117071	0.04729220	34.575	3.019	0.986	0.009	0.020	0.008
92	0.48172617	0.04853759	34.604	2.982	0.986	0.009	0.020	0.008
93	0.48205961	0.04822792	34.569	3.025	0.986	0.009	0.020	0.008
94	0.48173285	0.04721480	34.211	2.912	0.985	0.009	0.021	0.008
95	0.48120302	0.04624483	34.154	2.795	0.985	0.009	0.021	0.008
96	0.48060754	0.04591526	34.849	3.054	0.987	0.009	0.019	0.008
97	0.48194564	0.04700263	34.602	2.979	0.986	0.009	0.020	0.008
98	0.48051453	0.04884538	34.329	2.863	0.986	0.009	0.020	0.008
99	0.48173711	0.04688540	33.810	2.620	0.985	0.009	0.021	0.008
100	0.48152167	0.04588623	34.542	2.992	0.986	0.009	0.020	0.008
101	0.48052025	0.05092816	34.211	2.852	0.986	0.009	0.021	0.008
102	0.48210600	0.04980892	34.263	2.895	0.985	0.009	0.021	0.008
103	0.48078860	0.05095054	33.873	2.740	0.985	0.009	0.021	0.008
104	0.48189916	0.04450196	34.498	2.970	0.986	0.009	0.020	0.008
105	0.48100958	0.05000613	34.487	2.988	0.985	0.009	0.020	0.008
106	0.48134122	0.04602341	34.363	2.990	0.986	0.009	0.020	0.008
107	0.48174483	0.04778898	34.305	2.890	0.986	0.009	0.021	0.008
108	0.48129953	0.04664100	34.135	2.835	0.985	0.009	0.021	0.008
109	0.48188163	0.04723171	34.575	3.040	0.986	0.009	0.020	0.008
110	0.48125219	0.04757982	34.368	2.906	0.986	0.009	0.020	0.008
111	0.48110947	0.04964676	33.814	2.701	0.984	0.009	0.022	0.008
112	0.48149362	0.04807362	34.501	2.981	0.986	0.009	0.020	0.008
113	0.48067348	0.04511332	34.408	2.916	0.986	0.009	0.020	0.008
114	0.48165673	0.05326335	34.260	2.890	0.985	0.009	0.021	0.008
115	0.48061066	0.04773064	33.878	2.714	0.985	0.009	0.021	0.008
116	0.47993118	0.04983646	34.480	2.954	0.986	0.009	0.020	0.008
117	0.48116146	0.04545424	34.400	2.909	0.986	0.009	0.020	0.008
118	0.48030844	0.04535189	34.414	2.889	0.986	0.009	0.020	0.008
119	0.48093952	0.04931530	34.153	2.810	0.986	0.009	0.021	0.008
120	0.48074421	0.04749685	34.099	2.824	0.985	0.009	0.021	0.008
121	0.48068771	0.04421282	34.353	2.892	0.986	0.009	0.020	0.008
122	0.48135816	0.04722325	34.428	2.949	0.986	0.009	0.020	0.008
123	0.48143087	0.04635308	34.235	2.895	0.986	0.009	0.021	0.008
124	0.48165163	0.04795498	34.217	2.875	0.985	0.009	0.021	0.008
125	0.47963067	0.04624629	34.209	2.842	0.985	0.009	0.021	0.008
126	0.48160618	0.04679653	34.441	2.954	0.986	0.009	0.020	0.008
127	0.48156280	0.04769193	34.003	2.801	0.985	0.009	0.021	0.008
128	0.48188051	0.04683916	34.354	2.926	0.985	0.009	0.020	0.008
129	0.48075305	0.04712849	34.343	2.941	0.986	0.010	0.020	0.008
130	0.48073906	0.04650343	34.341	2.936	0.986	0.009	0.020	0.008
131	0.48072834	0.04774983	34.507	2.982	0.986	0.009	0.020	0.008
132	0.47996785	0.04826289	34.421	2.957	0.986	0.009	0.020	0.008
133	0.48079147	0.04657886	34.234	2.899	0.986	0.009	0.021	0.008
134	0.48107897	0.04665367	34.351	2.928	0.986	0.009	0.020	0.008
135	0.48118849	0.04722529	34.352	2.894	0.986	0.009	0.020	0.008
136	0.48045120	0.04682082	34.365	2.936	0.986	0.009	0.020	0.008
137	0.48139055	0.04730248	34.311	2.943	0.986	0.009	0.021	0.008
138	0.48025277	0.04750604	34.349	2.914	0.986	0.009	0.020	0.008
139	0.48021772	0.04453365	34.413	2.944	0.986	0.009	0.020	0.008
140	0.48162662	0.04635752	34.192	2.873	0.986	0.009	0.021	0.008
141	0.48131349	0.04674072	34.273	2.913	0.986	0.009	0.021	0.008
142	0.48078733	0.04806911	34.078	2.815	0.985	0.009	0.021	0.008
143	0.48158724	0.04689693	34.270	2.914	0.986	0.009	0.021	0.008
144	0.48011115	0.04659324	34.410	2.960	0.986	0.009	0.020	0.008
145	0.48111959	0.04965265	34.279	2.891	0.986	0.009	0.021	0.008
146	0.48113914	0.04682489	34.301	2.902	0.986	0.009	0.021	0.008
147	0.48052296	0.04711850	34.193	2.866	0.985	0.009	0.021	0.008
148	0.48105096	0.04689082	34.308	2.935	0.986	0.009	0.021	0.008
149	0.48129214	0.04652647	34.323	2.920	0.986	0.009	0.020	0.008
150	0.48084318	0.04713887	34.082	2.863	0.985	0.010	0.021	0.008
