ImageName, PSNR, SSIM, MSE
L096_frame003,36.4568,0.9437,12.818932
L096_frame004,36.1033,0.9463,14.274639
L096_frame005,35.7889,0.9454,15.164753
L096_frame006,35.8827,0.9420,14.969322
L096_frame007,36.0651,0.9420,14.448067
L096_frame008,36.4662,0.9418,13.125141
L096_frame009,36.6357,0.9398,12.522488
L096_frame010,36.8284,0.9396,11.919922
L096_frame011,37.0913,0.9392,11.075439
L096_frame012,36.9497,0.9412,10.186760
L096_frame013,35.7603,0.9481,7.657719
L096_frame014,34.8235,0.9534,5.541687
L096_frame015,34.2714,0.9511,6.135986
L096_frame016,34.2010,0.9496,6.461987
L096_frame017,34.2154,0.9469,6.466290
L096_frame018,34.0092,0.9457,7.111397
L096_frame019,34.3452,0.9463,6.738892
L096_frame020,34.4540,0.9440,7.026455
L096_frame021,34.6746,0.9432,7.533443
L096_frame022,34.4774,0.9435,8.282974
L096_frame023,34.6248,0.9417,8.515091
L096_frame024,34.5268,0.9388,9.262691
L096_frame025,34.6337,0.9392,9.691612
L096_frame026,35.0081,0.9397,9.608345
L096_frame027,35.2245,0.9377,10.152893
L096_frame028,35.6156,0.9414,9.735786
L096_frame029,35.3936,0.9391,10.094551
L096_frame030,35.2962,0.9366,10.561508
L096_frame031,35.5786,0.9391,9.975525
L096_frame032,35.6031,0.9386,9.359367
L096_frame033,35.3890,0.9389,9.053070
L096_frame034,35.3525,0.9412,8.179436
L096_frame035,35.1131,0.9419,7.753834
L096_frame036,35.0004,0.9432,7.190849
L096_frame037,34.5079,0.9437,7.285583
L096_frame038,34.0981,0.9452,6.730659
L096_frame039,33.9079,0.9469,6.917408
L096_frame040,34.1254,0.9513,6.346375
L096_frame041,34.1404,0.9512,6.425842
L096_frame042,34.0686,0.9516,6.865055
L096_frame043,33.7816,0.9517,7.639812
L096_frame044,34.1983,0.9513,7.844757
L096_frame045,34.9417,0.9489,8.011349
L096_frame046,35.0721,0.9528,7.423515
L096_frame047,35.6764,0.9530,7.235920
L096_frame048,35.8582,0.9496,7.867680
L096_frame049,36.2801,0.9499,7.717670
L096_frame050,36.1671,0.9505,7.949520
L096_frame051,36.4102,0.9486,8.000999
L096_frame052,36.5923,0.9499,8.181896
L096_frame053,36.4262,0.9497,8.406273
L096_frame054,36.1231,0.9467,9.323425
L096_frame055,36.2227,0.9464,9.548290
L096_frame056,36.1897,0.9488,9.762280
L096_frame057,35.8485,0.9486,10.109707
L096_frame058,36.0517,0.9517,9.259209
L096_frame059,36.3924,0.9491,9.961407
L096_frame060,36.1953,0.9459,11.170059
L096_frame061,36.4235,0.9477,11.021198
L096_frame062,36.3311,0.9450,11.741154
L096_frame063,35.7086,0.9398,14.355831
L096_frame064,35.4109,0.9421,15.516869
L096_frame065,35.3525,0.9393,17.231350
L096_frame066,35.1086,0.9346,18.401680
L096_frame067,34.5814,0.9343,21.038670
L096_frame068,34.0094,0.9351,23.524502
L096_frame069,34.2123,0.9322,22.710728
L096_frame070,33.6079,0.9337,25.656361
L096_frame071,33.9576,0.9342,23.534576
L096_frame072,33.9619,0.9312,23.753815
L096_frame073,33.6760,0.9335,24.621319
L096_frame074,33.7882,0.9343,24.146511
L096_frame075,34.1575,0.9321,22.696392
L096_frame076,33.7202,0.9339,24.957478
L096_frame077,33.3752,0.9345,26.562450
L096_frame078,33.4154,0.9314,26.420334
L096_frame079,33.2632,0.9349,27.208652
L096_frame080,33.0515,0.9356,28.418709
L096_frame081,33.2076,0.9330,27.004730
L096_frame082,33.5991,0.9367,25.073711
L096_frame083,33.5046,0.9362,25.599781
L096_frame084,33.2237,0.9308,26.537212
L096_frame085,32.8399,0.9319,29.336647
L096_frame086,33.1230,0.9317,27.434380
L096_frame087,33.4367,0.9299,25.796608
L096_frame088,33.2162,0.9312,26.937439
L096_frame089,32.8882,0.9309,28.408485
L096_frame090,32.7050,0.9263,29.086594
L096_frame091,32.4845,0.9275,30.186169
L096_frame092,32.6770,0.9271,29.450375
L096_frame093,33.0697,0.9247,27.797325
L096_frame094,32.8436,0.9260,28.943939
L096_frame095,32.3644,0.9251,30.188465
L096_frame096,32.3642,0.9232,30.267002
L096_frame097,32.8275,0.9261,28.305439
L096_frame098,32.9296,0.9254,27.867268
L096_frame099,33.7506,0.9231,23.959103
L096_frame100,33.6434,0.9260,24.364594
L096_frame101,33.6291,0.9249,24.542522
L096_frame102,33.8704,0.9224,23.601696
L096_frame103,33.6035,0.9247,24.660454
L096_frame104,33.4059,0.9227,25.363464
L096_frame105,33.6203,0.9188,24.780151
L096_frame106,33.2358,0.9215,26.434753
L096_frame107,33.2682,0.9227,26.573570
L096_frame108,33.3758,0.9204,25.325504
L096_frame109,33.0061,0.9238,27.397598
L096_frame110,33.3282,0.9251,25.835609
L096_frame111,33.5517,0.9225,24.058193
L096_frame112,33.5242,0.9242,25.189594
L096_frame113,33.1529,0.9227,26.791603
L096_frame114,33.2642,0.9170,26.090919
L096_frame115,33.0336,0.9208,27.147476
L096_frame116,32.9666,0.9204,27.755043
L096_frame117,32.8448,0.9159,28.326424
L096_frame118,32.5469,0.9181,30.107975
L096_frame119,32.3621,0.9161,30.734280
L096_frame120,32.5299,0.9147,30.030201
L096_frame121,32.6658,0.9180,29.425861
L096_frame122,32.5356,0.9184,29.935543
L096_frame123,32.6731,0.9161,28.820824
L096_frame124,32.5990,0.9198,28.638409
L096_frame125,32.8012,0.9189,27.990406
L096_frame126,32.9400,0.9159,27.145584
L096_frame127,33.1525,0.9200,25.993492
L096_frame128,33.3252,0.9204,25.317780
L096_frame129,33.4278,0.9169,25.162426
L096_frame130,33.5563,0.9190,24.393902
L096_frame131,33.4674,0.9192,24.958038
L096_frame132,33.7230,0.9179,23.931576
L096_frame133,33.5565,0.9212,25.032368
L096_frame134,33.3408,0.9204,25.804955
L096_frame135,33.6226,0.9166,24.737408
L096_frame136,33.1188,0.9165,26.666637
L096_frame137,33.0767,0.9160,26.763012
L096_frame138,33.3215,0.9132,25.630661
L096_frame139,32.8457,0.9145,27.840965
L096_frame140,32.2500,0.9129,30.286087
L096_frame141,32.5567,0.9104,28.860714
L096_frame142,32.9374,0.9139,27.169907
L096_frame143,32.5513,0.9124,28.259079
L096_frame144,32.5383,0.9078,28.518219
L096_frame145,32.1889,0.9080,31.152081
L096_frame146,32.1897,0.9074,31.143066
L096_frame147,31.8633,0.9003,32.039349
L096_frame148,31.6004,0.9019,33.674809
L096_frame149,31.2979,0.8993,34.097569
L096_frame150,31.3870,0.8960,33.564560
L096_frame151,31.4586,0.8976,33.713867
L096_frame152,31.4023,0.8965,33.639160
L096_frame153,31.5504,0.8940,32.919559
L096_frame154,31.9411,0.8974,30.456535
L096_frame155,31.8955,0.8968,30.090515
L096_frame156,31.4882,0.8925,31.471558
L096_frame157,31.7490,0.8950,31.418259
L096_frame158,31.6549,0.8937,31.713581
