ImageName, PSNR, SSIM, MSE
10_patch10_32_001,31.0295,0.7067,36.052002
10_patch10_32_002,32.0893,0.7682,27.943359
10_patch10_33_000,30.6930,0.7179,37.059570
10_patch10_33_001,30.9395,0.7103,38.438232
10_patch10_33_002,30.7109,0.7141,39.331055
10_patch10_33_003,31.8433,0.7735,29.972412
10_patch10_33_004,29.9181,0.6975,44.263428
10_patch10_33_005,31.7306,0.7899,29.216309
10_patch10_33_006,32.9717,0.8095,24.740234
10_patch10_34_000,29.5557,0.7200,40.030273
10_patch10_34_001,29.7621,0.6913,40.999268
10_patch10_34_002,30.2950,0.7285,38.130371
10_patch10_34_003,30.7490,0.7353,36.599854
10_patch10_34_004,29.9832,0.7002,42.651855
10_patch10_34_005,29.2288,0.6714,45.222412
10_patch10_34_006,30.5352,0.7451,32.423096
10_patch10_34_007,29.2915,0.6462,46.922119
10_patch10_34_008,30.4374,0.7244,34.170654
10_patch10_34_009,29.4812,0.6804,42.963379
10_patch10_34_010,31.0011,0.7596,31.575684
10_patch10_34_011,31.4809,0.7690,27.237549
10_patch10_34_012,30.8491,0.7828,27.977051
10_patch10_35_000,29.6923,0.7241,42.049561
10_patch10_35_001,30.9712,0.8041,29.245361
10_patch10_35_002,29.4023,0.6733,44.056396
10_patch10_35_003,29.6494,0.7032,41.179688
10_patch10_35_004,30.4028,0.7320,36.639893
10_patch10_35_005,29.9868,0.7604,35.660400
10_patch10_35_006,29.2233,0.6873,43.446533
10_patch10_35_007,30.1793,0.7588,34.583008
10_patch10_35_008,29.2722,0.6973,43.449951
10_patch10_35_009,30.0296,0.7383,35.020508
10_patch10_35_010,29.3346,0.6784,46.478516
10_patch10_35_011,30.7295,0.7444,33.720459
10_patch10_35_012,30.5434,0.7043,39.752197
10_patch10_35_013,32.3248,0.7820,26.696777
10_patch10_35_014,32.5155,0.7824,23.998535
10_patch10_36_000,29.6895,0.7124,42.156006
10_patch10_36_001,31.6746,0.8162,26.657227
10_patch10_36_002,29.7655,0.7011,42.445557
10_patch10_36_003,32.4860,0.8161,24.996826
10_patch10_36_004,29.8666,0.7343,40.928711
10_patch10_36_005,29.6148,0.7298,41.869141
10_patch10_36_006,30.0948,0.7401,37.682861
10_patch10_36_007,28.6276,0.7557,38.315430
10_patch10_36_008,28.9827,0.7501,39.564209
10_patch10_36_009,29.5992,0.6863,42.499023
10_patch10_36_010,29.9201,0.7582,36.419678
10_patch10_36_011,29.3895,0.7031,43.026855
10_patch10_36_012,30.2766,0.7661,33.700439
10_patch10_36_013,29.1472,0.7067,43.195801
10_patch10_36_014,30.3330,0.7763,31.600342
10_patch10_36_015,29.4043,0.7260,42.646973
10_patch10_36_016,30.3962,0.7753,32.792969
10_patch10_36_017,30.2734,0.7292,39.745117
10_patch10_36_018,31.5675,0.7893,28.324463
10_patch10_36_019,30.7636,0.7318,36.916016
10_patch10_36_020,32.3561,0.8080,26.110840
10_patch10_36_021,30.4416,0.7525,31.738525
10_patch10_36_022,31.7159,0.7814,27.864014
10_patch10_36_023,30.5760,0.7157,42.198242
10_patch10_36_024,32.9924,0.7863,25.834229
10_patch10_37_000,30.6095,0.7803,36.135498
10_patch10_37_001,29.1042,0.7490,44.734131
10_patch10_37_002,31.1254,0.8242,28.243896
10_patch10_37_003,29.1978,0.7314,44.716309
10_patch10_37_004,31.3320,0.8207,27.224365
10_patch10_37_005,29.1365,0.7341,42.703857
10_patch10_37_006,31.1497,0.8264,25.964111
10_patch10_37_007,28.8337,0.7311,44.182373
10_patch10_37_008,28.6768,0.7218,44.936035
10_patch10_37_009,28.2544,0.7526,43.256104
10_patch10_37_010,28.5247,0.7549,41.141846
10_patch10_37_011,28.9318,0.7516,40.532227
10_patch10_37_012,29.1503,0.6805,44.513672
10_patch10_37_013,28.7147,0.7186,39.919678
10_patch10_37_014,28.4299,0.6950,43.969971
10_patch10_37_015,29.7521,0.7509,34.093994
10_patch10_37_016,28.1420,0.6990,45.117676
10_patch10_37_017,29.8353,0.7824,33.038330
10_patch10_37_018,29.2535,0.7162,43.531738
10_patch10_37_019,30.7152,0.8008,30.651367
10_patch10_37_020,30.8808,0.7308,36.463135
10_patch10_37_021,32.0276,0.8084,25.956055
10_patch10_37_022,31.7886,0.8045,24.824707
10_patch10_37_023,30.4253,0.7769,32.646484
10_patch10_37_024,29.2204,0.7214,39.499268
10_patch10_37_025,29.7170,0.7732,32.090332
10_patch10_37_026,30.0939,0.7135,39.071045
10_patch10_37_027,31.7229,0.7883,25.168701
10_patch10_37_028,32.5329,0.8238,23.353027
10_patch10_38_000,30.2376,0.7394,40.812744
10_patch10_38_001,30.5581,0.7024,38.432861
10_patch10_38_002,29.2164,0.7523,42.257080
10_patch10_38_003,28.5744,0.7464,45.478027
10_patch10_38_004,30.6479,0.8258,30.950439
10_patch10_38_005,29.0287,0.7352,43.822754
10_patch10_38_006,30.8889,0.8222,29.552246
10_patch10_38_007,29.8694,0.6455,44.447754
10_patch10_38_008,29.0251,0.7568,41.951904
10_patch10_38_009,30.5550,0.8337,27.849854
10_patch10_38_010,30.4249,0.6922,41.276367
10_patch10_38_011,28.9184,0.7606,43.102295
10_patch10_38_012,28.5671,0.7503,44.380371
10_patch10_38_013,28.1145,0.7569,46.000244
10_patch10_38_014,28.5497,0.7585,41.930420
10_patch10_38_015,28.5137,0.7716,39.747803
10_patch10_38_016,28.7133,0.6860,45.136475
10_patch10_38_017,29.4667,0.7668,35.646240
10_patch10_38_018,29.4858,0.7240,40.760498
10_patch10_38_019,30.1891,0.7690,32.128906
10_patch10_38_020,28.6772,0.7247,44.678711
10_patch10_38_021,29.4287,0.7798,33.166748
10_patch10_38_022,29.1496,0.7138,43.089844
10_patch10_38_023,30.2171,0.7819,31.166504
10_patch10_38_024,30.1797,0.7335,38.263672
10_patch10_38_025,31.2497,0.7983,28.140625
10_patch10_38_026,30.8835,0.7391,35.804932
10_patch10_38_027,30.8946,0.7771,27.170166
10_patch10_38_028,31.1816,0.7448,33.972900
10_patch10_38_029,29.7336,0.7146,37.075684
10_patch10_38_030,29.5790,0.7614,34.456543
10_patch10_38_031,28.7704,0.7222,43.305176
10_patch10_38_032,29.9318,0.7836,33.804932
10_patch10_38_033,28.7282,0.6919,46.585938
10_patch10_38_034,30.7025,0.7923,30.938477
10_patch10_38_035,30.0174,0.7137,39.577881
10_patch10_38_036,31.9984,0.8137,26.105957
10_patch10_38_037,31.8320,0.7830,28.458252
10_patch10_39_000,29.7080,0.6893,42.172363
