Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.72255610	0.74367145	27.115	1.689	0.816	0.029	0.045	0.009
2	0.72104512	0.75893853	27.169	1.741	0.817	0.032	0.045	0.009
3	0.72091733	0.73010096	27.210	1.726	0.820	0.032	0.044	0.009
4	0.72088031	0.73482354	27.252	1.698	0.822	0.031	0.044	0.009
5	0.72067792	0.74383876	27.205	1.713	0.820	0.033	0.044	0.009
6	0.72074632	0.74442641	27.267	1.706	0.823	0.031	0.044	0.009
7	0.72065484	0.73903791	27.277	1.706	0.823	0.031	0.044	0.009
8	0.72062208	0.73716311	27.273	1.699	0.823	0.031	0.044	0.009
9	0.72066407	0.73099236	27.265	1.709	0.822	0.032	0.044	0.009
10	0.72050662	0.72148434	27.260	1.713	0.822	0.031	0.044	0.009
11	0.72040843	0.74399605	27.287	1.706	0.823	0.031	0.044	0.009
12	0.72049974	0.74550555	27.267	1.699	0.823	0.031	0.044	0.009
13	0.72044695	0.74598378	27.275	1.705	0.823	0.031	0.044	0.009
14	0.72037966	0.75465039	27.260	1.727	0.821	0.033	0.044	0.009
15	0.72030509	0.75042148	27.276	1.706	0.823	0.031	0.044	0.009
16	0.72022830	0.73664208	27.294	1.708	0.823	0.032	0.044	0.009
17	0.72048858	0.75324634	27.273	1.710	0.822	0.032	0.044	0.009
18	0.72039187	0.74180403	27.257	1.713	0.822	0.032	0.044	0.009
19	0.72048307	0.74526398	27.298	1.706	0.822	0.032	0.044	0.009
20	0.72032952	0.72833621	27.309	1.699	0.824	0.031	0.044	0.009
21	0.72024992	0.74094253	27.253	1.712	0.822	0.032	0.044	0.009
22	0.72028797	0.74724458	27.315	1.713	0.823	0.032	0.044	0.009
23	0.72024149	0.74852626	27.310	1.709	0.823	0.032	0.044	0.009
24	0.72025054	0.74313570	27.317	1.702	0.824	0.031	0.044	0.009
25	0.72030184	0.74544592	27.290	1.705	0.823	0.032	0.044	0.009
26	0.72029394	0.73889954	27.304	1.700	0.824	0.031	0.044	0.009
27	0.72018356	0.74764574	27.283	1.711	0.823	0.032	0.044	0.009
28	0.72021804	0.74373049	27.301	1.709	0.824	0.031	0.044	0.009
29	0.72022583	0.73386128	27.300	1.711	0.823	0.032	0.044	0.009
30	0.72018813	0.73882931	27.309	1.707	0.823	0.032	0.044	0.009
31	0.72019046	0.73449269	27.279	1.714	0.822	0.032	0.044	0.009
32	0.72020333	0.74707907	27.312	1.704	0.824	0.031	0.044	0.009
33	0.72021868	0.74125216	27.300	1.710	0.823	0.032	0.044	0.009
34	0.72025112	0.74634967	27.274	1.707	0.822	0.032	0.044	0.009
35	0.72009288	0.74326081	27.310	1.716	0.823	0.032	0.044	0.009
36	0.72010793	0.73096421	27.308	1.711	0.824	0.031	0.044	0.009
37	0.72007038	0.74409985	27.305	1.708	0.824	0.031	0.044	0.009
38	0.72006160	0.73800728	27.300	1.711	0.823	0.032	0.044	0.009
39	0.72001313	0.73711973	27.298	1.717	0.823	0.032	0.044	0.009
40	0.72015479	0.73914764	27.309	1.709	0.824	0.032	0.044	0.009
41	0.72009633	0.73896582	27.300	1.716	0.824	0.031	0.044	0.009
42	0.72005839	0.74674077	27.310	1.702	0.824	0.032	0.044	0.009
43	0.72006991	0.74574624	27.300	1.711	0.824	0.032	0.044	0.009
44	0.72006802	0.74922524	27.310	1.718	0.823	0.032	0.044	0.009
45	0.71999915	0.74635769	27.310	1.712	0.823	0.032	0.044	0.009
46	0.72009219	0.74373616	27.284	1.716	0.823	0.033	0.044	0.009
47	0.72005207	0.74238038	27.299	1.716	0.823	0.032	0.044	0.009
48	0.72007766	0.74057571	27.305	1.723	0.824	0.032	0.044	0.009
49	0.72015795	0.74443814	27.300	1.712	0.823	0.032	0.044	0.009
