ImageName, PSNR, SSIM, MSE
phantomFrame000,32.9798,0.8258,13.132629
phantomFrame001,36.5006,0.9786,5.836609
phantomFrame002,37.6865,0.9743,5.686707
phantomFrame003,37.4969,0.9753,5.837036
phantomFrame004,35.9183,0.9711,6.596802
phantomFrame005,35.3980,0.9716,6.793213
phantomFrame006,36.2860,0.9763,7.870667
phantomFrame007,34.5352,0.9679,8.088501
phantomFrame008,34.4299,0.9725,9.118835
phantomFrame009,34.4932,0.9727,9.295532
phantomFrame010,33.8309,0.9703,9.899414
phantomFrame011,32.7574,0.9644,10.586731
phantomFrame012,32.9729,0.9677,10.590698
phantomFrame013,33.4388,0.9686,10.660767
phantomFrame014,33.0501,0.9667,11.169189
phantomFrame015,32.5598,0.9593,11.691101
phantomFrame016,32.2940,0.9626,12.451660
phantomFrame017,32.3062,0.9610,12.766235
phantomFrame018,31.8939,0.9584,12.964233
phantomFrame019,32.5592,0.9633,12.727783
phantomFrame020,31.7807,0.9584,14.121277
phantomFrame021,32.6701,0.9638,13.317932
phantomFrame022,31.8399,0.9534,14.365417
phantomFrame023,31.6195,0.9464,16.222595
phantomFrame024,31.5588,0.9495,16.618042
phantomFrame025,30.8088,0.9376,18.116638
phantomFrame026,28.7799,0.9353,17.727539
phantomFrame027,28.3931,0.9354,17.421326
phantomFrame028,28.0407,0.9354,18.283142
phantomFrame029,27.8564,0.9285,19.522766
phantomFrame030,27.5328,0.9229,20.121033
phantomFrame031,27.5929,0.9329,19.107910
phantomFrame032,27.5445,0.9330,19.408142
phantomFrame033,27.6837,0.9288,20.561279
phantomFrame034,27.3259,0.9291,20.254028
phantomFrame035,27.1536,0.9159,21.578247
phantomFrame036,27.3456,0.9156,20.896973
phantomFrame037,27.2213,0.9244,20.295959
phantomFrame038,27.1697,0.9244,20.302063
phantomFrame039,27.4966,0.9336,19.909912
phantomFrame040,27.3950,0.9260,19.416199
phantomFrame041,27.4267,0.9228,20.835205
phantomFrame042,28.0661,0.9254,20.548950
phantomFrame043,27.8322,0.9178,20.352173
phantomFrame044,28.5644,0.9302,19.028809
phantomFrame045,29.1731,0.9375,18.271667
phantomFrame046,31.5234,0.9396,17.755981
phantomFrame047,31.7175,0.9441,17.269958
phantomFrame048,31.8494,0.9498,16.288208
phantomFrame049,31.4883,0.9483,16.095764
phantomFrame050,32.0373,0.9550,14.740051
phantomFrame051,32.7041,0.9625,14.277893
phantomFrame052,32.6128,0.9583,14.941284
phantomFrame053,32.1367,0.9540,14.694641
phantomFrame054,32.1725,0.9570,14.414490
phantomFrame055,32.6546,0.9646,13.709412
phantomFrame056,32.3352,0.9600,14.480103
phantomFrame057,32.6832,0.9665,14.337463
phantomFrame058,32.6343,0.9657,13.718506
phantomFrame059,32.8266,0.9662,13.089478
phantomFrame060,33.0454,0.9691,12.704163
phantomFrame061,32.6296,0.9651,12.616211
phantomFrame062,33.2360,0.9693,12.506531
phantomFrame063,32.4907,0.9679,13.035278
phantomFrame064,33.6500,0.9742,12.028137
phantomFrame065,33.0608,0.9664,12.715088
phantomFrame066,33.8440,0.9740,11.646362
phantomFrame067,33.6501,0.9722,11.527527
phantomFrame068,33.8984,0.9759,10.671326
phantomFrame069,34.4506,0.9774,10.148254
phantomFrame070,33.7929,0.9749,11.401367
phantomFrame071,33.6816,0.9754,10.543396
phantomFrame072,33.7252,0.9758,10.327759
phantomFrame073,33.8112,0.9770,10.818237
phantomFrame074,33.2320,0.9747,10.941589
phantomFrame075,33.9829,0.9764,10.645081
phantomFrame076,33.6058,0.9764,10.549805
phantomFrame077,33.0447,0.9715,11.068298
phantomFrame078,33.0503,0.9745,11.230042
phantomFrame079,33.3294,0.9758,10.318359
phantomFrame080,32.9887,0.9750,10.752747
phantomFrame081,33.3146,0.9765,9.812622
phantomFrame082,33.7150,0.9772,9.814636
phantomFrame083,34.1254,0.9789,9.478149
phantomFrame084,34.5970,0.9785,9.234070
phantomFrame085,33.8400,0.9762,9.780273
phantomFrame086,33.9606,0.9716,9.794739
phantomFrame087,33.2537,0.9706,10.490356
phantomFrame088,33.5431,0.9710,9.618164
phantomFrame089,33.2760,0.9707,9.598511
phantomFrame090,33.9966,0.9717,8.938538
phantomFrame091,33.5034,0.9696,9.007446
phantomFrame092,34.3654,0.9722,8.375854
phantomFrame093,34.7904,0.9747,8.689026
phantomFrame094,34.2799,0.9701,8.568054
phantomFrame095,34.7028,0.9689,7.815918
phantomFrame096,35.4013,0.9736,7.185181
phantomFrame097,36.5037,0.9751,6.904114
phantomFrame098,36.3737,0.9785,6.549438
phantomFrame099,36.3540,0.9777,6.320618
phantomFrame100,36.1165,0.9731,6.588806
phantomFrame101,36.7973,0.9669,6.140869
