Epoch	TrainLoss	ValidLoss	PSNR	PSNR_std	SSIM	SSIM_std	NRMSE	NRMSE_std
1	0.71792068	0.50903302	17.402	1.025	0.505	0.030	0.136	0.015
2	0.64817577	0.39790060	18.005	1.174	0.493	0.052	0.127	0.016
3	0.62838657	0.41351453	18.382	1.184	0.518	0.039	0.122	0.016
4	0.61898844	0.36852091	18.922	1.179	0.533	0.035	0.114	0.015
5	0.61879132	0.30056345	20.033	1.254	0.526	0.038	0.101	0.014
6	0.60382892	0.23741693	21.260	1.276	0.570	0.024	0.087	0.012
7	0.59975014	0.25228633	21.772	1.335	0.595	0.027	0.082	0.012
8	0.59530866	0.23845594	21.378	1.338	0.601	0.030	0.086	0.012
9	0.59342596	0.21504686	21.430	1.357	0.622	0.039	0.086	0.012
10	0.58807886	0.25806621	21.360	1.432	0.668	0.048	0.087	0.013
11	0.59656130	0.30473925	21.235	1.373	0.652	0.036	0.088	0.013
12	0.59693639	0.26523620	21.650	1.368	0.640	0.036	0.084	0.012
13	0.59152131	0.23392321	21.989	1.417	0.660	0.045	0.081	0.012
14	0.59407713	0.23597482	22.098	1.420	0.672	0.049	0.080	0.012
15	0.59437772	0.22653279	21.673	1.409	0.661	0.048	0.084	0.013
16	0.58653342	0.20334703	21.865	1.405	0.694	0.052	0.082	0.012
17	0.59190387	0.22871998	21.425	1.349	0.677	0.050	0.086	0.012
18	0.58785736	0.22155426	21.067	1.252	0.646	0.042	0.089	0.012
19	0.59083532	0.20128031	21.852	1.380	0.675	0.046	0.082	0.012
20	0.58890506	0.22933336	21.926	1.041	0.641	0.020	0.081	0.009
21	0.58818488	0.22058980	21.293	0.926	0.630	0.023	0.087	0.009
22	0.58403526	0.20531807	22.381	1.191	0.684	0.037	0.077	0.010
23	0.58423913	0.18382712	23.696	1.690	0.730	0.049	0.067	0.012
24	0.58723368	0.18159193	23.010	1.354	0.722	0.039	0.072	0.011
25	0.57644856	0.20444338	21.415	0.812	0.673	0.022	0.085	0.008
26	0.57848466	0.20227476	21.865	0.839	0.695	0.021	0.081	0.008
27	0.58173931	0.20865787	22.322	0.843	0.722	0.013	0.077	0.008
28	0.58180721	0.20725885	22.175	0.865	0.710	0.026	0.078	0.008
29	0.57996105	0.19534343	21.481	1.197	0.679	0.023	0.085	0.011
30	0.57844506	0.20119011	21.126	1.961	0.703	0.057	0.090	0.019
31	0.57885940	0.17601592	23.834	1.114	0.796	0.053	0.065	0.008
32	0.57123280	0.21889043	20.835	1.761	0.697	0.038	0.093	0.018
33	0.56945788	0.20656973	21.684	1.759	0.765	0.088	0.084	0.016
34	0.57599476	0.19105485	22.014	1.824	0.716	0.080	0.081	0.016
35	0.56651480	0.20266025	21.923	2.768	0.768	0.089	0.084	0.025
36	0.55909699	0.22225672	21.834	2.622	0.733	0.056	0.085	0.024
37	0.56435640	0.18584359	22.583	2.495	0.768	0.063	0.077	0.021
38	0.56771669	0.21119763	21.201	2.927	0.740	0.117	0.092	0.028
39	0.56464606	0.17030286	23.046	2.283	0.777	0.102	0.073	0.018
40	0.55741693	0.21643094	21.260	2.690	0.760	0.103	0.090	0.025
41	0.56744753	0.17679981	21.747	2.810	0.757	0.096	0.086	0.026
42	0.56717131	0.19077793	22.070	2.675	0.735	0.071	0.082	0.023
43	0.56675536	0.24858404	21.354	3.175	0.727	0.115	0.091	0.029
44	0.56279490	0.19660742	22.916	2.696	0.800	0.088	0.075	0.022
45	0.56824761	0.19633149	21.155	2.791	0.725	0.085	0.092	0.026
46	0.55678114	0.19618946	21.798	3.302	0.750	0.120	0.087	0.029
47	0.56153460	0.19953189	22.199	3.523	0.750	0.112	0.084	0.030
48	0.56615330	0.20330375	21.756	3.489	0.732	0.135	0.088	0.031
49	0.57005100	0.20360000	21.874	2.467	0.732	0.063	0.084	0.022
50	0.55467592	0.18306453	22.228	2.774	0.761	0.103	0.081	0.024
51	0.56029837	0.19743998	21.799	3.353	0.751	0.108	0.087	0.029
52	0.55990616	0.21044523	22.054	3.400	0.756	0.120	0.085	0.029
53	0.56268524	0.18157634	22.291	3.340	0.772	0.106	0.082	0.028
54	0.55114549	0.18773728	21.561	3.434	0.744	0.131	0.090	0.030
55	0.55979375	0.23924123	21.151	3.500	0.705	0.173	0.094	0.032
56	0.56967292	0.19336998	21.987	3.183	0.762	0.122	0.085	0.028
