ImageName, PSNR, SSIM, MSE
08_patch08_01_001,28.7010,0.6772,49.259033
08_patch08_01_002,31.6824,0.7627,31.578369
08_patch08_01_003,28.7220,0.6393,50.898926
08_patch08_01_004,31.0606,0.7439,34.748535
08_patch08_01_005,30.0793,0.6718,43.285889
08_patch08_01_006,30.4194,0.7427,36.414062
08_patch08_01_007,29.8615,0.6666,43.820312
08_patch08_01_008,28.8608,0.7230,42.902832
08_patch08_01_009,28.1526,0.6689,49.248779
08_patch08_01_010,28.7713,0.6143,50.475098
08_patch08_01_011,30.9833,0.8056,26.724609
08_patch08_01_012,28.7320,0.6963,45.134277
08_patch08_01_013,31.1204,0.8156,26.426758
08_patch08_01_014,28.6817,0.7211,45.336914
08_patch08_01_015,30.1608,0.8114,27.599365
08_patch08_01_016,28.9094,0.7307,44.774170
08_patch08_01_017,30.3544,0.8167,26.992188
08_patch08_01_018,29.2881,0.7295,42.920410
08_patch08_01_019,30.8243,0.8251,25.970947
08_patch08_01_020,29.2868,0.7206,41.631104
08_patch08_01_021,30.0057,0.8053,28.564453
08_patch08_01_022,27.6452,0.6818,47.392334
08_patch08_01_023,30.4032,0.8093,27.135010
08_patch08_01_024,27.5245,0.6849,49.294922
08_patch08_01_025,28.4656,0.7055,44.704834
08_patch08_01_026,29.9828,0.8066,28.658447
08_patch08_01_027,27.5926,0.6904,51.192627
08_patch08_01_028,29.4597,0.6572,46.264648
08_patch08_01_029,30.2612,0.8223,28.916260
08_patch08_01_030,27.4477,0.7011,52.096680
08_patch08_01_031,28.6143,0.6525,50.777832
08_patch08_02_000,30.6682,0.7331,38.626709
08_patch08_02_001,32.1375,0.7829,27.624512
08_patch08_02_002,30.5014,0.7076,38.247559
08_patch08_02_003,31.1216,0.7632,30.600098
08_patch08_02_004,29.3035,0.6592,47.774414
08_patch08_02_005,30.9656,0.7523,32.312012
08_patch08_02_006,29.4437,0.6470,47.723633
08_patch08_02_007,30.5508,0.7321,34.217529
08_patch08_02_008,29.4331,0.6471,47.280029
08_patch08_02_009,28.6809,0.7254,40.915527
08_patch08_02_010,29.1857,0.6576,47.122070
08_patch08_02_011,28.6928,0.7260,41.862549
