Scan,Image_name, PSNR, SSIM, MSE
6,0,21.4104,0.3300,86.562744
6,1,24.1122,0.4059,78.769043
6,2,21.8935,0.3557,79.149902
6,3,24.7804,0.4579,65.230225
6,4,25.2595,0.4841,68.449707
6,5,20.3907,0.2828,86.990967
6,6,18.6982,0.3032,89.775146
6,7,22.2385,0.3717,82.110352
6,8,24.9369,0.4334,77.073486
6,9,21.3386,0.3348,84.584473
6,10,23.1693,0.3451,89.871582
6,11,18.8936,0.2392,86.489746
6,12,18.8029,0.2593,80.000244
6,13,20.7269,0.3065,88.850830
6,14,22.8416,0.3807,82.313232
6,15,20.9417,0.2933,77.861572
6,16,19.3774,0.2835,85.173340
6,17,21.7206,0.3316,86.920898
6,18,26.3313,0.4966,68.462891
6,19,19.3779,0.2481,99.333008
6,20,23.2782,0.4053,70.926270
6,21,21.1218,0.3441,84.415771
6,22,20.0161,0.3028,83.534424
6,23,21.0593,0.3132,89.065186
6,24,22.2596,0.3790,75.915771
6,25,23.5842,0.4026,76.319336
6,26,21.3141,0.3414,81.907715
6,27,21.3528,0.3267,92.833496
6,28,27.1044,0.5282,63.911133
6,29,22.4499,0.3749,81.900879
6,30,23.9641,0.4260,73.144531
6,31,18.3832,0.2666,84.918213
6,32,17.9293,0.2849,87.361084
6,33,20.4095,0.3333,81.301270
6,34,21.7208,0.3955,72.524658
6,35,21.2097,0.3306,86.540039
6,36,23.1778,0.3825,83.760010
6,37,24.3533,0.4516,68.581543
6,38,25.8185,0.4478,76.432373
6,39,23.8421,0.3766,85.018799
6,40,25.3105,0.4346,76.874512
6,41,19.5661,0.3023,94.201416
6,42,22.1243,0.3574,82.082031
6,43,20.7539,0.2959,95.753418
6,44,23.8089,0.4085,76.637207
6,45,25.7509,0.4501,72.728271
6,46,25.9175,0.4775,71.781982
6,47,21.1844,0.3007,91.912354
6,48,19.0706,0.2597,81.726562
6,49,18.8882,0.2905,87.710205
6,50,27.1581,0.5167,65.291016
6,51,26.4467,0.4922,60.494141
6,52,19.2574,0.2838,86.568604
6,53,21.5961,0.3259,78.016113
6,54,15.3492,0.2923,98.147705
6,55,21.0730,0.3227,77.905518
6,56,19.1064,0.2782,87.554199
6,57,21.0825,0.3108,87.480469
6,58,23.7988,0.4316,71.332764
6,59,25.4659,0.4636,69.149170
6,60,18.4473,0.2734,97.648193
6,61,21.8679,0.3616,82.077637
6,62,15.7702,0.2557,95.677002
6,63,20.7423,0.2978,95.588379
6,64,25.1211,0.4669,67.411621
6,65,21.0969,0.3438,75.985596
6,66,22.7544,0.3603,88.422119
6,67,26.2855,0.4987,68.942139
6,68,19.5350,0.2913,90.668213
6,69,21.2963,0.2919,92.514160
6,70,21.9514,0.3854,71.832031
6,71,21.8284,0.3338,89.755371
6,72,21.0508,0.3038,90.818848
6,73,21.0267,0.3014,95.031250
6,74,20.2489,0.3095,88.723633
6,75,15.0914,0.2806,97.560059
6,76,23.2988,0.3825,88.788330
6,77,22.9199,0.3772,84.647461
6,78,19.5483,0.2948,90.642334
6,79,20.7480,0.3295,82.990234
6,80,22.3761,0.3292,89.621338
6,81,21.8040,0.3474,84.033936
6,82,16.5372,0.2923,93.183350
6,83,23.4124,0.4062,74.371826
6,84,20.6299,0.3320,89.268311
6,85,24.7401,0.4267,75.435791
6,86,23.8304,0.4157,83.306396
6,87,22.3092,0.3751,74.333496
6,88,18.9278,0.2960,85.905518
6,89,19.9236,0.2745,79.483643
6,90,22.5872,0.3819,81.515625
6,91,17.8475,0.2244,87.901367
6,92,21.0421,0.3143,92.783936
6,93,23.0237,0.4075,72.814453
6,94,22.3336,0.3285,91.132080
6,95,16.6400,0.2568,92.914795
6,96,22.6411,0.3576,88.470703
6,97,22.7393,0.3981,69.434570
6,98,18.4541,0.2736,94.265381
6,99,20.9814,0.3217,92.979736
6,100,21.9907,0.3506,85.914062
6,101,18.0977,0.2455,88.592285
6,102,27.5371,0.5173,66.211670
6,103,22.5583,0.3669,83.037354
6,104,15.4472,0.2883,97.889160
6,105,24.3423,0.4423,74.185547
6,106,17.7814,0.2685,88.829834
6,107,21.8805,0.3595,83.166016
6,108,21.6160,0.3258,92.775879
6,109,26.4253,0.4708,72.285645
6,110,16.5499,0.2989,95.025146
6,111,22.6114,0.3858,76.275879
6,112,18.5398,0.2820,97.554199
6,113,22.4683,0.3537,87.274902
6,114,21.9699,0.3455,83.572998
6,115,20.7504,0.3294,74.628662
6,116,20.6799,0.3359,78.334473
6,117,20.9290,0.3446,75.148926
6,118,23.7730,0.3848,82.759277
6,119,20.2903,0.2975,98.143799
6,120,19.4366,0.2625,83.637695
6,121,21.4649,0.3574,79.707275
6,122,20.8551,0.3164,96.102051
6,123,18.4240,0.2772,88.585693
6,124,22.6503,0.3654,76.974609
6,125,22.7347,0.3869,78.364502
6,126,20.4803,0.3205,83.791016
6,127,21.2345,0.3119,89.362305
6,128,23.5887,0.3716,80.087158
6,129,19.6064,0.2911,79.427979
6,130,20.8766,0.3072,88.834717
6,131,20.6694,0.3255,82.925537
6,132,24.9585,0.4580,64.977051
6,133,20.2404,0.3193,80.923828
6,134,22.8773,0.3760,89.544678
6,135,20.4118,0.2868,88.055420
6,136,20.9474,0.3040,94.929199
6,137,21.8613,0.3405,90.467285
6,138,15.6294,0.3042,96.722412
6,139,19.5781,0.2684,79.844482
6,140,25.4462,0.4661,68.048828
6,141,23.0495,0.3758,81.518066
6,142,25.4369,0.4483,68.824219
6,143,22.5633,0.4058,72.873535
6,144,21.2104,0.3509,78.146729
6,145,16.8660,0.2671,94.561279
6,146,19.4253,0.2614,81.685059
6,147,25.8281,0.4906,68.491943
6,148,21.2123,0.3210,82.240479
6,149,20.2659,0.3031,90.324707
6,150,15.6287,0.3046,98.309082
6,151,21.4775,0.3227,92.734863
6,152,17.8406,0.2615,86.669922
6,153,20.4600,0.3198,87.649902
6,154,25.3565,0.4827,66.549072
6,155,25.9083,0.5005,67.447754
6,156,21.5633,0.3321,88.056885
6,157,22.4011,0.3760,72.901367
6,158,18.5022,0.2529,82.851318
6,159,23.1183,0.3623,85.515625
6,160,20.0526,0.2958,97.677734
6,161,16.0183,0.2875,96.980957
6,162,23.5527,0.4329,72.075195
6,163,18.9252,0.2782,92.209961
6,164,20.1910,0.3160,78.024414
6,165,21.1746,0.3148,94.788086
6,166,24.3794,0.4258,77.086426
6,167,25.2923,0.4635,70.741455
6,168,22.6993,0.4054,74.014404
6,169,22.0191,0.3788,75.357910
6,170,25.3876,0.4563,74.634033
6,171,24.4104,0.4002,81.962646
6,172,21.3781,0.3153,95.316162
6,173,22.5575,0.3679,85.856689
6,174,22.4011,0.3760,72.901367
6,175,24.3447,0.4432,72.679443
6,176,21.1794,0.3124,89.481201
6,177,21.9298,0.3451,84.094482
6,178,22.7255,0.3832,77.974854
6,179,21.3298,0.3243,88.491699
6,180,25.5362,0.4649,69.307373
6,181,18.9121,0.2395,81.290283
6,182,20.6039,0.3111,88.277832
6,183,21.8086,0.3391,88.457520
6,184,22.8784,0.3691,87.336670
6,185,22.2598,0.3770,81.210205
6,186,23.6057,0.3804,84.224854
6,187,22.8801,0.3754,81.585205
6,188,20.4678,0.3180,79.223633
6,189,25.7442,0.5008,66.995850
6,190,26.5593,0.5090,65.599121
6,191,15.9711,0.2874,95.387695
6,192,20.5628,0.3368,76.031982
6,193,22.2343,0.3759,69.545654
6,194,21.3027,0.3300,89.364502
6,195,24.5950,0.4468,71.476074
6,196,23.5050,0.3893,81.433838
6,197,19.0604,0.2322,82.808105
6,198,21.1778,0.3418,78.423340
6,199,19.7364,0.2686,80.064697
6,200,21.0925,0.3314,85.380127
6,201,15.6064,0.2654,95.933105
6,202,19.1820,0.2755,80.464111
6,203,21.8440,0.3438,85.284668
6,204,20.6895,0.3478,79.728027
6,205,16.7423,0.2861,94.307617
6,206,27.2165,0.5021,69.181396
6,207,25.0098,0.4508,76.852295
6,208,21.5932,0.3294,90.506104
