Scan,Image_name, PSNR, SSIM, MSE
6,0,12.4366,0.0709,105.186035
6,1,12.8599,0.1082,103.840576
6,2,12.9759,0.0800,105.200928
6,3,12.7522,0.0475,104.779541
6,4,11.8481,0.0731,107.735352
6,5,14.0349,0.0879,101.773438
6,6,13.0043,0.0390,101.524658
6,7,12.8697,0.0364,104.305420
6,8,13.6417,0.2073,99.736084
6,9,13.9700,0.0954,101.800049
6,10,13.7718,0.0739,104.779053
6,11,14.9210,0.1468,101.226318
6,12,13.1939,0.1390,102.960693
6,13,13.0705,0.0391,106.949219
6,14,13.1093,0.0566,102.838379
6,15,12.8857,0.0368,103.279785
6,16,13.4760,0.0963,106.435547
6,17,11.7678,0.0577,105.843506
6,18,12.7976,0.0433,103.562012
6,19,11.9000,0.0969,104.377197
6,20,13.4826,0.0886,103.389160
6,21,12.6598,0.0457,104.930908
6,22,12.6233,0.0473,103.120850
6,23,12.8635,0.0421,106.843750
6,24,13.2323,0.1025,104.710449
6,25,13.2942,0.2348,100.107910
6,26,12.7569,0.0387,104.106689
6,27,12.7540,0.0328,107.274170
6,28,13.6328,0.0922,102.403809
6,29,12.8927,0.0345,104.988281
6,30,12.8240,0.0594,104.020996
6,31,12.7617,0.0426,104.588623
6,32,13.3240,0.0804,108.172607
6,33,13.7203,0.1940,99.628174
6,34,13.3936,0.0716,102.440430
6,35,11.7666,0.0424,105.368896
6,36,11.1172,0.0356,108.217285
6,37,12.9981,0.0599,107.235596
6,38,13.7808,0.1077,102.306152
6,39,13.5649,0.0675,102.455566
6,40,12.3164,0.0839,104.163330
6,41,12.6789,0.0624,106.093750
6,42,13.4874,0.0474,106.128906
6,43,11.0751,0.0500,107.468750
6,44,12.7503,0.1543,101.994141
6,45,13.4213,0.0863,104.106934
6,46,11.3295,0.0631,107.839111
6,47,13.6854,0.0748,104.677490
6,48,13.5446,0.0542,105.675293
6,49,12.8199,0.0407,106.388428
6,50,11.3094,0.0552,108.953613
6,51,12.6806,0.0328,104.650879
6,52,15.2725,0.0998,101.764648
6,53,11.9428,0.0872,107.700439
6,54,13.4831,0.0767,101.441650
6,55,11.6396,0.0917,105.387695
6,56,13.6052,0.1122,102.537598
6,57,13.7800,0.2069,101.133301
6,58,11.8325,0.0627,105.522949
6,59,14.0424,0.0822,105.148193
