ImageName, PSNR, SSIM, MSE
L286_frame003,39.5915,0.9509,6.089157
L286_frame004,39.7882,0.9553,5.470089
L286_frame005,39.9415,0.9563,5.347527
L286_frame006,39.8493,0.9544,5.646095
L286_frame007,40.1744,0.9568,5.304188
L286_frame008,40.3606,0.9564,5.307583
L286_frame009,40.1959,0.9560,5.447201
L286_frame010,40.3775,0.9586,4.898586
L286_frame011,40.3334,0.9580,4.990772
L286_frame012,40.0148,0.9558,5.281216
L286_frame013,40.1648,0.9563,5.202694
L286_frame014,40.2409,0.9561,5.092079
L286_frame015,40.1468,0.9513,5.635925
L286_frame016,40.0893,0.9516,5.665051
L286_frame017,39.9645,0.9503,5.840107
L286_frame018,39.5517,0.9446,6.506470
L286_frame019,39.5414,0.9432,6.812595
L286_frame020,39.1398,0.9389,7.502083
L286_frame021,38.5068,0.9303,8.675621
L286_frame022,38.3450,0.9277,8.994427
L286_frame023,38.1358,0.9246,9.314587
L286_frame024,37.7130,0.9167,10.285252
L286_frame025,37.7906,0.9168,10.096111
L286_frame026,37.5869,0.9132,10.576450
L286_frame027,37.2223,0.9061,11.578789
L286_frame028,37.3567,0.9086,11.198132
L286_frame029,37.2994,0.9065,11.423309
L286_frame030,36.8954,0.8986,12.706375
L286_frame031,37.0485,0.9004,12.342690
L286_frame032,36.9300,0.8980,12.692703
L286_frame033,36.5829,0.8908,13.742863
L286_frame034,36.6892,0.8931,13.222832
L286_frame035,36.6804,0.8930,13.097710
L286_frame036,36.4560,0.8890,13.475079
L286_frame037,36.7699,0.8948,12.511307
L286_frame038,36.5444,0.8894,13.177929
L286_frame039,36.3317,0.8848,13.816048
L286_frame040,36.4153,0.8866,13.550133
L286_frame041,36.3245,0.8833,14.174171
L286_frame042,35.9455,0.8736,15.436306
L286_frame043,36.0883,0.8759,15.026337
L286_frame044,36.0054,0.8743,15.462711
L286_frame045,35.6188,0.8660,16.568386
L286_frame046,35.7868,0.8707,15.971947
L286_frame047,35.5726,0.8643,16.668354
L286_frame048,35.3845,0.8589,17.363503
L286_frame049,35.6685,0.8665,16.108479
L286_frame050,35.5304,0.8641,16.611938
L286_frame051,35.2182,0.8544,18.044476
L286_frame052,35.4714,0.8602,16.959198
L286_frame053,35.3818,0.8589,17.084339
L286_frame054,35.2312,0.8567,17.551258
L286_frame055,35.3374,0.8585,17.319721
L286_frame056,35.4096,0.8593,17.254963
L286_frame057,35.1230,0.8517,18.369408
L286_frame058,35.0616,0.8511,18.603024
L286_frame059,35.1741,0.8539,18.179604
L286_frame060,35.0004,0.8501,18.408573
L286_frame061,35.1779,0.8544,17.922009
L286_frame062,35.1292,0.8535,18.086971
L286_frame063,34.6592,0.8418,19.923752
L286_frame064,34.8318,0.8461,19.308308
L286_frame065,34.7954,0.8448,19.442352
L286_frame066,34.5323,0.8370,20.559250
L286_frame067,34.6891,0.8412,19.844765
L286_frame068,34.6893,0.8419,19.780254
L286_frame069,34.4508,0.8351,20.720299
L286_frame070,34.7158,0.8424,19.734745
L286_frame071,34.7194,0.8432,19.534595
L286_frame072,34.5798,0.8398,19.941895
L286_frame073,35.0014,0.8514,18.035656
L286_frame074,35.1568,0.8571,17.144279
L286_frame075,35.0583,0.8557,16.914444
L286_frame076,35.3501,0.8650,15.583221
L286_frame077,35.4327,0.8706,14.596096
L286_frame078,35.2147,0.8601,16.344330
L286_frame079,35.5290,0.8650,15.856144
L286_frame080,35.5519,0.8655,15.538670
L286_frame081,35.1953,0.8560,16.922195
L286_frame082,35.3718,0.8599,16.413677
L286_frame083,35.1356,0.8527,17.839943
L286_frame084,34.8300,0.8454,19.051670
L286_frame085,34.8890,0.8468,19.389748
L286_frame086,35.0497,0.8514,18.658833
L286_frame087,34.9684,0.8485,19.083763
L286_frame088,35.4274,0.8618,16.717678
L286_frame089,35.4448,0.8608,16.933102
L286_frame090,35.4446,0.8632,16.313690
L286_frame091,35.5120,0.8683,15.730232
L286_frame092,35.5911,0.8707,15.472340
L286_frame093,35.4484,0.8653,16.189968
L286_frame094,35.8729,0.8754,14.722736
L286_frame095,35.8716,0.8730,15.131435
L286_frame096,35.6597,0.8697,15.571281
L286_frame097,35.8923,0.8749,14.896183
L286_frame098,35.8705,0.8737,15.388618
L286_frame099,35.6974,0.8697,16.021145
L286_frame100,36.0071,0.8774,14.997173
L286_frame101,35.8328,0.8731,15.933441
L286_frame102,35.5432,0.8690,16.584599
L286_frame103,35.9472,0.8794,14.801758
L286_frame104,36.0555,0.8830,14.110348
L286_frame105,35.9218,0.8826,14.221981
L286_frame106,36.1649,0.8874,13.499321
L286_frame107,36.1736,0.8874,13.581116
L286_frame108,36.0259,0.8866,13.514717
L286_frame109,36.2849,0.8967,11.972305
L286_frame110,36.2383,0.9030,10.849274
L286_frame111,36.1357,0.8992,11.529430
L286_frame112,36.3875,0.9064,10.580994
L286_frame113,36.3562,0.9103,10.016937
L286_frame114,36.1284,0.9097,9.872501
L286_frame115,36.4719,0.9157,9.173351
L286_frame116,36.4368,0.9138,9.488449
L286_frame117,36.3579,0.9087,10.144165
L286_frame118,36.6374,0.9138,9.454613
L286_frame119,36.8142,0.9158,9.213234
L286_frame120,36.8538,0.9131,9.494549
L286_frame121,37.0479,0.9154,9.280060
L286_frame122,36.8904,0.9111,10.005093
L286_frame123,36.4208,0.9051,10.860367
L286_frame124,36.6188,0.9079,10.462265
L286_frame125,36.5655,0.9055,10.800423
L286_frame126,36.2273,0.9019,11.206833
L286_frame127,36.5780,0.9048,10.818523
L286_frame128,36.6952,0.9025,11.128304
L286_frame129,36.4810,0.8949,12.493252
L286_frame130,36.7154,0.8981,12.265022
L286_frame131,36.8657,0.9002,11.597507
L286_frame132,36.6330,0.8947,12.249146
L286_frame133,36.7434,0.8997,11.565540
L286_frame134,36.5425,0.8999,11.353897
L286_frame135,35.9818,0.8963,11.746880
L286_frame136,36.2645,0.9003,11.267014
L286_frame137,36.5019,0.8986,11.545036
L286_frame138,36.3572,0.8943,12.047676
L286_frame139,36.4713,0.8992,11.259262
L286_frame140,36.5296,0.8990,11.638927
L286_frame141,36.5013,0.8929,12.609684
L286_frame142,36.9140,0.9011,11.575451
L286_frame143,36.8381,0.9033,11.198280
L286_frame144,36.5854,0.8963,12.303074
L286_frame145,36.7352,0.8984,12.143322
L286_frame146,36.6178,0.8977,12.271149
L286_frame147,36.3438,0.8962,12.324654
L286_frame148,36.5382,0.9051,10.942593
L286_frame149,36.5942,0.9085,10.351246
L286_frame150,36.5035,0.9025,11.148010
L286_frame151,36.6712,0.9039,11.201580
L286_frame152,36.6213,0.9050,10.845650
L286_frame153,36.3581,0.9000,11.636356
L286_frame154,36.6152,0.9046,10.857964
L286_frame155,36.5286,0.9045,10.812332
L286_frame156,36.2679,0.8995,11.587070
L286_frame157,36.3648,0.9045,10.829163
L286_frame158,36.3210,0.9040,11.015656
L286_frame159,36.1762,0.9025,10.936165
L286_frame160,36.2586,0.9088,10.052376
L286_frame161,36.4106,0.9097,10.010300
L286_frame162,36.3030,0.9043,10.723217
L286_frame163,36.4887,0.9088,10.065983
L286_frame164,36.6447,0.9073,10.312649
L286_frame165,36.4123,0.9021,11.047604
L286_frame166,36.4385,0.9048,10.757904
L286_frame167,36.2942,0.9017,11.122185
L286_frame168,35.9025,0.8949,11.913387
L286_frame169,36.2003,0.8992,11.319973
L286_frame170,36.2912,0.8988,11.401363
L286_frame171,36.1122,0.8953,11.805557
L286_frame172,36.3131,0.8966,11.683899
L286_frame173,36.5663,0.8975,11.537746
L286_frame174,36.6508,0.8931,12.281033
