ImageName, PSNR, SSIM, MSE
phantomFrame000,30.3486,0.6706,14.416260
phantomFrame001,33.7426,0.9251,10.545898
phantomFrame002,36.7346,0.9796,6.120056
phantomFrame003,36.2373,0.9606,6.371094
phantomFrame004,35.4235,0.9457,6.855225
phantomFrame005,36.0433,0.9592,6.858826
phantomFrame006,35.6423,0.9438,7.017151
phantomFrame007,36.1145,0.9573,6.752380
phantomFrame008,36.7188,0.9601,6.623352
phantomFrame009,35.9510,0.9657,6.565735
phantomFrame010,36.0895,0.9594,6.250549
phantomFrame011,35.4290,0.9622,6.847473
phantomFrame012,35.8738,0.9657,6.612000
phantomFrame013,36.1877,0.9670,6.549011
phantomFrame014,34.6729,0.9597,7.546387
phantomFrame015,34.7359,0.9650,7.117493
phantomFrame016,34.0994,0.9584,7.645142
phantomFrame017,34.7245,0.9643,7.690552
phantomFrame018,34.5818,0.9691,7.438354
phantomFrame019,35.0852,0.9690,7.709900
phantomFrame020,33.8754,0.9585,8.093506
phantomFrame021,33.0202,0.9591,8.048218
phantomFrame022,33.3206,0.9596,8.364563
phantomFrame023,34.3618,0.9682,8.552307
phantomFrame024,33.7581,0.9654,8.401123
phantomFrame025,34.2468,0.9669,8.722412
phantomFrame026,33.9487,0.9682,9.100891
phantomFrame027,33.8095,0.9633,8.719849
phantomFrame028,32.7941,0.9590,9.234741
phantomFrame029,33.5239,0.9617,9.260925
phantomFrame030,33.7208,0.9641,9.949402
phantomFrame031,32.9104,0.9607,9.909546
phantomFrame032,33.7670,0.9635,9.485291
phantomFrame033,32.5990,0.9564,10.726807
phantomFrame034,31.8991,0.9521,10.492432
phantomFrame035,33.1066,0.9595,10.393494
phantomFrame036,32.3732,0.9556,10.368713
phantomFrame037,32.1776,0.9512,11.258850
phantomFrame038,32.5984,0.9546,11.200317
phantomFrame039,31.7216,0.9465,11.947632
phantomFrame040,32.0872,0.9517,11.821838
phantomFrame041,32.0361,0.9511,11.970093
phantomFrame042,32.3901,0.9557,12.394348
phantomFrame043,32.7627,0.9543,12.107605
phantomFrame044,32.5601,0.9529,12.282654
phantomFrame045,31.8024,0.9428,12.953430
phantomFrame046,31.8100,0.9432,13.768799
phantomFrame047,32.5989,0.9496,13.383789
phantomFrame048,32.0573,0.9429,13.630493
phantomFrame049,32.3819,0.9461,13.355774
phantomFrame050,32.0763,0.9437,14.610657
phantomFrame051,30.1412,0.9269,14.570435
phantomFrame052,29.1821,0.9318,15.812256
phantomFrame053,28.9382,0.9310,15.908997
phantomFrame054,28.4692,0.9361,15.832764
phantomFrame055,28.1649,0.9345,16.545471
phantomFrame056,28.1103,0.9301,16.130249
phantomFrame057,27.7555,0.9313,17.136230
phantomFrame058,27.6582,0.9294,17.309570
phantomFrame059,27.9419,0.9365,17.008484
phantomFrame060,27.3074,0.9284,18.438477
phantomFrame061,27.4468,0.9269,17.885742
phantomFrame062,28.0093,0.9363,17.134888
phantomFrame063,27.5410,0.9332,17.592590
phantomFrame064,27.1538,0.9239,18.836487
phantomFrame065,27.4104,0.9304,17.840454
phantomFrame066,27.1637,0.9169,19.567993
phantomFrame067,27.4667,0.9252,18.709106
phantomFrame068,27.0550,0.9283,18.672058
phantomFrame069,27.3988,0.9290,18.718140
phantomFrame070,27.1497,0.9245,19.159790
phantomFrame071,27.2611,0.9242,18.937927
phantomFrame072,27.2288,0.9279,18.474243
phantomFrame073,27.3296,0.9276,18.557251
phantomFrame074,27.1918,0.9284,18.729614
phantomFrame075,27.1140,0.9231,18.676575
phantomFrame076,27.5911,0.9310,18.481262
phantomFrame077,27.3931,0.9355,17.655701
phantomFrame078,27.0445,0.9287,17.496277
phantomFrame079,27.5340,0.9313,18.057739
phantomFrame080,27.4771,0.9324,18.618530
phantomFrame081,27.3439,0.9303,18.129700
phantomFrame082,27.6308,0.9340,18.217041
phantomFrame083,27.4662,0.9322,17.723145
phantomFrame084,27.6968,0.9252,18.181641
phantomFrame085,27.9466,0.9359,17.161072
phantomFrame086,28.2335,0.9393,17.069153
phantomFrame087,28.1038,0.9378,16.873047
phantomFrame088,28.2582,0.9309,16.375305
phantomFrame089,28.5012,0.9349,16.965149
phantomFrame090,28.8532,0.9396,16.128662
phantomFrame091,30.0915,0.9415,16.294006
phantomFrame092,30.8706,0.9392,16.088074
phantomFrame093,31.8393,0.9445,15.887390
phantomFrame094,31.7642,0.9461,15.176331
phantomFrame095,32.2273,0.9485,14.655090
phantomFrame096,32.2808,0.9523,14.240845
phantomFrame097,32.0169,0.9421,14.243896
phantomFrame098,32.5388,0.9492,13.818787
phantomFrame099,32.7721,0.9545,13.376465
phantomFrame100,31.6131,0.9506,13.663147
phantomFrame101,32.9088,0.9556,13.000366
phantomFrame102,32.0371,0.9545,13.538391
phantomFrame103,32.4117,0.9541,12.738770
phantomFrame104,32.7995,0.9574,12.863892
phantomFrame105,32.1560,0.9553,13.080383
phantomFrame106,31.9103,0.9535,13.274597
phantomFrame107,32.9905,0.9579,11.833130
phantomFrame108,32.7510,0.9590,12.731323
phantomFrame109,33.1085,0.9624,12.285706
phantomFrame110,32.4650,0.9576,12.034302
phantomFrame111,32.5289,0.9573,12.635986
phantomFrame112,32.9452,0.9592,12.003357
phantomFrame113,32.9624,0.9617,12.357666
phantomFrame114,33.1884,0.9628,12.206055
phantomFrame115,32.8287,0.9619,11.510254
phantomFrame116,32.3558,0.9591,11.972656
phantomFrame117,33.4918,0.9645,11.881592
phantomFrame118,32.7455,0.9609,11.368774
phantomFrame119,31.8151,0.9568,12.358887
phantomFrame120,32.7524,0.9627,11.391968
phantomFrame121,33.1907,0.9640,10.955505
phantomFrame122,32.7280,0.9637,11.180603
phantomFrame123,33.4496,0.9668,10.978455
phantomFrame124,33.0491,0.9643,11.160889
phantomFrame125,32.9953,0.9652,11.203186
phantomFrame126,33.1689,0.9664,10.330688
phantomFrame127,33.5204,0.9694,10.784607
phantomFrame128,33.0884,0.9677,10.417236
