ImageName, PSNR, SSIM, MSE
phantomFrame000,31.3738,0.8453,11.453857
phantomFrame001,30.3198,0.8428,12.268677
phantomFrame002,31.1761,0.8798,12.176880
phantomFrame003,30.1310,0.8482,13.795715
phantomFrame004,31.0633,0.8544,14.028503
phantomFrame005,30.2715,0.8391,15.849487
phantomFrame006,29.6955,0.8217,16.841309
phantomFrame007,29.8576,0.8384,17.957886
phantomFrame008,29.2342,0.7973,18.986511
phantomFrame009,29.5568,0.8133,19.746338
phantomFrame010,28.7677,0.7595,21.781921
phantomFrame011,28.8467,0.7541,22.600098
phantomFrame012,28.8275,0.7809,21.475159
phantomFrame013,28.9697,0.7482,24.388550
phantomFrame014,28.1400,0.7779,23.412964
phantomFrame015,28.4566,0.7568,23.585938
phantomFrame016,28.4866,0.7408,24.508240
phantomFrame017,28.2271,0.7489,24.603943
phantomFrame018,28.1407,0.7566,24.335327
phantomFrame019,27.9197,0.7386,27.698975
phantomFrame020,28.0486,0.7539,28.473389
phantomFrame021,27.8974,0.7435,28.645874
phantomFrame022,27.5370,0.7018,28.667603
phantomFrame023,27.6195,0.7269,29.228638
phantomFrame024,27.2069,0.6736,31.236389
phantomFrame025,26.4669,0.6543,34.092957
phantomFrame026,26.0236,0.6853,32.245361
phantomFrame027,25.3771,0.6725,33.398926
phantomFrame028,25.1786,0.6791,32.609192
phantomFrame029,25.0682,0.6598,35.812439
phantomFrame030,24.9737,0.6876,34.592834
phantomFrame031,25.1656,0.6661,35.339417
phantomFrame032,25.3515,0.6735,35.280701
phantomFrame033,25.0523,0.6585,36.433533
phantomFrame034,24.9815,0.6770,36.428650
phantomFrame035,24.8887,0.6464,38.072083
phantomFrame036,25.2304,0.6916,35.315430
phantomFrame037,25.1662,0.6800,36.532837
phantomFrame038,25.0515,0.6818,35.842468
phantomFrame039,25.0605,0.6643,37.282166
phantomFrame040,24.9177,0.6590,37.434509
phantomFrame041,24.8666,0.6503,36.775574
phantomFrame042,25.2248,0.6645,36.737671
phantomFrame043,25.2843,0.6813,35.815247
phantomFrame044,25.6067,0.6594,35.505859
phantomFrame045,25.9010,0.6668,35.771912
phantomFrame046,26.8949,0.6756,35.218018
phantomFrame047,26.9499,0.6779,35.389099
phantomFrame048,26.7697,0.6854,34.806091
phantomFrame049,27.0417,0.6755,35.205444
phantomFrame050,26.7939,0.6950,34.640686
phantomFrame051,26.9264,0.6736,34.928467
phantomFrame052,26.8819,0.7075,35.021851
phantomFrame053,26.6319,0.6744,35.532043
phantomFrame054,26.4314,0.6835,33.905579
phantomFrame055,27.1286,0.6978,33.535217
phantomFrame056,26.8046,0.6662,36.556580
phantomFrame057,26.9172,0.6936,33.551147
phantomFrame058,26.5734,0.6717,34.571411
phantomFrame059,26.8768,0.7009,33.413940
phantomFrame060,27.1910,0.6742,33.363708
phantomFrame061,26.7376,0.6816,31.728821
phantomFrame062,27.0173,0.6992,32.819519
phantomFrame063,26.8423,0.6791,33.554443
phantomFrame064,27.2021,0.7077,32.031250
phantomFrame065,27.2779,0.6435,34.873169
phantomFrame066,27.6683,0.6838,31.222290
phantomFrame067,27.4768,0.6658,33.783508
phantomFrame068,27.3371,0.6651,32.551758
phantomFrame069,27.3427,0.6530,33.320740
phantomFrame070,28.0398,0.6794,30.993042
phantomFrame071,27.3338,0.6325,34.174194
phantomFrame072,27.0539,0.6438,32.641052
phantomFrame073,27.5217,0.6597,31.697754
phantomFrame074,27.8767,0.7246,29.244019
phantomFrame075,27.8076,0.7210,28.461304
phantomFrame076,27.5336,0.6897,30.570496
phantomFrame077,27.3611,0.6844,29.672668
phantomFrame078,27.7648,0.7388,27.480286
phantomFrame079,27.8000,0.7020,27.757446
phantomFrame080,28.1946,0.7201,27.354370
phantomFrame081,28.4895,0.6843,28.524719
phantomFrame082,28.2016,0.6761,29.211914
phantomFrame083,29.2504,0.7644,23.931030
phantomFrame084,28.7305,0.7228,24.899170
phantomFrame085,28.2476,0.7283,24.596680
phantomFrame086,27.9858,0.7387,25.081787
phantomFrame087,28.9907,0.7714,22.662720
phantomFrame088,28.6317,0.7693,22.809448
phantomFrame089,29.2729,0.7945,22.188110
phantomFrame090,29.0811,0.7815,21.800781
phantomFrame091,29.2180,0.8002,21.150696
phantomFrame092,29.3436,0.7937,20.478394
phantomFrame093,29.5037,0.7961,19.944397
phantomFrame094,29.2947,0.8019,19.787964
phantomFrame095,29.7170,0.8380,17.997498
phantomFrame096,29.6709,0.8185,17.425537
phantomFrame097,30.2074,0.8433,15.570740
phantomFrame098,30.6389,0.8499,15.081909
phantomFrame099,30.4914,0.8440,14.224915
phantomFrame100,30.6585,0.8662,12.595825
phantomFrame101,30.9738,0.8689,11.729614
phantomFrame102,30.9225,0.8657,10.549500
